Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School
2022,FOREST HILLS HIGH SCHOOL,77Q440,Q440,HIGH SCHOOL,11,229,37,84,12.7,9.9,145,11.7,8.9
2022,WILLIAM CULLEN BRYANT HIGH SCHOOL,77Q445,Q445,HIGH SCHOOL,13,151,31,62,7.7,6.2,89,9.2,7.9
2022,LONG ISLAND CITY HIGH SCHOOL,77Q450,Q450,HIGH SCHOOL,12,139,35,55,12.3,9.7,84,11.8,9.6
2022,NEWTOWN HIGH SCHOOL,77Q455,Q455,HIGH SCHOOL,13,102,26,37,14.8,12,65,13,11.1
2022,FLUSHING HIGH SCHOOL,77Q460,Q460,HIGH SCHOOL,9,93,21,36,9.6,7.7,57,9.5,6.9
2022,RICHMOND HILL HIGH SCHOOL,77Q475,Q475,HIGH SCHOOL,11,112,29,46,13.9,11.6,66,12.5,10.1
2022,JOHN ADAMS HIGH SCHOOL,77Q480,Q480,HIGH SCHOOL,9,179,44,64,10.7,7.9,115,8.7,6
2022,GROVER CLEVELAND HIGH SCHOOL,77Q485,Q485,HIGH SCHOOL,9,108,30,48,15.1,13.2,60,11.8,10.3
2022,MATHEMATICS  SCIENCE RESEARCH AND TECHNOLOGY MAGNE,77Q492,Q492,HIGH SCHOOL,3,26,6,10,6,2,16,10.8,3
2022,BAYSIDE HIGH SCHOOL,77Q495,Q495,HIGH SCHOOL,13,162,52,64,15.8,12.2,98,13,10.4
2022,HUMANITIES & ARTS MAGNET HIGH SCHOOL,77Q498,Q498,HIGH SCHOOL,3,29,5,9,10.9,7.4,20,10.1,2.6
2022,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,77Q501,Q501,HIGH SCHOOL,5,56,13,31,13.9,8.6,25,13.6,8.7
2022,INFORMATION TECHNOLOGY HIGH SCHOOL,77Q502,Q502,HIGH SCHOOL,4,60,18,30,13.6,9.6,30,15.8,9.4
2022,HILLCREST HIGH SCHOOL,77Q505,Q505,HIGH SCHOOL,12,163,44,63,14.8,11.6,100,13.1,10
2022,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,77Q520,Q520,HIGH SCHOOL,3,25,8,13,16,13.6,12,13.5,9.6
2022,TOWNSEND HARRIS HIGH SCHOOL,77Q525,Q525,HIGH SCHOOL,6,79,19,34,14.6,8.9,45,12.9,8.9
2022,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,77Q530,Q530,HIGH SCHOOL,3,29,4,12,10.6,7.8,17,16.6,12.3
2022,QUEENS ACADEMY HIGH SCHOOL,77Q540,Q540,HIGH SCHOOL,3,23,5,13,10.7,6.4,10,7.7,4
2022,HIGH SCHOOL FOR ARTS AND BUSINESS,77Q550,Q550,HIGH SCHOOL,5,46,12,28,13.1,9.8,18,14.7,10.7
2022,NEWCOMERS HIGH SCHOOL,77Q555,Q555,HIGH SCHOOL,4,47,10,13,16.5,12.7,34,16.8,11.6
2022,QUEENS HIGH SCHOOL OF TEACHING  LIBERAL ARTS AND T,77Q566,Q566,HIGH SCHOOL,5,66,13,18,11.6,7.7,48,12.9,9.6
2022,ACADEMY OF AMERICAN STUDIES,77Q575,Q575,HIGH SCHOOL,6,66,15,16,14.2,10.4,50,10,5.9
2022,MASPETH HIGH SCHOOL,77Q585,Q585,HIGH SCHOOL,4,72,11,34,8.6,3.8,38,4.7,3.2
2022,QUEENS TECHNICAL HIGH SCHOOL,77Q600,Q600,HIGH SCHOOL,6,104,21,50,11.7,10.1,54,11.1,9.3
2022,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,77Q610,Q610,HIGH SCHOOL,8,128,22,71,14.2,13.9,57,13.8,11.8
2022,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,77Q620,Q620,HIGH SCHOOL,11,126,38,51,13.9,10,75,10.8,8.3
2022,HIGH SCHOOL FOR CONSTRUCTION TRADES  ENGINEERING A,77Q650,Q650,HIGH SCHOOL,4,69,13,34,12.8,6.6,35,9.9,5.8
2022,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,77Q670,Q670,HIGH SCHOOL,4,41,8,22,16.7,12.2,19,13.8,9
2022,QUEENS METROPOLITAN HIGH SCHOOL,77Q686,Q686,HIGH SCHOOL,5,65,20,29,12.9,7.4,36,11.2,7.2
2022,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,77Q687,Q687,HIGH SCHOOL,3,26,7,12,8.9,6.6,14,12.6,7.2
2022,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,77Q690,Q690,HIGH SCHOOL,3,26,7,8,14.9,10.3,18,11.3,6.9
2022,VOYAGES PREPARATORY,77Q744,Q744,HIGH SCHOOL,2,18,3,9,12.7,9.4,9,12.3,5
2022,NORTH QUEENS COMMUNITY HIGH SCHOOL,77Q792,Q792,HIGH SCHOOL,2,13,3,*,,,*,,
2022,P.S. 371 - LILLIAN L. RASHKIS,97K371,K371,HIGH SCHOOL,3,45,65,17,11.8,10.7,28,11.6,9.8
2022,P.S. 373 - BROOKLYN TRANSITION CENTER,97K373,K373,HIGH SCHOOL,4,88,115,30,6.3,6.1,58,6.5,6.1
2022,P.S. K753 - SCHOOL FOR CAREER DEVELOPMENT,97K753,K753,HIGH SCHOOL,3,81,81,27,8.4,6.5,54,6.7,5
2022,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,97M751,M751,HIGH SCHOOL,2,40,61,16,4.6,3.6,24,3.8,3
2022,JOHN F. KENNEDY JR. SCHOOL,97Q721,Q721,HIGH SCHOOL,4,85,160,21,12.5,10.1,64,10.2,8.5
2022,QUEENS TRANSITION CENTER,97Q752,Q752,HIGH SCHOOL,4,81,120,20,9.6,9.1,61,10,7.8
2022,P.S. X721 - STEPHEN MCSWEENEY SCHOOL,97X721,X721,HIGH SCHOOL,5,105,190,32,8.3,7,73,8.4,7.4
2022,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,97X754,X754,HIGH SCHOOL,5,69,85,25,13.3,9.3,44,10,8.3
2022,SPECIAL MUSIC SCHOOL,03M859,M859,K-12 ALL GRADES,2,22,4,8,6.1,3.7,14,9.3,4.2
2022,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,06M348,M348,K-12 ALL GRADES,5,81,21,26,7.6,4.7,55,8.7,4.9
2022,NEW EXPLORATIONS INTO SCIENCE  TECHNOLOGY AND MATH,71M539,M539,K-12 ALL GRADES,7,106,17,34,9,6,72,8.7,5.4
2022,THE MICHAEL J. PETRIDES SCHOOL,81R080,R080,K-12 ALL GRADES,4,100,75,28,10.9,9.3,72,11.8,10.2
2022,P.S. 36,97K036,K036,K-12 ALL GRADES,5,111,153,24,12.1,10.3,87,6.8,6.1
2022,P.S. K053,97K053,K053,K-12 ALL GRADES,5,98,136,22,12.1,11.5,76,8.5,8.3
2022,P.S. K077,97K077,K077,K-12 ALL GRADES,4,80,105,14,9.7,7.3,66,7.2,6.8
2022,P.S. K141,97K141,K141,K-12 ALL GRADES,5,98,122,15,9.8,5.9,83,8.5,7.5
2022,P.S. 368,97K368,K368,K-12 ALL GRADES,3,66,95,15,12.2,11.2,51,9.4,8.1
2022,P.S. K369 - COY L. COX SCHOOL,97K369,K369,K-12 ALL GRADES,6,125,190,33,11.9,11.1,92,9.3,9.4
2022,P.S. 370,97K370,K370,K-12 ALL GRADES,4,63,91,13,10.4,9.8,50,10.1,8.6
2022,P.S. K721 - BROOKLYN OCCUPATIONAL TRAINING CENTER,97K721,K721,K-12 ALL GRADES,4,91,131,21,10.2,9.6,70,9.4,9.5
2022,P.S. K771,97K771,K771,K-12 ALL GRADES,6,124,222,22,12,9.9,102,11.2,11
2022,P.S. 035,97M035,M035,K-12 ALL GRADES,3,58,41,29,12.1,8.8,29,10.7,7
2022,P.S. M094,97M094,M094,K-12 ALL GRADES,4,111,168,24,8.8,6.7,87,8.4,7.2
2022,P.S. 138,97M138,M138,K-12 ALL GRADES,7,168,287,25,9.4,8.6,143,8,6.9
2022,P.S. M169 - ROBERT F. KENNEDY,97M169,M169,K-12 ALL GRADES,4,82,108,22,12.5,9,60,8.5,6.2
2022,P.S. M226,97M226,M226,K-12 ALL GRADES,4,72,101,9,11.2,11.1,63,8.4,7.3
2022,HOSPITAL SCHOOLS,97M401,M401,K-12 ALL GRADES,3,72,22,13,11.3,7.3,59,14.6,9
2022,HOME INSTRUCTION,97M501,M501,K-12 ALL GRADES,13,297,13,116,18.1,7.8,181,15.4,6.8
2022,P.S. Q023 @ QUEENS CHILDREN CENTER,97Q023,Q023,K-12 ALL GRADES,4,63,72,19,15.3,12.8,44,12.7,11.2
2022,P.S. Q177,97Q177,Q177,K-12 ALL GRADES,5,120,191,24,14.1,15.2,96,14.5,14.2
2022,P.S. Q233,97Q233,Q233,K-12 ALL GRADES,6,125,190,16,6.2,6.8,109,10.2,8.8
2022,P.S. Q255,97Q255,Q255,K-12 ALL GRADES,5,143,180,17,11.5,10.7,126,9.9,9.3
2022,P.S. Q256,97Q256,Q256,K-12 ALL GRADES,5,130,162,28,12.4,9.7,102,11.9,9.6
2022,THE RIVERVIEW SCHOOL,97Q277,Q277,K-12 ALL GRADES,5,148,211,22,5.3,4.1,126,5.6,4.3
2022,P.S. Q811,97Q811,Q811,K-12 ALL GRADES,5,108,183,15,12.7,9.3,93,10.5,7.5
2022,P.S. Q993,97Q993,Q993,K-12 ALL GRADES,4,138,298,20,12.8,9.4,118,11.2,9.5
2022,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,97R025,R025,K-12 ALL GRADES,5,122,210,42,12.8,9.3,80,10.5,7.7
2022,THE DAVID MARQUIS SCHOOL OF THE ARTS,97R037,R037,K-12 ALL GRADES,5,146,270,28,6.8,6.3,118,8.6,7.5
2022,P.S. X010,97X010,X010,K-12 ALL GRADES,7,177,213,19,10.9,11.1,158,7.2,6.6
2022,P.S. X017,97X017,X017,K-12 ALL GRADES,5,143,151,26,6.4,6,117,6.8,6.5
2022,P.S. 168,97X168,X168,K-12 ALL GRADES,7,146,163,27,11,11.6,119,8.5,7.7
2022,P186X WALTER J. DAMROSCH SCHOOL,97X186,X186,K-12 ALL GRADES,6,151,279,36,9.7,8.2,115,7,6.3
2022,P.S. X188,97X188,X188,K-12 ALL GRADES,6,134,136,43,11.4,10.3,91,9.9,9.1
2022,P.S. 723,97X723,X723,K-12 ALL GRADES,5,111,155,27,7.4,7.3,84,7.2,6
2022,THE CLINTON SCHOOL,02M260,M260,SECONDARY SCHOOL,3,60,12,15,8.3,5,45,8.3,3.7
2022,SCHOOL OF THE FUTURE HIGH SCHOOL,02M413,M413,SECONDARY SCHOOL,3,51,15,24,10.3,6.9,27,8.9,6.6
2022,QUEST TO LEARN,02M422,M422,SECONDARY SCHOOL,3,53,13,19,9.6,5.1,34,7.4,3.4
2022,WEST END SECONDARY SCHOOL,03M291,M291,SECONDARY SCHOOL,3,50,8,13,7.3,2.5,37,6.5,2.3
2022,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,03M860,M860,SECONDARY SCHOOL,3,33,8,13,5.6,1.9,20,5.3,3.2
2022,ESPERANZA PREPARATORY ACADEMY,04M372,M372,SECONDARY SCHOOL,3,48,24,17,6.5,3.8,31,8.3,4.1
2022,COLUMBIA SECONDARY SCHOOL,05M362,M362,SECONDARY SCHOOL,3,49,14,19,8.4,6.2,30,10.5,5.3
2022,CITY COLLEGE ACADEMY OF THE ARTS,06M293,M293,SECONDARY SCHOOL,4,43,8,15,10.2,6.9,28,9.7,7
2022,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,06M346,M346,SECONDARY SCHOOL,3,50,11,17,12.6,8.5,33,8.4,7.2
2022,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,07X223,X223,SECONDARY SCHOOL,5,55,12,16,5.2,4.1,39,6.5,4.7
2022,ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOG,08X367,X367,SECONDARY SCHOOL,4,52,21,20,10.6,5.7,32,9.2,6.1
2022,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,09X324,X324,SECONDARY SCHOOL,3,32,9,6,10.9,7.3,26,6.6,4.7
2022,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,09X327,X327,SECONDARY SCHOOL,4,57,18,18,8.1,6,39,8.8,5.1
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,09X568,X568,SECONDARY SCHOOL,3,42,9,11,8,4.4,31,6,3.8
2022,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,10X141,X141,SECONDARY SCHOOL,5,104,23,42,11.1,7.8,62,10.8,7.2
2022,THEATRE ARTS PRODUCTION COMPANY SCHOOL,10X225,X225,SECONDARY SCHOOL,4,49,16,18,11.8,7.1,31,9.5,4.7
2022,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),10X368,X368,SECONDARY SCHOOL,5,74,20,27,10.1,7.9,47,14,9
2022,MOTT HALL V,12X242,X242,SECONDARY SCHOOL,4,58,18,18,8.8,6.4,40,9.3,6
2022,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,13K265,K265,SECONDARY SCHOOL,1,31,6,12,15.1,8.9,19,15.3,10.1
2022,JUAN MOREL CAMPOS SECONDARY SCHOOL,14K071,K071,SECONDARY SCHOOL,3,60,24,21,12.6,11.6,39,10,7.5
2022,SPRING CREEK COMMUNITY SCHOOL,19K422,K422,SECONDARY SCHOOL,4,48,10,16,9.5,4,32,7.7,3.4
2022,QUEENS SCHOOL OF INQUIRY  THE,25Q252,Q252,SECONDARY SCHOOL,3,51,7,19,10.7,6.9,32,9.5,6.3
2022,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,25Q285,Q285,SECONDARY SCHOOL,3,41,17,17,10.9,8,24,11.1,7.4
2022,SCHOLARS' ACADEMY,27Q323,Q323,SECONDARY SCHOOL,5,75,17,17,10.5,7.3,58,10.9,7.7
2022,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28Q167,Q167,SECONDARY SCHOOL,3,70,13,23,5.6,4,47,7.4,5.4
2022,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,29Q283,Q283,SECONDARY SCHOOL,3,36,9,14,13.3,7.6,22,11.4,7.5
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL  ASTORIA,30Q286,Q286,SECONDARY SCHOOL,2,42,10,13,7,5.5,29,8,4.7
2022,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31R028,R028,SECONDARY SCHOOL,2,43,7,16,6,2.7,27,8.8,3.5
2022,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,71M148,M148,SECONDARY SCHOOL,3,34,5,20,8.7,3.2,14,6.8,2.6
2022,INSTITUTE FOR COLLABORATIVE EDUCATION,71M407,M407,SECONDARY SCHOOL,2,34,4,12,9,7.3,22,6.6,4.7
2022,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,71M408,M408,SECONDARY SCHOOL,2,32,4,13,14.7,9.9,19,8.7,5.2
2022,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,71M415,M415,SECONDARY SCHOOL,3,35,6,9,11.5,3.6,26,9.8,5.8
2022,EAST SIDE COMMUNITY SCHOOL,71M450,M450,SECONDARY SCHOOL,4,59,15,14,13.1,8.2,45,11,8.3
2022,FREDERICK DOUGLASS ACADEMY,71M499,M499,SECONDARY SCHOOL,3,66,15,33,15.5,9.6,33,13.7,7.9
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL,71M610,M610,SECONDARY SCHOOL,3,33,4,7,15.4,10.1,26,8,6.9
2022,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,71M670,M670,SECONDARY SCHOOL,3,48,8,18,14.6,7.7,30,14.7,7.5
2022,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,72X221,X221,SECONDARY SCHOOL,5,52,13,24,7.6,6.7,28,7.6,5.9
2022,EAGLE ACADEMY FOR YOUNG MEN,72X231,X231,SECONDARY SCHOOL,4,37,14,17,9.8,5.9,20,9.1,5.2
2022,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,72X241,X241,SECONDARY SCHOOL,3,65,11,32,6.8,5.8,33,4.2,3.7
2022,WEST BRONX ACADEMY FOR THE FUTURE,72X243,X243,SECONDARY SCHOOL,4,54,14,19,8.8,7,35,8.5,6
2022,BRONX LATIN,72X267,X267,SECONDARY SCHOOL,4,51,9,23,9.9,4.3,28,7.6,5.4
2022,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,72X269,X269,SECONDARY SCHOOL,4,57,18,21,9,3.9,36,8,4.8
2022,EAST BRONX ACADEMY FOR THE FUTURE,72X271,X271,SECONDARY SCHOOL,3,63,14,23,11.3,7,40,8,6.5
2022,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,72X342,X342,SECONDARY SCHOOL,4,43,6,17,13.5,7.7,26,10.9,5.6
2022,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOA,72X376,X376,SECONDARY SCHOOL,2,34,11,11,12.6,8.6,23,13.3,6.5
2022,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,72X413,X413,SECONDARY SCHOOL,4,45,14,18,11.7,8.8,27,9.1,4.4
2022,HOSTOS-LINCOLN ACADEMY OF SCIENCE,72X500,X500,SECONDARY SCHOOL,3,40,13,21,12.5,9.4,19,12.4,10
2022,BRONX SCHOOL FOR LAW  GOVERNMENT AND JUSTICE,72X505,X505,SECONDARY SCHOOL,4,59,12,31,8.2,6.1,28,8.5,6.2
2022,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,72X551,X551,SECONDARY SCHOOL,5,53,21,24,7.5,4.7,29,7.3,4.2
2022,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,73K382,K382,SECONDARY SCHOOL,4,23,8,12,10.2,3.9,11,11.1,6.4
2022,ACADEMY FOR YOUNG WRITERS,73K404,K404,SECONDARY SCHOOL,3,51,13,13,13.5,4.9,38,6.3,3.9
2022,EAST NEW YORK FAMILY ACADEMY,73K409,K409,SECONDARY SCHOOL,3,52,16,15,11.8,7.3,37,11.3,7
2022,BROOKLYN COLLABORATIVE STUDIES,73K448,K448,SECONDARY SCHOOL,2,61,22,19,12.6,8.4,42,10.3,7.3
2022,SCIENCE  TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG,73K543,K543,SECONDARY SCHOOL,5,38,9,15,9.5,7.4,23,11,7.2
2022,ALL CITY LEADERSHIP SECONDARY SCHOOL,73K554,K554,SECONDARY SCHOOL,3,20,8,5,6.9,6.3,15,12.5,9.6
2022,LYONS COMMUNITY SCHOOL,73K586,K586,SECONDARY SCHOOL,2,46,9,23,11,7.9,23,8.6,5
2022,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,73K590,K590,SECONDARY SCHOOL,6,75,13,35,15.5,9.7,40,9.4,5.8
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,73K614,K614,SECONDARY SCHOOL,3,30,6,6,7.4,6.5,24,5.8,3.3
2022,EAGLE ACADEMY FOR YOUNG MEN II,73K644,K644,SECONDARY SCHOOL,6,45,14,27,6.5,6.1,18,7.1,6.3
2022,BROOKLYN STUDIO SECONDARY SCHOOL,73K690,K690,SECONDARY SCHOOL,6,65,25,27,12,8.5,38,13,10.4
2022,PARK SLOPE COLLEGIATE,76K464,K464,SECONDARY SCHOOL,3,59,17,17,10,7.1,42,10.3,6.2
2022,KINGSBOROUGH EARLY COLLEGE SCHOOL,76K468,K468,SECONDARY SCHOOL,4,45,10,24,9.6,5.8,21,7.5,5.3
2022,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,76K497,K497,SECONDARY SCHOOL,4,65,12,19,6.1,4.6,46,8.2,4.7
2022,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,76K527,K527,SECONDARY SCHOOL,2,38,10,6,7.4,7.3,32,7.4,4
2022,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,76K609,K609,SECONDARY SCHOOL,4,45,8,9,7.3,4.4,36,8.5,4.4
2022,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,77Q259,Q259,SECONDARY SCHOOL,3,47,10,19,9.3,4.7,28,11.4,6.8
2022,CHANNEL VIEW SCHOOL FOR RESEARCH,77Q262,Q262,SECONDARY SCHOOL,5,99,22,31,10.2,5.8,68,8.5,5.8
2022,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,77Q281,Q281,SECONDARY SCHOOL,4,62,11,20,7.5,5.3,42,9.1,6
2022,YORK EARLY COLLEGE ACADEMY,77Q284,Q284,SECONDARY SCHOOL,4,33,8,8,11.7,8.1,25,11.2,7.4
2022,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,77Q309,Q309,SECONDARY SCHOOL,4,53,7,16,10.1,8,37,10.4,6.5
2022,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,77Q310,Q310,SECONDARY SCHOOL,4,47,6,8,11.9,8.2,39,8.5,5.8
2022,EAGLE ACADEMY FOR YOUNG MEN III,77Q327,Q327,SECONDARY SCHOOL,3,29,11,13,12.3,4.8,16,14.3,4.8
2022,ROBERT F. WAGNER  JR. SECONDARY SCHOOL FOR ARTS AN,77Q560,Q560,SECONDARY SCHOOL,3,42,14,21,11.6,8.4,21,12.6,9.7
2022,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,77Q580,Q580,SECONDARY SCHOOL,3,36,2,20,14.1,10.6,16,13.6,6.9
2022,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,77Q680,Q680,SECONDARY SCHOOL,3,41,9,17,14,9,24,10.3,6.5
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL  QUEENS,77Q896,Q896,SECONDARY SCHOOL,3,34,4,9,9.8,5.3,25,13.4,7.9
2022,P.S. K811 CONNIE LEKAS SCHOOL,97K811,K811,SECONDARY SCHOOL,4,64,151,17,12.2,9.9,47,10.1,9.2
2022,P.S. M079 - HORAN SCHOOL,97M079,M079,SECONDARY SCHOOL,4,52,86,16,7.7,3.8,36,8.2,7.5
2022,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,97M721,M721,SECONDARY SCHOOL,2,45,80,10,12.5,13.8,35,10.8,8
2022,THE RICHARD H. HUNGERFORD SCHOOL,97R721,R721,SECONDARY SCHOOL,5,98,238,25,11.2,10.1,73,10.2,9.9
2022,P.S. X012 LEWIS AND CLARK SCHOOL,97X012,X012,SECONDARY SCHOOL,4,65,88,20,10.7,7.6,45,7.9,6.1
2022,P.S. X176,97X176,X176,SECONDARY SCHOOL,6,132,194,34,9.6,9.1,98,8.6,7.9
2022,P.S. X811,97X811,X811,SECONDARY SCHOOL,7,127,243,36,9.6,9.8,91,10.8,9.7
