Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other (U/O) Count,U/O Average Years in Title,U/O Average Years at School
2021,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,76K609,K609,SECONDARY SCHOOL,3,46,7,8,7.3,4.0,38,7.8,4.1,*,,,*,,,*,,,*,,,8,5.2,3.8,29,9.3,4.6,*,,,*,,
2021,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,77Q259,Q259,SECONDARY SCHOOL,3,41,8,17,8.8,4.3,24,12.0,7.0,*,,,5,11.7,5.1,22,11.2,5.7,*,,,*,,,11,9.4,6.7,*,,,*,,
2021,CHANNEL VIEW SCHOOL FOR RESEARCH,77Q262,Q262,SECONDARY SCHOOL,5,87,21,25,10.4,6.3,62,8.2,6.0,*,,,*,,,18,7.0,3.1,*,,,7,13.2,10.5,57,9.1,6.5,*,,,*,,
2021,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,77Q281,Q281,SECONDARY SCHOOL,4,60,10,17,7.4,5.3,43,8.3,5.7,*,,,19,8.0,6.2,*,,,*,,,*,,,34,8.4,5.7,*,,,*,,
2021,YORK EARLY COLLEGE ACADEMY,77Q284,Q284,SECONDARY SCHOOL,3,30,7,7,11.6,8.3,23,11.2,7.0,*,,,*,,,8,14.0,5.4,*,,,5,10.7,7.1,13,11.1,8.7,*,,,*,,
2021,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,77Q309,Q309,SECONDARY SCHOOL,3,49,4,16,9.2,7.0,33,9.7,6.4,*,,,5,4.9,5.0,*,,,*,,,8,9.1,6.1,31,10.3,6.8,*,,,*,,
2021,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,77Q310,Q310,SECONDARY SCHOOL,4,45,8,8,9.1,8.3,37,8.6,5.7,*,,,5,7.9,6.9,14,9.4,6.2,*,,,6,10.2,3.6,18,7.8,6.8,*,,,*,,
2021,EAGLE ACADEMY FOR YOUNG MEN III,77Q327,Q327,SECONDARY SCHOOL,3,29,14,12,12.3,4.2,17,14.0,3.9,*,,,*,,,18,15.4,4.5,*,,,*,,,5,9.0,3.7,*,,,*,,
2021,ROBERT F. WAGNER  JR. SECONDARY SCHOOL FOR ARTS AN,77Q560,Q560,SECONDARY SCHOOL,3,39,9,17,13.0,9.9,22,12.2,9.3,*,,,*,,,*,,,*,,,*,,,28,12.1,9.2,*,,,*,,
2021,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,77Q580,Q580,SECONDARY SCHOOL,3,36,3,19,13.8,10.1,17,13.0,6.6,*,,,6,13.7,7.5,6,13.6,5.8,*,,,5,9.1,6.6,18,14.8,10.5,*,,,*,,
2021,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,77Q680,Q680,SECONDARY SCHOOL,4,40,8,17,12.3,8.3,23,13.1,8.1,*,,,5,8.4,6.4,10,15.8,9.4,*,,,*,,,21,12.4,7.7,*,,,*,,
2021,YOUNG WOMEN'S LEADERSHIP SCHOOL  QUEENS,77Q896,Q896,SECONDARY SCHOOL,3,33,3,7,8.2,7.0,26,13.6,8.1,*,,,*,,,11,14.5,7.5,*,,,*,,,15,11.9,8.2,*,,,*,,
2021,P.S. K811 CONNIE LEKAS SCHOOL,97K811,K811,SECONDARY SCHOOL,4,60,155,15,12.0,9.4,45,10.0,9.2,*,,,9,11.7,9.9,16,9.0,8.9,*,,,*,,,29,12.0,9.9,*,,,*,,
2021,P.S. M079 - HORAN SCHOOL,97M079,M079,SECONDARY SCHOOL,4,58,96,21,7.0,4.3,37,11.0,9.3,*,,,*,,,22,9.0,7.3,*,,,9,7.3,7.0,22,11.5,7.8,*,,,*,,
2021,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,97M721,M721,SECONDARY SCHOOL,2,43,86,10,13.3,14.5,33,11.5,7.9,*,,,*,,,9,18.2,9.4,*,,,7,10.7,8.3,21,10.7,9.5,*,,,*,,
2021,THE RICHARD H. HUNGERFORD SCHOOL,97R721,R721,SECONDARY SCHOOL,5,97,256,25,10.7,9.7,72,9.7,9.3,*,,,*,,,*,,,*,,,8,6.3,8.0,81,10.1,9.3,*,,,*,,
2021,P.S. X012 LEWIS AND CLARK SCHOOL,97X012,X012,SECONDARY SCHOOL,4,66,95,23,10.7,7.8,43,7.9,5.8,*,,,8,8.7,6.8,22,10.3,7.2,*,,,16,8.1,6.9,17,9.3,6.0,*,,,*,,
2021,P.S. X176,97X176,X176,SECONDARY SCHOOL,6,133,212,33,8.8,8.6,99,8.5,8.0,*,,,*,,,24,6.6,5.4,*,,,27,5.7,7.6,67,11.1,10.1,*,,,10,6.3,4.7
2021,P.S. X811,97X811,X811,SECONDARY SCHOOL,7,126,250,35,9.4,9.3,91,10.7,9.4,*,,,11,10.2,10.7,35,11.1,10.0,*,,,40,9.4,8.3,37,10.8,9.7,*,,,*,,
2022,ACADEMY FOR SOFTWARE ENGINEERING,02M546,M546,HIGH SCHOOL,2,33,13,16,8.4,4.1,17,6.1,3.7,*,,,*,,,*,,,*,,,6,4.8,2.9,17,7.4,5.3,*,,,*,,
2022,WALKABOUT BRONX HIGH SCHOOL,07X625,X625,HIGH SCHOOL,1,7,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
2022,BRONX ARENA HIGH SCHOOL,08X537,X537,HIGH SCHOOL,2,15,2,8,7.6,5.4,7,12.1,7.0,*,,,*,,,*,,,*,,,*,,,8,8.9,6.7,*,,,*,,
2022,THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL,19K953,K953,HIGH SCHOOL,3,12,3,*,,,*,,,*,,,*,,,5,6.2,0.8,*,,,*,,,5,1.5,1.1,*,,,*,,
2022,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,71M047,M047,HIGH SCHOOL,3,34,5,14,5.6,2.0,20,7.8,4.7,*,,,*,,,5,10.8,10.1,*,,,*,,,24,6.6,2.8,*,,,*,,
2022,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,71M135,M135,HIGH SCHOOL,3,25,4,9,6.4,4.1,16,8.3,3.0,*,,,*,,,*,,,*,,,8,6.3,2.3,11,9.2,4.4,*,,,*,,
2022,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HI,71M139,M139,HIGH SCHOOL,3,39,12,19,6.2,3.6,20,5.8,3.7,*,,,*,,,6,7.8,2.4,*,,,*,,,27,6.0,4.0,*,,,*,,
2022,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,71M157,M157,HIGH SCHOOL,3,24,7,13,4.8,3.2,11,5.7,2.3,*,,,*,,,7,3.6,1.7,*,,,5,5.8,1.7,9,5.4,4.4,*,,,*,,
2022,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE,71M211,M211,HIGH SCHOOL,3,37,13,16,8.9,3.8,21,8.5,3.3,*,,,*,,,8,10.8,2.8,*,,,8,5.6,3.4,20,9.5,4.0,*,,,*,,
2022,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,71M280,M280,HIGH SCHOOL,3,37,5,12,7.2,4.3,25,5.3,2.5,*,,,*,,,10,7.6,3.3,*,,,*,,,22,5.1,3.0,*,,,*,,
2022,URBAN ASSEMBLY MAKER ACADEMY,71M282,M282,HIGH SCHOOL,4,41,7,17,7.0,2.6,24,5.2,1.8,*,,,5,5.4,1.1,7,10.1,1.4,*,,,7,6.8,4.0,19,4.8,2.0,*,,,*,,
2022,HARLEM RENAISSANCE HIGH SCHOOL,71M285,M285,HIGH SCHOOL,1,15,4,5,21.0,11.0,10,17.1,7.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
2022,FOOD AND FINANCE HIGH SCHOOL,71M288,M288,HIGH SCHOOL,2,33,5,18,14.0,8.7,15,10.4,7.0,*,,,*,,,6,11.4,6.1,*,,,7,9.6,3.9,15,12.7,9.4,*,,,*,,
2022,ORCHARD COLLEGIATE ACADEMY,71M292,M292,HIGH SCHOOL,2,26,6,13,11.4,6.2,13,6.5,3.4,*,,,6,5.8,4.3,*,,,*,,,*,,,12,9.9,5.8,*,,,*,,
2022,ESSEX STREET ACADEMY,71M294,M294,HIGH SCHOOL,2,24,6,7,10.1,7.3,17,12.3,8.0,*,,,*,,,*,,,*,,,*,,,16,12.9,9.2,*,,,*,,
2022,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,71M296,M296,HIGH SCHOOL,2,23,6,8,13.9,9.6,15,13.6,8.3,*,,,*,,,*,,,*,,,*,,,14,14.9,10.7,*,,,*,,
2022,PACE HIGH SCHOOL,71M298,M298,HIGH SCHOOL,4,42,7,21,12.4,8.1,21,10.3,5.4,*,,,*,,,10,11.4,4.0,*,,,9,8.8,4.6,18,12.9,8.7,*,,,*,,
2022,THE MAXINE GREENE HS FOR IMAGINATIVE INQUIRY,71M299,M299,HIGH SCHOOL,2,16,3,9,16.0,6.5,7,10.3,5.7,*,,,*,,,5,12.1,4.9,*,,,*,,,7,15.1,6.6,*,,,*,,
2022,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,71M300,M300,HIGH SCHOOL,2,26,7,11,7.9,3.9,15,8.7,5.0,*,,,*,,,10,6.6,3.6,*,,,6,8.3,5.6,6,8.2,5.9,*,,,*,,
2022,FACING HISTORY SCHOOL  THE,71M303,M303,HIGH SCHOOL,2,31,8,11,8.0,6.4,20,8.2,4.8,*,,,*,,,10,9.7,5.2,*,,,8,5.7,4.2,13,8.3,6.1,*,,,*,,
2022,MOTT HALL HIGH SCHOOL,71M304,M304,HIGH SCHOOL,2,18,3,7,7.9,3.4,11,7.6,1.9,*,,,*,,,5,10.1,1.8,*,,,5,8.5,1.5,7,3.2,2.8,*,,,*,,
2022,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW  THE,71M305,M305,HIGH SCHOOL,3,27,8,14,7.2,3.7,13,6.1,3.6,*,,,*,,,6,8.9,4.9,*,,,5,6.0,4.3,16,6.1,3.0,*,,,*,,
2022,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE,71M307,M307,HIGH SCHOOL,2,28,10,10,8.5,7.6,18,5.6,3.9,*,,,*,,,*,,,*,,,5,6.3,3.2,17,6.2,4.9,*,,,*,,
2022,LOWER MANHATTAN ARTS ACADEMY,71M308,M308,HIGH SCHOOL,2,32,7,16,7.3,3.4,16,4.8,3.0,*,,,5,5.5,2.0,*,,,*,,,6,4.8,3.1,17,7.8,4.1,*,,,*,,
2022,THE JUDITH S. KAYE SCHOOL,71M310,M310,HIGH SCHOOL,3,11,2,*,,,*,,,*,,,*,,,5,15.3,3.5,*,,,*,,,5,18.1,2.9,*,,,*,,
2022,JAMES BALDWIN SCHOOL  THE: A SCHOOL FOR EXPEDITION,71M313,M313,HIGH SCHOOL,2,20,5,7,11.7,8.7,13,9.3,6.1,*,,,*,,,6,9.9,8.8,*,,,5,5.7,3.9,9,12.8,7.5,*,,,*,,
2022,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,71M316,M316,HIGH SCHOOL,1,12,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,6.7,5.0,*,,,*,,
2022,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,71M369,M369,HIGH SCHOOL,2,28,10,10,6.5,4.1,18,7.2,3.1,*,,,*,,,11,9.0,3.7,*,,,*,,,10,8.0,4.0,*,,,*,,
2022,GRAMERCY ARTS HIGH SCHOOL,71M374,M374,HIGH SCHOOL,3,36,9,12,7.6,4.6,24,7.1,2.9,*,,,6,4.6,1.7,5,10.5,1.9,*,,,5,8.1,2.7,18,7.0,4.3,*,,,*,,
2022,NYC ISCHOOL,71M376,M376,HIGH SCHOOL,3,36,7,15,8.1,4.9,21,9.1,4.9,*,,,*,,,*,,,*,,,7,4.8,3.1,22,11.5,6.7,*,,,*,,
2022,MANHATTAN BUSINESS ACADEMY,71M392,M392,HIGH SCHOOL,3,33,3,17,8.9,5.0,16,8.2,3.9,*,,,*,,,6,9.5,3.2,*,,,*,,,19,8.2,4.8,*,,,*,,
2022,BUSINESS OF SPORTS SCHOOL,71M393,M393,HIGH SCHOOL,3,35,9,15,10.5,4.7,20,8.8,4.5,*,,,*,,,12,10.5,5.2,*,,,9,7.7,4.5,12,10.0,4.5,*,,,*,,
2022,EMMA LAZARUS HIGH SCHOOL,71M394,M394,HIGH SCHOOL,3,16,5,6,10.4,6.1,10,9.4,4.7,*,,,*,,,*,,,*,,,*,,,10,7.0,4.6,*,,,*,,
2022,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,71M399,M399,HIGH SCHOOL,3,17,4,8,10.5,5.2,9,10.0,4.3,*,,,*,,,*,,,*,,,*,,,9,8.4,4.9,*,,,*,,
2022,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,71M400,M400,HIGH SCHOOL,7,74,13,25,11.2,7.1,49,9.4,5.7,*,,,11,12.6,10.4,7,10.7,5.0,*,,,8,11.0,7.5,44,9.5,5.5,*,,,*,,
2022,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,71M402,M402,HIGH SCHOOL,2,29,7,12,9.2,4.2,17,4.4,2.3,*,,,*,,,*,,,*,,,6,9.8,3.4,19,5.5,3.3,*,,,*,,
2022,THE GLOBAL LEARNING COLLABORATIVE,71M403,M403,HIGH SCHOOL,3,34,8,16,7.8,5.0,18,16.0,5.2,*,,,*,,,*,,,*,,,5,14.1,1.3,20,13.9,6.1,*,,,*,,
2022,INNOVATION DIPLOMA PLUS,71M404,M404,HIGH SCHOOL,2,16,3,7,8.3,4.6,9,11.6,8.3,*,,,*,,,*,,,*,,,*,,,12,9.5,6.6,*,,,*,,
2022,BARUCH COLLEGE CAMPUS HIGH SCHOOL,71M411,M411,HIGH SCHOOL,2,29,7,8,10.2,7.6,21,8.2,5.0,*,,,*,,,*,,,*,,,5,10.1,1.1,21,8.3,7.0,*,,,*,,
2022,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,71M412,M412,HIGH SCHOOL,3,46,16,15,10.8,7.4,31,9.5,4.9,*,,,*,,,*,,,*,,,5,4.6,1.6,35,10.6,6.6,*,,,*,,
2022,N.Y.C. MUSEUM SCHOOL,71M414,M414,HIGH SCHOOL,3,33,8,11,12.4,4.6,22,11.5,4.4,*,,,*,,,*,,,*,,,6,10.3,2.5,19,11.5,5.8,*,,,*,,
2022,ELEANOR ROOSEVELT HIGH SCHOOL,71M416,M416,HIGH SCHOOL,3,34,4,16,13.6,9.8,18,11.5,7.9,*,,,5,11.5,5.9,*,,,*,,,*,,,25,12.6,9.3,*,,,*,,
2022,FRANK MCCOURT HIGH SCHOOL,71M417,M417,HIGH SCHOOL,2,26,6,8,6.7,3.5,18,8.6,5.5,*,,,*,,,*,,,*,,,5,5.9,2.7,15,9.1,6.0,*,,,*,,
2022,MILLENNIUM HIGH SCHOOL,71M418,M418,HIGH SCHOOL,3,42,6,11,11.5,7.4,31,9.9,7.5,*,,,9,8.9,7.0,*,,,*,,,*,,,32,10.5,7.3,*,,,*,,
2022,LANDMARK HIGH SCHOOL,71M419,M419,HIGH SCHOOL,3,31,9,12,8.5,6.1,19,7.0,4.3,*,,,5,9.1,7.1,*,,,*,,,*,,,19,7.3,4.4,*,,,*,,
2022,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,71M420,M420,HIGH SCHOOL,9,98,17,43,12.4,10.0,55,11.2,8.5,*,,,17,11.2,9.6,10,13.7,12.2,*,,,11,12.0,7.0,58,11.1,8.6,*,,,*,,
2022,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,71M423,M423,HIGH SCHOOL,2,18,3,9,9.0,4.3,9,12.7,5.1,*,,,*,,,*,,,*,,,*,,,8,8.8,4.1,*,,,*,,
2022,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,71M425,M425,HIGH SCHOOL,3,17,7,7,13.7,5.7,10,12.9,9.1,*,,,*,,,*,,,*,,,6,15.2,9.4,7,9.7,5.0,*,,,*,,
2022,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,71M427,M427,HIGH SCHOOL,3,16,5,6,8.8,6.1,10,9.9,6.4,*,,,*,,,*,,,*,,,6,12.4,6.0,6,6.3,5.3,*,,,*,,
2022,MURRAY HILL ACADEMY,71M432,M432,HIGH SCHOOL,2,23,6,8,11.3,5.6,15,10.2,5.2,*,,,*,,,*,,,*,,,*,,,12,13.4,5.5,*,,,*,,
2022,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,71M435,M435,HIGH SCHOOL,8,88,15,28,12.7,9.8,60,7.2,4.8,*,,,13,8.0,5.7,5,5.4,4.2,*,,,31,6.5,5.7,39,11.7,7.4,*,,,*,,
2022,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,71M437,M437,HIGH SCHOOL,3,22,10,13,10.6,3.3,9,9.1,3.1,*,,,5,4.7,0.9,*,,,*,,,*,,,10,9.7,3.1,*,,,*,,
2022,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,71M438,M438,HIGH SCHOOL,2,24,6,12,13.8,7.9,12,9.0,7.3,*,,,*,,,*,,,*,,,5,5.9,5.9,16,14.1,8.4,*,,,*,,
2022,MANHATTAN VILLAGE ACADEMY,71M439,M439,HIGH SCHOOL,2,29,4,14,7.8,6.3,15,9.9,8.7,*,,,*,,,*,,,*,,,*,,,20,8.2,7.6,*,,,*,,
2022,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,71M448,M448,HIGH SCHOOL,3,39,12,17,7.4,3.2,22,9.9,5.6,*,,,7,11.1,6.4,*,,,*,,,8,9.4,3.9,21,8.1,4.3,*,,,*,,
2022,VANGUARD HIGH SCHOOL,71M449,M449,HIGH SCHOOL,2,32,5,9,10.8,8.8,23,12.6,9.0,*,,,6,13.8,10.7,6,6.9,3.4,*,,,6,10.7,9.7,14,14.1,10.2,*,,,*,,
2022,FORSYTH SATELLITE ACADEMY,71M458,M458,HIGH SCHOOL,1,15,4,6,7.1,4.8,9,11.8,5.0,*,,,*,,,*,,,*,,,*,,,8,9.6,5.0,*,,,*,,
2022,MANHATTAN INTERNATIONAL HIGH SCHOOL,71M459,M459,HIGH SCHOOL,2,21,6,9,10.0,8.3,12,11.0,8.4,*,,,6,13.0,8.9,*,,,*,,,*,,,7,9.9,8.4,*,,,*,,
2022,THE COLLEGE ACADEMY,71M462,M462,HIGH SCHOOL,4,29,16,15,12.5,8.4,14,9.8,6.7,*,,,*,,,*,,,*,,,17,8.8,6.8,8,15.1,10.1,*,,,*,,
2022,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,71M463,M463,HIGH SCHOOL,3,30,6,12,11.7,8.1,18,8.5,4.9,*,,,*,,,*,,,*,,,16,8.6,4.6,6,12.6,12.1,*,,,*,,
2022,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,71M467,M467,HIGH SCHOOL,4,36,13,11,6.6,5.8,25,13.5,9.4,*,,,*,,,*,,,*,,,14,9.6,6.5,16,13.1,9.9,*,,,*,,
2022,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,71M468,M468,HIGH SCHOOL,4,31,10,14,12.4,8.6,17,10.8,5.3,*,,,*,,,*,,,*,,,11,12.1,7.6,13,14.3,9.2,*,,,*,,
2022,STUYVESANT HIGH SCHOOL,71M475,M475,HIGH SCHOOL,11,155,31,79,15.6,11.0,76,15.4,11.3,*,,,30,10.2,6.3,6,16.6,8.7,*,,,12,20.4,13.2,103,16.4,12.4,*,,,*,,
2022,BEACON HIGH SCHOOL,71M479,M479,HIGH SCHOOL,4,80,17,35,13.9,7.9,45,11.7,5.3,*,,,7,14.7,10.0,9,17.1,10.0,*,,,10,11.0,1.8,52,12.0,6.4,*,,,*,,
2022,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART A,71M485,M485,HIGH SCHOOL,13,152,25,63,13.3,8.6,89,12.7,9.0,*,,,20,14.6,8.6,17,12.4,8.1,*,,,9,10.0,3.3,98,13.3,9.9,*,,,5,10.5,7.3
2022,HIGH SCHOOL OF ECONOMICS AND FINANCE,71M489,M489,HIGH SCHOOL,3,47,7,25,8.0,5.3,22,10.1,7.0,*,,,5,10.3,8.2,*,,,*,,,*,,,32,8.0,4.8,*,,,*,,
2022,HIGH SCHOOL FOR LAW  ADVOCACY AND COMMUNITY JUSTIC,71M492,M492,HIGH SCHOOL,4,25,7,11,12.2,9.3,14,15.6,11.8,*,,,6,13.3,7.4,*,,,*,,,*,,,14,13.9,11.6,*,,,*,,
2022,HIGH SCHOOL OF ARTS AND TECHNOLOGY,71M494,M494,HIGH SCHOOL,4,38,9,11,12.2,4.2,27,9.2,3.6,*,,,*,,,8,9.6,2.8,*,,,6,16.0,5.0,19,8.7,3.6,*,,,*,,
2022,PARK EAST HIGH SCHOOL,71M495,M495,HIGH SCHOOL,3,36,7,19,11.0,5.8,17,12.1,8.9,*,,,*,,,*,,,*,,,6,11.3,5.9,26,12.3,7.8,*,,,*,,
2022,UNITY CENTER FOR URBAN TECHNOLOGIES,71M500,M500,HIGH SCHOOL,3,15,5,8,7.0,5.9,7,5.6,4.5,*,,,*,,,*,,,*,,,9,5.8,4.9,*,,,*,,,*,,
2022,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,71M505,M505,HIGH SCHOOL,3,29,8,16,13.8,11.4,13,15.9,10.1,*,,,*,,,6,16.2,8.4,*,,,6,9.2,6.9,13,16.7,13.6,*,,,*,,
2022,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,71M507,M507,HIGH SCHOOL,2,37,7,16,8.6,5.9,21,6.6,4.5,*,,,8,7.9,4.7,7,7.0,5.2,*,,,5,4.0,2.9,17,8.5,5.9,*,,,*,,
2022,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,71M515,M515,HIGH SCHOOL,3,32,8,9,13.7,12.9,23,10.7,8.9,*,,,13,11.6,11.0,*,,,*,,,6,8.2,4.1,10,14.4,12.7,*,,,*,,
2022,TALENT UNLIMITED HIGH SCHOOL,71M519,M519,HIGH SCHOOL,2,36,7,15,9.4,6.4,21,9.7,5.3,*,,,6,6.3,3.6,*,,,*,,,*,,,22,11.5,7.4,*,,,*,,
2022,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,71M520,M520,HIGH SCHOOL,1,17,6,9,21.1,14.2,8,12.9,8.3,*,,,*,,,*,,,*,,,5,10.3,6.8,6,23.1,13.2,*,,,*,,
2022,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,71M529,M529,HIGH SCHOOL,2,20,4,5,17.4,8.2,15,9.8,6.0,*,,,*,,,*,,,*,,,5,12.9,8.3,9,13.4,8.0,*,,,*,,
2022,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,71M531,M531,HIGH SCHOOL,3,15,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,7.3,3.8,*,,,*,,
2022,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,71M533,M533,HIGH SCHOOL,3,31,7,16,7.5,4.7,15,7.3,4.6,*,,,6,7.2,4.4,*,,,*,,,9,5.4,4.4,14,9.3,5.1,*,,,*,,
2022,HARVEST COLLEGIATE HIGH SCHOOL,71M534,M534,HIGH SCHOOL,3,38,6,13,6.7,4.7,25,10.1,3.5,*,,,*,,,6,11.7,1.3,*,,,7,6.6,4.3,20,9.1,4.1,*,,,*,,
2022,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,71M540,M540,HIGH SCHOOL,7,93,23,50,11.3,5.5,43,11.0,6.1,*,,,8,11.8,5.2,14,12.7,5.9,*,,,36,9.7,5.2,30,12.5,6.7,*,,,*,,
2022,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,71M541,M541,HIGH SCHOOL,3,25,5,12,13.1,9.5,13,6.9,6.0,*,,,6,12.0,8.6,*,,,*,,,*,,,13,9.7,8.0,*,,,*,,
2022,MANHATTAN BRIDGES HIGH SCHOOL,71M542,M542,HIGH SCHOOL,3,33,7,11,11.9,6.0,22,10.3,5.8,*,,,*,,,*,,,*,,,20,10.5,6.1,8,9.8,6.9,*,,,*,,
2022,NEW DESIGN HIGH SCHOOL,71M543,M543,HIGH SCHOOL,3,49,9,17,8.5,6.4,32,9.2,4.2,*,,,*,,,*,,,*,,,5,6.8,1.6,36,10.3,5.9,*,,,*,,
2022,INDEPENDENCE HIGH SCHOOL,71M544,M544,HIGH SCHOOL,3,20,4,10,13.8,7.1,10,8.4,5.5,*,,,*,,,6,12.3,6.3,*,,,*,,,10,9.2,5.4,*,,,*,,
2022,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,71M545,M545,HIGH SCHOOL,2,23,5,9,11.6,5.9,14,9.8,8.7,*,,,11,10.9,7.5,*,,,*,,,*,,,10,9.2,8.7,*,,,*,,
2022,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,71M550,M550,HIGH SCHOOL,3,26,6,13,11.1,5.5,13,14.1,9.6,*,,,*,,,*,,,*,,,10,13.3,7.4,9,11.7,5.8,*,,,*,,
2022,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,71M551,M551,HIGH SCHOOL,4,39,11,25,10.2,5.5,14,12.1,6.2,*,,,*,,,*,,,*,,,5,9.6,3.6,26,10.9,6.2,*,,,*,,
2022,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE,71M552,M552,HIGH SCHOOL,5,33,8,16,12.7,7.3,17,11.0,6.4,*,,,*,,,*,,,*,,,23,11.7,6.9,*,,,*,,,*,,
2022,CENTRAL PARK EAST HIGH SCHOOL,71M555,M555,HIGH SCHOOL,3,34,8,10,12.2,10.1,24,10.4,8.3,*,,,*,,,*,,,*,,,*,,,24,11.8,9.6,*,,,*,,
2022,HIGH SCHOOL M560 - CITY AS SCHOOL,71M560,M560,HIGH SCHOOL,3,36,10,11,15.2,8.6,25,13.0,5.7,*,,,*,,,9,13.4,5.2,*,,,7,11.7,5.2,15,16.1,8.3,*,,,*,,
2022,URBAN ACADEMY LABORATORY HIGH SCHOOL,71M565,M565,HIGH SCHOOL,1,15,4,*,,,*,,,*,,,*,,,5,18.3,15.2,*,,,*,,,7,25.0,21.2,*,,,*,,
2022,SATELLITE ACADEMY HIGH SCHOOL,71M570,M570,HIGH SCHOOL,2,12,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,15.8,8.1,*,,,*,,
2022,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,71M575,M575,HIGH SCHOOL,6,41,13,25,11.5,7.8,16,13.1,11.0,*,,,7,12.2,9.2,*,,,*,,,*,,,25,11.8,8.2,*,,,*,,
2022,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,71M580,M580,HIGH SCHOOL,2,22,5,12,20.7,16.3,10,14.1,10.1,*,,,*,,,*,,,*,,,*,,,18,19.0,15.2,*,,,*,,
