DBN,School Name,Grade Level,Program Type,Department,Subject,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,26,1,26.0,26.0,26.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,212,9,23.6,15.0,32.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,150,5,30.0,23.0,34.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,143,5,28.6,16.0,32.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,11,1,11.0,<15,<15
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,364,13,28.0,17.0,34.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government & Econ,208,8,26.0,<15,32.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,40,3,13.3,<15,19.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,44,2,22.0,17.0,27.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,English,HS English 09,148,5,29.6,28.0,32.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,English,HS English 10,108,4,27.0,21.0,34.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,English,HS English 11,82,3,27.3,21.0,33.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,219,8,27.4,20.0,32.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,33,1,33.0,33.0,33.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,Math,HS Statistics,153,5,30.6,28.0,34.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,109,4,27.3,23.0,32.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,Science,HS Other Life Science,67,2,33.5,33.0,34.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,Science,HS Physics,63,2,31.5,31.0,32.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,235,8,29.4,19.0,34.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,ICT,Social Studies,HS Government & Econ,53,2,26.5,21.0,32.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,SC,English,HS English 09,15,1,15.0,15.0,15.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,SC,English,HS English Other,33,2,16.5,8.0,>15
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,SC,Math,HS Algebra I,15,1,15.0,15.0,15.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,SC,Math,HS Math Other,34,3,11.3,8.0,15.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,SC,Science,HS Living Environment,14,1,14.0,14.0,14.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,SC,Science,HS Other Science,18,2,9.0,8.0,10.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,SC,Social Studies,HS Global History,12,1,12.0,12.0,12.0
08X405,HERBERT H LEHMAN HIGH SCHOOL,HS Core,SC,Social Studies,HS Social Studies Other,18,2,9.0,8.0,10.0
08X424,THE HUNTS POINT SCHOOL,HS Core,Gen Ed,English,HS English Other,186,9,20.7,<15,29.0
08X424,THE HUNTS POINT SCHOOL,HS Core,Gen Ed,Math,HS Math Other,186,9,20.7,<15,29.0
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,English,MS English Core,127,5,25.4,23.0,29.0
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,English,MS English Other,70,4,17.5,18.0,>34
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,Math,MS Math Core,158,6,26.3,23.0,31.0
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,Science,MS Science Core,158,6,26.3,23.0,31.0
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,158,6,26.3,23.0,31.0
08X424,THE HUNTS POINT SCHOOL,MS Core,ICT,English,MS English Core,77,3,25.7,25.0,26.0
08X424,THE HUNTS POINT SCHOOL,MS Core,ICT,Math,MS Math Core,77,3,25.7,25.0,26.0
08X424,THE HUNTS POINT SCHOOL,MS Core,ICT,Science,MS Science Core,77,3,25.7,25.0,26.0
08X424,THE HUNTS POINT SCHOOL,MS Core,ICT,Social Studies,MS Social Studies Core,77,3,25.7,25.0,26.0
08X424,THE HUNTS POINT SCHOOL,MS Core,SC,English,MS English Core,85,6,14.2,8.0,>15
08X424,THE HUNTS POINT SCHOOL,MS Core,SC,Math,MS Math Core,54,5,10.8,8.0,12.0
08X424,THE HUNTS POINT SCHOOL,MS Core,SC,Science,MS Science Core,54,5,10.8,8.0,12.0
08X424,THE HUNTS POINT SCHOOL,MS Core,SC,Social Studies,MS Social Studies Core,54,5,10.8,8.0,12.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,149,6,24.8,<15,34.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,28,1,28.0,28.0,28.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,80,4,20.0,<15,28.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,109,6,18.2,<15,28.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,580,32,18.1,<15,>34
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,52,3,17.3,17.0,18.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,45,2,22.5,21.0,24.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,50,2,25.0,22.0,28.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,7,1,7.0,<15,<15
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Math,HS Statistics,49,2,24.5,15.0,34.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,65,4,16.3,<15,23.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,89,5,17.8,<15,25.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,29,2,14.5,<15,17.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,22,2,11.0,<15,<15
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,160,7,22.9,<15,33.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government & Econ,28,1,28.0,28.0,28.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,84,4,21.0,15.0,24.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,66,3,22.0,<15,28.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,English,HS English 09,34,1,34.0,34.0,34.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,English,HS English 11,33,1,33.0,33.0,33.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,English,HS English 12,27,1,27.0,27.0,27.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,English,HS English Other,32,1,32.0,32.0,32.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,70,3,23.3,19.0,26.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,96,4,24.0,23.0,25.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,Math,HS Statistics,41,2,20.5,18.0,23.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,82,3,27.3,22.0,32.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,101,4,25.3,18.0,33.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,52,2,26.0,22.0,30.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,Social Studies,HS Government & Econ,68,2,34.0,34.0,34.0
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,33,1,33.0,33.0,33.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Accelerated,Math,MS Integrated Algebra,31,1,31.0,31.0,31.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Accelerated,Science,MS Science Other,31,1,31.0,31.0,31.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Gen Ed,English,MS English Core,339,13,26.1,<15,31.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Gen Ed,English,MS English Other,241,10,24.1,<15,31.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Gen Ed,Math,MS Math Core,225,8,28.1,24.0,31.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Gen Ed,Science,MS Science Core,225,8,28.1,24.0,31.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Gen Ed,Social Studies,MS Social Studies Core,256,9,28.4,24.0,31.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,ICT,English,MS English Core,24,1,24.0,24.0,24.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,ICT,Math,MS Math Core,84,3,28.0,24.0,30.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,ICT,Science,MS Science Core,84,3,28.0,24.0,30.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,ICT,Social Studies,MS Social Studies Core,84,3,28.0,24.0,30.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,SC,English,MS English Core,9,1,9.0,9.0,9.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,SC,Math,MS Math Core,33,3,11.0,10.0,12.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,SC,Science,MS Science Core,33,3,11.0,10.0,12.0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,SC,Social Studies,MS Social Studies Core,33,3,11.0,10.0,12.0
08X452,BRONX GUILD,HS Core,Gen Ed,English,HS English 09,92,4,23.0,19.0,25.0
08X452,BRONX GUILD,HS Core,Gen Ed,English,HS English 10,68,3,22.7,18.0,25.0
08X452,BRONX GUILD,HS Core,Gen Ed,English,HS English 11,63,4,15.8,<15,27.0
08X452,BRONX GUILD,HS Core,Gen Ed,English,HS English 12,64,3,21.3,16.0,27.0
08X452,BRONX GUILD,HS Core,Gen Ed,English,HS English Other,84,4,21.0,<15,>34
08X452,BRONX GUILD,HS Core,Gen Ed,Math,HS Algebra I,106,5,21.2,15.0,28.0
08X452,BRONX GUILD,HS Core,Gen Ed,Math,HS Algebra II,53,3,17.7,<15,24.0
08X452,BRONX GUILD,HS Core,Gen Ed,Math,HS Geometry,24,1,24.0,24.0,24.0
08X452,BRONX GUILD,HS Core,Gen Ed,Math,HS Math Other,33,1,33.0,33.0,33.0
08X452,BRONX GUILD,HS Core,Gen Ed,Math,HS Statistics,20,2,10.0,<15,<15
08X452,BRONX GUILD,HS Core,Gen Ed,Science,HS Living Environment,118,4,29.5,15.0,>34
08X452,BRONX GUILD,HS Core,Gen Ed,Science,HS Other Science,140,7,20.0,<15,>34
08X452,BRONX GUILD,HS Core,Gen Ed,Science,HS Physics,31,3,10.3,<15,<15
08X452,BRONX GUILD,HS Core,Gen Ed,Social Studies,HS Global History,265,11,24.1,17.0,>34
08X452,BRONX GUILD,HS Core,Gen Ed,Social Studies,HS Government & Econ,43,2,21.5,17.0,26.0
08X452,BRONX GUILD,HS Core,Gen Ed,Social Studies,HS Social Studies Other,149,6,24.8,<15,>34
08X452,BRONX GUILD,HS Core,Gen Ed,Social Studies,HS US History,67,4,16.8,<15,34.0
08X452,BRONX GUILD,HS Core,ICT,English,HS English 09,53,3,17.7,<15,20.0
08X452,BRONX GUILD,HS Core,ICT,English,HS English 10,93,4,23.3,20.0,26.0
08X452,BRONX GUILD,HS Core,ICT,English,HS English 11,96,4,24.0,<15,31.0
08X452,BRONX GUILD,HS Core,ICT,English,HS English 12,80,3,26.7,24.0,29.0
08X452,BRONX GUILD,HS Core,ICT,Math,HS Algebra I,150,7,21.4,15.0,29.0
08X452,BRONX GUILD,HS Core,ICT,Math,HS Algebra II,102,4,25.5,24.0,30.0
08X452,BRONX GUILD,HS Core,ICT,Math,HS Geometry,18,1,18.0,18.0,18.0
08X452,BRONX GUILD,HS Core,ICT,Science,HS Chemistry,115,5,23.0,19.0,26.0
08X452,BRONX GUILD,HS Core,ICT,Science,HS Earth Science,142,5,28.4,24.0,33.0
08X452,BRONX GUILD,HS Core,ICT,Science,HS Living Environment,67,3,22.3,18.0,27.0
08X452,BRONX GUILD,HS Core,ICT,Science,HS Physics,11,1,11.0,<15,<15
08X452,BRONX GUILD,HS Core,ICT,Social Studies,HS Global History,145,7,20.7,<15,24.0
08X452,BRONX GUILD,HS Core,ICT,Social Studies,HS Government & Econ,83,3,27.7,25.0,32.0
08X452,BRONX GUILD,HS Core,ICT,Social Studies,HS US History,102,4,25.5,16.0,31.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Accelerated,Math,MS Integrated Algebra,33,1,33.0,33.0,33.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Gen Ed,English,MS English Core,233,9,25.9,19.0,33.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Gen Ed,English,MS English Other,20,2,10.0,<15,<15
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Gen Ed,Math,MS Math Core,200,8,25.0,19.0,29.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Gen Ed,Science,MS Science Core,317,12,26.4,19.0,33.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,317,12,26.4,19.0,33.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,ICT,English,MS English Core,84,3,28.0,25.0,33.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,ICT,Math,MS Math Core,84,3,28.0,25.0,33.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,ICT,Science,MS Science Core,11,1,11.0,<15,<15
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,SC,English,MS English Core,26,3,8.7,6.0,11.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,SC,Math,MS Math Core,26,3,8.7,6.0,11.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,SC,Science,MS Science Core,15,2,7.5,6.0,9.0
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,SC,Social Studies,MS Social Studies Core,26,3,8.7,6.0,11.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,69,4,17.3,<15,25.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,69,4,17.3,<15,26.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,49,2,24.5,23.0,26.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,49,3,16.3,<15,19.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,229,12,19.1,<15,>34
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,77,5,15.4,<15,21.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,55,2,27.5,27.0,28.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,53,2,26.5,26.0,27.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,78,4,19.5,16.0,21.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Technology,10,1,10.0,<15,<15
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,50,2,25.0,23.0,27.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,48,2,24.0,23.0,25.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,113,5,22.6,15.0,33.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,33,2,16.5,<15,19.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,154,7,22.0,15.0,26.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government & Econ,46,3,15.3,<15,19.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,89,5,17.8,<15,24.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,67,3,22.3,19.0,26.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,English,HS English 09,40,2,20.0,19.0,21.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,English,HS English 10,51,2,25.5,22.0,29.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,English,HS English 11,44,2,22.0,17.0,27.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,68,3,22.7,16.0,31.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,Math,HS Algebra II,49,2,24.5,21.0,28.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,29,1,29.0,29.0,29.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,Science,HS Chemistry,39,2,19.5,16.0,23.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,54,2,27.0,26.0,28.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,44,2,22.0,20.0,24.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,101,4,25.3,23.0,30.0
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,48,2,24.0,23.0,25.0
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,11,1,11.0,<15,<15
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,29,2,14.5,<15,16.0
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,10,1,10.0,<15,<15
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,18,1,18.0,18.0,18.0
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,8,1,8.0,<15,<15
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,19,2,9.5,<15,<15
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government & Econ,23,2,11.5,<15,<15
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,9,1,9.0,<15,<15
08X537,BRONX ARENA HIGH SCHOOL,HS Core,ICT,English,HS English Other,41,1,41.0,>34,>34
08X537,BRONX ARENA HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,30,1,30.0,30.0,30.0
08X537,BRONX ARENA HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,29,1,29.0,29.0,29.0
08X537,BRONX ARENA HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,30,1,30.0,30.0,30.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,English,HS English 09,56,3,18.7,16.0,21.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,English,HS English 10,56,2,28.0,24.0,32.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,English,HS English 11,60,2,30.0,30.0,30.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,English,HS English 12,42,2,21.0,<15,33.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,English,HS English Other,12,1,12.0,<15,<15
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Math,HS Algebra I,57,3,19.0,16.0,24.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Math,HS Algebra II,68,2,34.0,34.0,34.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Math,HS Geometry,68,3,22.7,<15,32.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Math,HS Math Other,30,2,15.0,<15,16.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Math,HS Statistics,53,3,17.7,15.0,22.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Science,HS Chemistry,74,3,24.7,15.0,34.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Science,HS Living Environment,56,3,18.7,<15,24.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Science,HS Other Life Science,57,3,19.0,<15,25.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Science,HS Physics,69,3,23.0,<15,32.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Social Studies,HS Global History,115,5,23.0,16.0,31.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Social Studies,HS Government & Econ,78,3,26.0,<15,>34
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,Social Studies,HS US History,59,2,29.5,29.0,30.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,English,HS English 09,53,2,26.5,22.0,31.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,English,HS English 10,79,3,26.3,21.0,30.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,English,HS English 11,76,3,25.3,17.0,>34
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,English,HS English 12,74,3,24.7,<15,34.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,Math,HS Algebra I,147,5,29.4,29.0,30.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,Math,HS Algebra II,63,2,31.5,30.0,33.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,Science,HS Chemistry,68,2,34.0,34.0,34.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,Science,HS Living Environment,45,2,22.5,21.0,24.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,Science,HS Physics,58,2,29.0,25.0,33.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,Social Studies,HS Global History,126,5,25.2,20.0,27.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,Social Studies,HS Government & Econ,39,2,19.5,15.0,24.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,Social Studies,HS US History,82,3,27.3,22.0,33.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,SC,English,HS English 09,8,1,8.0,8.0,8.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,SC,Math,HS Algebra I,8,1,8.0,8.0,8.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,SC,Science,HS Living Environment,8,1,8.0,8.0,8.0
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,SC,Social Studies,HS Global History,8,1,8.0,8.0,8.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,English,HS English 09,16,1,16.0,16.0,16.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,English,HS English 10,55,2,27.5,25.0,30.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,English,HS English 11,18,1,18.0,18.0,18.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,English,HS English 12,14,1,14.0,<15,<15
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,English,HS English Other,203,11,18.5,<15,>34
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,Math,HS Algebra I,35,2,17.5,16.0,19.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,Math,HS Algebra II,10,1,10.0,<15,<15
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,Math,HS Geometry,26,2,13.0,<15,15.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,Math,HS Statistics,14,1,14.0,<15,<15
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,Science,HS Living Environment,45,2,22.5,15.0,30.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,Science,HS Other Science,9,1,9.0,<15,<15
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,Social Studies,HS Global History,45,2,22.5,16.0,29.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,Social Studies,HS Social Studies Other,12,1,12.0,<15,<15
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,Social Studies,HS US History,33,2,16.5,<15,24.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,English,HS English 09,34,1,34.0,34.0,34.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,English,HS English 10,61,2,30.5,27.0,34.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,English,HS English 11,60,2,30.0,27.0,33.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,English,HS English 12,52,2,26.0,25.0,27.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,Math,HS Algebra I,125,4,31.3,28.0,>34
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,Math,HS Geometry,50,2,25.0,18.0,32.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,Science,HS Earth Science,73,3,24.3,22.0,27.0
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,Science,HS Living Environment,120,4,30.0,20.0,>34
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,Social Studies,HS Global History,124,4,31.0,29.0,34.0
