School Name,Regents Exam,Year,Total Tested,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Period,Asian_Percent,Black_Percent,Hispanic_Percent,White_Percent,School Type,School Level,latitude,longitude,formatted_address,ZIP Code,Neighborhood
The Cinema School,Living Environment,2020,24,55.0,70.8,29.2,4.2,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core Algebra,2022,53,61.3,56.6,43.4,1.9,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core English,2018,61,75.62,16.36,83.64,49.19,pre-COVID,0.0,27.87,72.13,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core English,2020,70,75.19,19.98,80.02,50.03,COVID,0.0,15.71,84.29,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Living Environment,2022,71,69.59,29.61,70.39,23.92,COVID,0.0,25.35,74.65,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Living Environment,2017,74,65.45,36.52,63.48,14.86,pre-COVID,0.0,17.57,82.43,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Living Environment,2018,76,70.04,35.55,64.45,26.28,pre-COVID,0.0,27.63,72.37,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core English,2019,76,79.33,9.23,90.77,55.26,pre-COVID,0.0,15.79,84.21,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core Algebra,2018,79,68.07,27.87,72.13,18.95,pre-COVID,0.0,26.58,73.42,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Living Environment,2019,80,63.91,43.78,56.22,14.96,pre-COVID,0.0,17.5,82.5,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core Algebra,2019,81,70.82,24.73,75.27,22.22,pre-COVID,0.0,18.52,81.48,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core Algebra,2023,82,56.98,67.09,32.91,4.89,COVID,0.0,17.07,82.93,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Living Environment,2023,83,58.91,60.21,39.79,10.87,COVID,0.0,9.64,90.36,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core English,2023,88,67.89,32.97,67.03,18.18,COVID,0.0,17.05,82.95,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core English,2017,88,78.1,12.53,87.47,61.34,pre-COVID,0.0,22.73,77.27,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core Algebra,2017,94,67.02,37.2,62.8,17.05,pre-COVID,0.0,19.15,80.85,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The Cinema School,Common Core English,2022,101,67.97,25.71,74.29,26.72,COVID,0.0,22.77,77.23,0.0,General Academic,High school,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck
The College Academy,Common Core Algebra,2020,38,55.8,76.3,23.7,0.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Common Core Algebra,2022,54,66.2,44.4,55.6,27.8,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Common Core English,2022,66,55.12,48.51,51.49,10.61,COVID,0.0,12.12,87.88,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Living Environment,2022,74,62.2,51.4,48.6,12.2,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Common Core English,2023,96,53.4,55.2,44.8,16.7,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Common Core Algebra,2023,104,66.8,32.7,67.3,18.3,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Living Environment,2023,111,58.9,65.8,34.2,9.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Common Core English,2017,138,55.5,49.29,50.71,15.9,pre-COVID,0.0,7.25,92.75,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Living Environment,2019,155,53.2,73.5,26.5,3.2,pre-COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Common Core Algebra,2019,168,63.9,43.5,56.5,6.0,pre-COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Living Environment,2018,171,57.35,61.37,38.63,2.96,pre-COVID,0.0,8.77,91.23,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Living Environment,2017,173,56.79,66.47,33.53,1.76,pre-COVID,0.0,12.14,87.86,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Common Core English,2019,200,53.97,55.04,44.96,9.48,pre-COVID,0.0,6.5,93.5,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Common Core Algebra,2018,211,62.95,47.42,52.58,3.75,pre-COVID,0.0,8.53,91.47,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Common Core English,2018,212,54.42,54.71,45.3,9.45,pre-COVID,0.0,7.55,92.45,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The College Academy,Common Core Algebra,2017,238,60.81,55.43,44.57,7.14,pre-COVID,0.0,10.92,89.08,0.0,General Academic,High school,40.856532,-73.92606,549 AUDUBON AVENUE,10040,Washington Heights - Inwood
The Eagle Academy for Young Men of Staten Island,Common Core Algebra,2020,10,48.5,100.0,0.0,0.0,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Living Environment,2023,20,50.0,90.0,10.0,0.0,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Common Core Algebra,2023,22,53.5,81.8,18.2,0.0,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Common Core English,2022,22,64.04,36.39,63.61,27.26,COVID,0.0,63.64,36.36,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Living Environment,2017,22,64.79,50.05,49.95,18.19,pre-COVID,0.0,59.09,40.91,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Common Core Algebra,2017,22,65.96,45.45,54.55,9.1,pre-COVID,0.0,63.64,36.36,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Common Core Algebra,2022,24,51.33,83.37,16.7,0.0,COVID,0.0,66.67,33.33,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Living Environment,2022,25,52.08,75.98,24.02,0.0,COVID,0.0,72.0,28.0,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Common Core English,2023,36,65.94,33.32,66.68,19.42,COVID,0.0,52.78,47.22,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Common Core Algebra,2018,48,63.61,47.93,52.07,2.05,pre-COVID,0.0,60.42,39.58,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Living Environment,2018,48,69.61,35.43,64.58,27.08,pre-COVID,0.0,62.5,37.5,0.0,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Living Environment,2019,67,60.08,52.24,47.76,7.47,pre-COVID,8.96,49.25,32.84,8.96,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Eagle Academy for Young Men of Staten Island,Common Core Algebra,2019,68,60.63,57.34,42.66,2.93,pre-COVID,8.82,45.59,35.29,10.29,General Academic,High school,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George
The Equality Charter School,Living Environment,2020,14,59.4,64.3,35.7,0.0,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core Algebra,2020,15,60.49,73.32,26.68,0.0,COVID,0.0,53.33,46.67,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core English,2020,17,63.15,35.28,64.72,23.52,COVID,0.0,47.06,52.94,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Living Environment,2019,66,70.2,24.2,75.8,34.8,pre-COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core Algebra,2019,69,68.1,31.9,68.1,7.2,pre-COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core English,2022,76,65.99,39.45,60.55,28.91,COVID,0.0,51.32,48.68,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core English,2017,98,68.93,29.57,70.43,35.69,pre-COVID,0.0,65.31,34.69,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Living Environment,2017,104,69.35,34.61,65.39,23.05,pre-COVID,0.0,66.35,33.65,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core English,2023,107,67.23,42.07,57.93,27.11,COVID,0.0,50.47,49.53,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core Algebra,2017,107,71.66,21.49,78.51,24.33,pre-COVID,0.0,74.77,25.23,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core English,2018,110,69.21,23.65,76.35,37.26,pre-COVID,0.0,60.91,39.09,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Living Environment,2018,112,73.77,20.58,79.42,33.07,pre-COVID,0.0,58.93,41.07,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Living Environment,2023,114,63.08,50.89,49.11,11.4,COVID,0.0,52.63,47.37,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Living Environment,2022,118,62.99,47.43,52.57,16.1,COVID,0.0,69.49,30.51,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core Algebra,2023,118,66.49,38.18,61.82,11.9,COVID,0.0,51.69,48.31,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core Algebra,2022,120,66.33,40.83,59.17,9.96,COVID,0.0,69.17,30.83,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core Algebra,2018,130,66.57,35.37,64.63,6.95,pre-COVID,0.0,62.31,37.69,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Equality Charter School,Common Core English,2019,131,68.96,32.06,67.94,32.84,pre-COVID,0.0,57.25,42.75,0.0,General Academic,High school,40.864073,-73.823816,4140 HUTCHINSON RIVER PARKWAY EAST,10475,Northeast Bronx
The Global Learning Collaborative,Living Environment,2022,46,72.39,19.53,80.47,23.89,COVID,0.0,26.09,73.91,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Living Environment,2020,61,51.09,86.87,13.13,0.0,COVID,0.0,27.87,72.13,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core Algebra,2022,74,53.82,77.07,22.93,2.72,COVID,0.0,24.32,75.68,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core English,2020,91,66.27,34.03,65.97,32.95,COVID,0.0,27.47,72.53,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Living Environment,2023,94,57.95,60.61,39.39,5.3,COVID,0.0,20.21,79.79,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Living Environment,2018,102,63.44,44.13,55.87,15.71,pre-COVID,0.0,22.55,70.59,6.86,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core Algebra,2020,104,54.99,73.08,26.92,0.0,COVID,0.0,23.08,76.92,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core English,2022,108,61.03,46.27,53.74,14.8,COVID,0.0,14.81,85.19,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core English,2019,109,70.92,23.87,76.13,38.56,pre-COVID,0.0,29.36,70.64,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core English,2018,119,69.93,26.91,73.09,36.96,pre-COVID,0.0,31.93,58.82,9.24,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core Algebra,2023,127,60.08,54.31,45.69,3.18,COVID,0.0,20.47,79.53,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core English,2017,128,69.74,22.62,77.38,35.91,pre-COVID,0.0,19.53,80.47,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Living Environment,2019,129,65.02,39.54,60.46,6.2,pre-COVID,0.0,27.91,72.09,0.0,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Living Environment,2017,139,63.68,46.79,53.21,14.42,pre-COVID,0.0,28.78,63.31,7.91,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core Algebra,2018,140,61.43,52.17,47.83,4.31,pre-COVID,0.0,29.29,64.29,6.43,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core English,2023,151,65.04,39.73,60.27,12.56,COVID,0.0,20.53,72.85,6.62,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core Algebra,2019,164,61.83,51.86,48.14,1.21,pre-COVID,0.0,28.66,67.68,3.66,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The Global Learning Collaborative,Common Core Algebra,2017,168,66.27,35.74,64.29,8.38,pre-COVID,0.0,28.57,61.31,10.12,General Academic,High school,40.786134,-73.974483,145 WEST 84 STREET,10024,Upper West Side
The High School for Climate Justice,Living Environment,2022,13,60.5,61.5,38.5,0.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core English,2020,14,65.5,42.9,57.1,28.6,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core Algebra,2020,26,58.1,61.5,38.5,0.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Living Environment,2020,35,55.84,74.29,25.71,0.0,COVID,0.0,28.57,71.43,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Living Environment,2023,43,61.27,51.15,48.85,6.98,COVID,16.28,16.28,67.44,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core Algebra,2023,56,57.92,62.51,37.49,1.8,COVID,0.0,33.93,66.07,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core English,2022,59,64.4,32.17,67.83,28.78,COVID,10.17,38.98,50.85,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core English,2023,60,70.16,31.66,68.34,38.37,COVID,0.0,21.67,78.33,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core Algebra,2022,71,56.03,68.99,31.01,2.83,COVID,11.27,23.94,64.79,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Living Environment,2018,100,56.26,74.02,25.98,3.97,pre-COVID,0.0,27.0,65.0,8.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core English,2018,101,69.7,26.75,73.25,34.68,pre-COVID,0.0,33.66,59.41,6.93,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Living Environment,2019,125,62.73,51.19,48.81,10.37,pre-COVID,9.6,23.2,67.2,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core English,2017,129,68.27,26.37,73.63,24.77,pre-COVID,6.98,36.43,56.59,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core English,2019,151,72.22,21.17,78.83,39.08,pre-COVID,6.62,27.15,61.59,4.64,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core Algebra,2019,174,57.41,64.95,35.05,4.04,pre-COVID,0.0,28.74,66.09,5.17,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Living Environment,2017,204,61.26,59.77,40.23,8.36,pre-COVID,7.35,26.47,66.18,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core Algebra,2017,220,63.71,48.64,51.36,4.51,pre-COVID,5.91,31.82,62.27,0.0,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
The High School for Climate Justice,Common Core Algebra,2018,225,58.24,66.69,33.31,1.33,pre-COVID,7.56,29.33,58.67,4.44,General Academic,High school,40.78358769,-73.9458592,320 E 96 STREET,10128,Upper East Side
"The High School of Enterprise, Business, and Technology",Common Core English,2022,52,74.9,21.14,78.86,48.1,COVID,13.46,23.08,63.46,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Living Environment,2022,54,65.01,40.72,59.28,16.67,COVID,0.0,27.78,72.22,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Living Environment,2020,70,53.21,78.55,21.45,0.0,COVID,0.0,22.86,77.14,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core Algebra,2020,89,54.19,73.0,27.0,0.0,COVID,0.0,21.35,78.65,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Living Environment,2023,90,54.12,73.36,26.64,6.66,COVID,0.0,17.78,82.22,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core English,2023,112,65.06,37.47,62.53,33.05,COVID,5.36,28.57,66.07,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core Algebra,2022,125,54.56,75.22,24.78,1.62,COVID,5.6,24.0,70.4,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core Algebra,2023,165,57.61,64.84,35.16,3.06,COVID,0.0,19.39,80.61,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core English,2020,175,65.25,38.83,61.17,38.85,COVID,4.0,33.71,62.29,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Living Environment,2019,227,63.19,53.3,46.7,16.29,pre-COVID,7.05,26.43,66.52,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core English,2018,235,66.44,34.07,65.94,31.91,pre-COVID,6.81,30.21,62.98,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core English,2019,243,70.64,23.91,76.09,32.54,pre-COVID,6.17,31.69,62.14,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core English,2017,245,70.92,20.43,79.57,35.55,pre-COVID,0.0,37.14,62.86,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core Algebra,2018,255,56.95,69.06,30.94,2.73,pre-COVID,4.31,31.76,63.92,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Living Environment,2018,259,64.96,43.67,56.33,13.52,pre-COVID,5.41,35.14,59.46,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core Algebra,2019,290,59.59,55.16,44.84,3.45,pre-COVID,4.48,26.55,68.97,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Living Environment,2017,297,63.44,48.5,51.5,11.41,pre-COVID,4.38,31.65,63.97,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
"The High School of Enterprise, Business, and Technology",Common Core Algebra,2017,375,62.18,49.9,50.1,5.08,pre-COVID,3.47,31.2,65.33,0.0,General Academic,High school,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint
The High School for Global Citizenship,Living Environment,2020,18,54.5,83.3,16.7,0.0,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
The High School for Global Citizenship,Common Core English,2020,21,68.7,33.3,66.7,52.4,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
The High School for Global Citizenship,Living Environment,2022,37,58.2,64.89,35.11,0.0,COVID,0.0,78.38,21.62,0.0,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
The High School for Global Citizenship,Common Core Algebra,2022,39,65.04,35.91,64.09,23.05,COVID,0.0,84.62,15.38,0.0,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
The High School for Global Citizenship,Common Core English,2018,43,63.2,39.5,60.5,30.2,pre-COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
The High School for Global Citizenship,Common Core Algebra,2023,46,74.4,10.9,89.1,15.2,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
The High School for Global Citizenship,Living Environment,2023,47,68.4,27.7,72.3,10.6,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
The High School for Global Citizenship,Living Environment,2018,60,61.77,56.69,43.31,8.34,pre-COVID,0.0,86.67,13.33,0.0,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
The High School for Global Citizenship,Common Core Algebra,2018,82,67.87,32.95,67.05,15.86,pre-COVID,0.0,78.05,21.95,0.0,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
The High School for Global Citizenship,Living Environment,2017,87,53.37,70.1,29.9,2.27,pre-COVID,0.0,78.16,14.94,6.9,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
The High School for Global Citizenship,Living Environment,2019,89,63.09,41.57,58.43,2.23,pre-COVID,7.87,71.91,20.22,0.0,General Academic,High school,40.669805,-73.960689,883 CLASSON AVENUE,11225,East Flatbush - Flatbush
