,,,,,,,,,,
DBN,School Name,Grade Level,Program Type,Department,Subject,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,125,5,25.0,23.0,30.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,71,4,17.8,15.0,21.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,56,2,28.0,27.0,29.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,71,3,23.7,23.0,25.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,127,8,15.9,<15,24.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Pre-calculus,19,1,19.0,19.0,19.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Statistics,25,1,25.0,25.0,25.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,93,4,23.3,20.0,26.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,56,3,18.7,16.0,21.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,51,2,25.5,25.0,26.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,96,4,24.0,22.0,25.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,24,1,24.0,24.0,24.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,153,7,21.9,19.0,26.0
02M449,VANGUARD HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,176,7,25.1,22.0,28.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,English,HS English 09,46,2,23.0,21.0,25.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,English,HS English 10,45,2,22.5,19.0,26.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,English,HS English 11,50,2,25.0,24.0,26.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,38,2,19.0,19.0,19.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,Math,HS Algebra II,56,2,28.0,27.0,29.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,43,2,21.5,21.0,22.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,Math,HS Statistics,27,1,27.0,27.0,27.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,43,2,21.5,21.0,22.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,Science,HS Other Life Science,52,2,26.0,26.0,26.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,89,4,22.3,22.0,23.0
02M449,VANGUARD HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,27,1,27.0,27.0,27.0
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,146,6,24.3,21.0,27.0
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,84,3,28.0,28.0,28.0
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,80,3,26.7,26.0,27.0
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government & Econ,70,3,23.3,21.0,26.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,823,30,27.4,25.0,28.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,822,26,31.6,30.0,33.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,862,29,29.7,<15,>34
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,747,27,27.7,15.0,34.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,76,4,19.0,<15,24.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,844,25,33.8,33.0,34.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,775,24,32.3,29.0,34.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,1163,38,30.6,<15,>34
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Math,HS Pre-calculus,750,23,32.6,27.0,34.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Math,HS Statistics,136,4,34.0,34.0,34.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Math,HS Technology,1019,33,30.9,26.0,32.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,1207,38,31.8,<15,34.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,63,2,31.5,30.0,33.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,368,12,30.7,23.0,34.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,1074,34,31.6,23.0,>34
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,157,5,31.4,25.0,34.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,1010,31,32.6,23.0,>34
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,1645,50,32.9,28.0,>34
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government & Econ,961,30,32.0,20.0,34.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,333,10,33.3,31.0,34.0
02M475,STUYVESANT HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,773,25,30.9,21.0,34.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,English,HS English 09,156,6,26.0,22.0,29.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,English,HS English 10,96,3,32.0,31.0,33.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,English,HS English 11,133,5,26.6,16.0,31.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,English,HS English 12,141,6,23.5,<15,34.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,English,HS English Other,168,6,28.0,22.0,33.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Math,HS Algebra I,110,4,27.5,26.0,29.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Math,HS Algebra II,135,4,33.8,33.0,34.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Math,HS Geometry,119,4,29.8,28.0,31.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Math,HS Math Other,23,1,23.0,23.0,23.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Math,HS Statistics,76,3,25.3,21.0,31.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Science,HS Chemistry,117,4,29.3,26.0,33.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Science,HS Earth Science,118,4,29.5,24.0,34.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Science,HS Living Environment,119,4,29.8,28.0,32.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Science,HS Other Life Science,15,1,15.0,15.0,15.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Science,HS Other Science,62,2,31.0,29.0,33.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Science,HS Physics,25,1,25.0,25.0,25.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Social Studies,HS Global History,258,10,25.8,18.0,32.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Social Studies,HS Government & Econ,168,5,33.6,33.0,34.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,Gen Ed,Social Studies,HS US History,117,4,29.3,26.0,32.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,ICT,English,HS English 09,54,2,27.0,24.0,30.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,ICT,English,HS English 10,117,4,29.3,27.0,32.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,ICT,English,HS English 11,59,2,29.5,29.0,30.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,ICT,English,HS English 12,68,2,34.0,33.0,>34
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,ICT,Math,HS Algebra I,97,3,32.3,30.0,34.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,ICT,Math,HS Geometry,122,4,30.5,27.0,33.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,ICT,Science,HS Earth Science,123,4,30.8,26.0,33.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,ICT,Science,HS Living Environment,92,3,30.7,27.0,33.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,ICT,Social Studies,HS Global History,185,6,30.8,23.0,34.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,ICT,Social Studies,HS US History,56,2,28.0,26.0,30.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,SC,English,HS English 09,11,1,11.0,11.0,11.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,SC,Math,HS Algebra I,10,1,10.0,10.0,10.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,SC,Science,HS Living Environment,8,1,8.0,8.0,8.0
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HS Core,SC,Social Studies,HS Global History,8,1,8.0,8.0,8.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,English,HS English 09,43,2,21.5,18.0,25.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,English,HS English 10,36,1,36.0,>34,>34
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,English,HS English 11,30,1,30.0,30.0,30.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,English,HS English 12,34,1,34.0,34.0,34.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,English,HS English Other,116,5,23.2,18.0,28.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,Math,HS Algebra I,31,2,15.5,<15,22.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,Math,HS Algebra II,86,3,28.7,23.0,32.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,Math,HS Statistics,33,1,33.0,33.0,33.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,Science,HS Earth Science,92,3,30.7,23.0,>34
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,Science,HS Living Environment,35,2,17.5,<15,23.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,Social Studies,HS Global History,80,3,26.7,20.0,>34
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,Social Studies,HS Government & Econ,30,1,30.0,30.0,30.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,Gen Ed,Social Studies,HS US History,33,1,33.0,33.0,33.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,English,HS English 09,59,2,29.5,27.0,32.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,English,HS English 10,28,1,28.0,28.0,28.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,English,HS English 11,28,1,28.0,28.0,28.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,English,HS English 12,27,1,27.0,27.0,27.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,Math,HS Algebra I,54,2,27.0,26.0,28.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,Math,HS Algebra II,53,2,26.5,21.0,32.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,Science,HS Earth Science,35,1,35.0,>34,>34
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,Science,HS Living Environment,55,2,27.5,24.0,31.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,Social Studies,HS Global History,84,3,28.0,25.0,30.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,Social Studies,HS Government & Econ,34,1,34.0,34.0,34.0
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HS Core,ICT,Social Studies,HS US History,19,1,19.0,19.0,19.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,English,HS English 09,52,2,26.0,24.0,28.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,English,HS English 10,28,1,28.0,28.0,28.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,English,HS English 11,25,1,25.0,25.0,25.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,English,HS English 12,30,1,30.0,30.0,30.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,English,HS English Other,120,6,20.0,17.0,23.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,Math,HS Algebra II,92,3,30.7,29.0,34.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,Math,HS Geometry,83,4,20.8,17.0,27.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,Math,HS Math Other,49,2,24.5,21.0,28.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,Science,HS Chemistry,88,4,22.0,17.0,31.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,Science,HS Earth Science,22,1,22.0,22.0,22.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,Science,HS Living Environment,17,1,17.0,17.0,17.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,Science,HS Physics,61,2,30.5,29.0,32.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,Social Studies,HS Global History,49,2,24.5,22.0,27.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,Social Studies,HS Government & Econ,167,6,27.8,16.0,32.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,Gen Ed,Social Studies,HS US History,66,3,22.0,21.0,23.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,English,HS English 09,72,3,24.0,21.0,28.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,English,HS English 10,85,3,28.3,26.0,33.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,English,HS English 11,100,4,25.0,19.0,30.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,English,HS English 12,80,3,26.7,26.0,28.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,Math,HS Algebra I,123,4,30.8,28.0,33.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,Math,HS Algebra II,47,2,23.5,22.0,25.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,Math,HS Geometry,63,2,31.5,29.0,34.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,Science,HS Chemistry,31,1,31.0,31.0,31.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,Science,HS Earth Science,93,3,31.0,30.0,32.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,Science,HS Living Environment,100,4,25.0,21.0,30.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,Science,HS Physics,35,1,35.0,>34,>34
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,Social Studies,HS Global History,59,2,29.5,28.0,31.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,Social Studies,HS Government & Econ,61,2,30.5,30.0,31.0
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HS Core,ICT,Social Studies,HS US History,54,2,27.0,21.0,33.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,94,3,31.3,30.0,32.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,89,3,29.7,27.0,31.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,73,3,24.3,<15,34.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,99,4,24.8,<15,33.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,10,1,10.0,<15,<15
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,63,3,21.0,<15,28.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,99,3,33.0,32.0,34.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,75,3,25.0,22.0,31.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,23,1,23.0,23.0,23.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Math,HS Pre-calculus,83,3,27.7,16.0,34.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,116,5,23.2,17.0,34.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,90,3,30.0,27.0,34.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,71,3,23.7,19.0,29.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,27,1,27.0,27.0,27.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,65,2,32.5,32.0,33.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,167,6,27.8,20.0,33.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government & Econ,99,5,19.8,<15,28.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,73,3,24.3,15.0,31.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,ICT,English,HS English 09,66,2,33.0,32.0,34.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,ICT,English,HS English 10,38,2,19.0,16.0,22.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,ICT,English,HS English 11,60,2,30.0,25.0,>34
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,64,2,32.0,30.0,34.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,ICT,Math,HS Algebra II,34,1,34.0,34.0,34.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,61,2,30.5,28.0,33.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,54,2,27.0,22.0,32.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,63,2,31.5,30.0,33.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,125,4,31.3,26.0,34.0
02M519,TALENT UNLIMITED HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,60,2,30.0,25.0,>34
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,English,HS English 09,18,1,18.0,18.0,18.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,English,HS English 10,17,1,17.0,17.0,17.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,English,HS English 11,30,1,30.0,30.0,30.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,English,HS English 12,21,2,10.5,<15,<15
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,English,HS English Other,8,1,8.0,<15,<15
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Math,HS Algebra I,39,3,13.0,<15,17.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Math,HS Algebra II,49,2,24.5,19.0,30.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Math,HS Geometry,38,3,12.7,<15,16.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Math,HS Math Other,31,2,15.5,15.0,16.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Science,HS Chemistry,21,1,21.0,21.0,21.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Science,HS Earth Science,21,2,10.5,<15,<15
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Science,HS Living Environment,16,1,16.0,16.0,16.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Science,HS Other Life Science,60,3,20.0,16.0,23.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Social Studies,HS Global History,33,2,16.5,15.0,18.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Social Studies,HS Government & Econ,42,2,21.0,16.0,26.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,Gen Ed,Social Studies,HS Social Studies Other,83,4,20.8,15.0,25.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,English,HS English 09,20,1,20.0,20.0,20.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,English,HS English 10,23,1,23.0,23.0,23.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,English,HS English 11,21,1,21.0,21.0,21.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,English,HS English 12,27,1,27.0,27.0,27.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,English,HS English Other,25,1,25.0,25.0,25.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,Math,HS Algebra I,13,1,13.0,<15,<15
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,Math,HS Algebra II,20,1,20.0,20.0,20.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,Math,HS Geometry,42,2,21.0,16.0,26.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,Science,HS Chemistry,39,2,19.5,16.0,23.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,Science,HS Earth Science,18,1,18.0,18.0,18.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,Science,HS Living Environment,23,1,23.0,23.0,23.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,Social Studies,HS Global History,49,2,24.5,23.0,26.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,Social Studies,HS Government & Econ,29,1,29.0,29.0,29.0
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HS Core,ICT,Social Studies,HS US History,45,2,22.5,19.0,26.0
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,31,1,31.0,31.0,31.0
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,98,4,24.5,18.0,32.0
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,84,3,28.0,23.0,31.0
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,38,3,12.7,<15,<15
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,42,2,21.0,19.0,23.0
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,50,2,25.0,23.0,27.0
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,79,4,19.8,15.0,23.0
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Pre-calculus,34,1,34.0,34.0,34.0
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Statistics,29,1,29.0,29.0,29.0
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,70,4,17.5,<15,21.0
