DBN,School Name,Grade Level,Program Type,Department,Subject,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
01M034,PS 034 FRANKLIN D ROOSEVELT,MS Core,Gen Ed,English,MS English Other,115,5,23.0,<15,>34
01M034,PS 034 FRANKLIN D ROOSEVELT,MS Core,ICT,English,MS English Core,87,4,21.8,17.0,25.0
01M034,PS 034 FRANKLIN D ROOSEVELT,MS Core,ICT,Math,MS Math Core,47,2,23.5,22.0,25.0
01M034,PS 034 FRANKLIN D ROOSEVELT,MS Core,ICT,Science,MS Science Core,47,2,23.5,22.0,25.0
01M034,PS 034 FRANKLIN D ROOSEVELT,MS Core,ICT,Social Studies,MS Social Studies Core,47,2,23.5,22.0,25.0
01M034,PS 034 FRANKLIN D ROOSEVELT,MS Core,ICT & Acc,Math,MS Integrated Algebra,40,2,20.0,17.0,23.0
01M034,PS 034 FRANKLIN D ROOSEVELT,MS Core,ICT & Acc,Science,MS Science Other,40,2,20.0,17.0,23.0
01M034,PS 034 FRANKLIN D ROOSEVELT,MS Core,ICT & Acc,Social Studies,MS Social Studies Other,40,2,20.0,17.0,23.0
01M140,PS 140 NATHAN STRAUS,MS Core,Gen Ed,Math,MS Math Core,20,1,20.0,20.0,20.0
01M140,PS 140 NATHAN STRAUS,MS Core,Gen Ed,Science,MS Science Core,79,4,19.8,<15,24.0
01M140,PS 140 NATHAN STRAUS,MS Core,ICT,Math,MS Math Core,114,5,22.8,16.0,26.0
01M140,PS 140 NATHAN STRAUS,MS Core,ICT,Science,MS Science Core,67,3,22.3,16.0,26.0
01M140,PS 140 NATHAN STRAUS,MS Core,SC,English,MS English Core,15,2,7.5,7.0,8.0
01M140,PS 140 NATHAN STRAUS,MS Core,SC,Math,MS Math Core,39,4,9.8,7.0,12.0
01M140,PS 140 NATHAN STRAUS,MS Core,SC,Science,MS Science Core,22,3,7.3,<6,12.0
01M140,PS 140 NATHAN STRAUS,MS Core,SC,Social Studies,MS Social Studies Core,15,2,7.5,7.0,8.0
01M184,PS 184M SHUANG WEN,MS Core,Accelerated,English,MS English Core,34,2,17.0,15.0,19.0
01M184,PS 184M SHUANG WEN,MS Core,Accelerated,Math,MS Integrated Algebra,46,2,23.0,23.0,23.0
01M184,PS 184M SHUANG WEN,MS Core,Accelerated,Science,MS Science Other,46,2,23.0,23.0,23.0
01M184,PS 184M SHUANG WEN,MS Core,Accelerated,Social Studies,MS Social Studies Other,29,2,14.5,<15,20.0
01M184,PS 184M SHUANG WEN,MS Core,Gen Ed,English,MS English Core,152,7,21.7,16.0,26.0
01M184,PS 184M SHUANG WEN,MS Core,Gen Ed,Math,MS Math Core,119,5,23.8,21.0,26.0
01M184,PS 184M SHUANG WEN,MS Core,Gen Ed,Science,MS Science Core,119,5,23.8,21.0,26.0
01M184,PS 184M SHUANG WEN,MS Core,Gen Ed,Social Studies,MS Social Studies Core,154,7,22.0,17.0,26.0
01M184,PS 184M SHUANG WEN,MS Core,ICT,English,MS English Core,95,5,19.0,<15,25.0
01M184,PS 184M SHUANG WEN,MS Core,ICT,Math,MS Math Core,66,3,22.0,20.0,25.0
01M184,PS 184M SHUANG WEN,MS Core,ICT,Science,MS Science Core,66,3,22.0,20.0,25.0
01M184,PS 184M SHUANG WEN,MS Core,ICT,Social Studies,MS Social Studies Core,93,5,18.6,<15,25.0
01M184,PS 184M SHUANG WEN,MS Core,ICT & Acc,Math,MS Integrated Algebra,50,2,25.0,24.0,26.0
01M184,PS 184M SHUANG WEN,MS Core,ICT & Acc,Science,MS Science Other,50,2,25.0,24.0,26.0
01M188,PS 188 THE ISLAND SCHOOL,MS Core,Accelerated,Math,MS Integrated Algebra,49,2,24.5,24.0,25.0
01M188,PS 188 THE ISLAND SCHOOL,MS Core,Accelerated,Science,MS Science Other,49,2,24.5,24.0,25.0
01M188,PS 188 THE ISLAND SCHOOL,MS Core,ICT,Math,MS Math Core,147,6,24.5,19.0,30.0
01M188,PS 188 THE ISLAND SCHOOL,MS Core,ICT,Science,MS Science Core,147,6,24.5,19.0,30.0
01M188,PS 188 THE ISLAND SCHOOL,MS Core,SC,Math,MS Math Core,13,2,6.5,<6,10.0
01M188,PS 188 THE ISLAND SCHOOL,MS Core,SC,Science,MS Science Core,10,1,10.0,10.0,10.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,English,HS English 09,78,4,19.5,19.0,20.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,English,HS English 11,47,2,23.5,22.0,25.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,English,HS English 12,26,1,26.0,26.0,26.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,English,HS English Other,28,1,28.0,28.0,28.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Math,HS Algebra I,30,2,15.0,<15,17.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Math,HS Algebra II,25,1,25.0,25.0,25.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Math,HS Geometry,47,2,23.5,22.0,25.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Math,HS Math Other,17,1,17.0,17.0,17.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Math,HS Pre-calculus,10,1,10.0,<15,<15
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Math,HS Technology,19,1,19.0,19.0,19.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Science,HS Chemistry,25,1,25.0,25.0,25.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Science,HS Earth Science,67,3,22.3,19.0,24.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Science,HS Living Environment,30,2,15.0,<15,16.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Science,HS Other Life Science,12,1,12.0,<15,<15
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Science,HS Other Science,26,1,26.0,26.0,26.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Social Studies,HS Global History,92,4,23.0,15.0,29.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Social Studies,HS Government & Econ,31,1,31.0,31.0,31.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Social Studies,HS Social Studies Other,26,1,26.0,26.0,26.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Social Studies,HS US History,26,1,26.0,26.0,26.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,English,HS English 09,82,4,20.5,20.0,21.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,English,HS English 11,52,2,26.0,26.0,26.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,English,HS English 12,26,1,26.0,26.0,26.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,English,HS English Other,25,1,25.0,25.0,25.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Math,HS Algebra I,40,2,20.0,18.0,22.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Math,HS Geometry,69,3,23.0,19.0,26.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Math,HS Math Other,7,1,7.0,<15,<15
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Math,HS Technology,26,1,26.0,26.0,26.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Science,HS Earth Science,41,2,20.5,18.0,23.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Science,HS Living Environment,35,2,17.5,15.0,20.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Science,HS Other Life Science,51,2,25.5,25.0,26.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Science,HS Other Science,19,1,19.0,19.0,19.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Social Studies,HS Global History,89,4,22.3,20.0,26.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Social Studies,HS Government & Econ,32,1,32.0,32.0,32.0
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Social Studies,HS US History,27,1,27.0,27.0,27.0
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,ICT,Math,MS Math Core,181,9,20.1,19.0,23.0
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,ICT,Science,MS Science Core,181,9,20.1,19.0,23.0
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,SC,Math,MS Math Core,14,2,7.0,7.0,7.0
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,SC,Science,MS Science Core,14,2,7.0,7.0,7.0
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,English,MS English Core,31,2,15.5,<15,22.0
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,Math,MS Math Core,31,2,15.5,<15,22.0
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,Science,MS Science Core,31,2,15.5,<15,22.0
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,Social Studies,MS Social Studies Core,58,3,19.3,<15,27.0
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,ICT,Social Studies,MS Social Studies Core,108,5,21.6,19.0,28.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,48,2,24.0,23.0,25.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,69,3,23.0,21.0,25.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,83,4,20.8,16.0,28.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,89,4,22.3,<15,30.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,205,9,22.8,<15,29.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,39,2,19.5,17.0,22.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,130,5,26.0,23.0,30.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,46,2,23.0,23.0,23.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,109,4,27.3,24.0,33.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,87,3,29.0,28.0,30.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,65,3,21.7,19.0,25.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,53,3,17.7,16.0,20.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,54,2,27.0,22.0,32.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,116,4,29.0,27.0,32.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,33,1,33.0,33.0,33.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,109,5,21.8,16.0,33.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government & Econ,109,4,27.3,25.0,33.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,50,2,25.0,24.0,26.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,77,3,25.7,25.0,26.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,English,HS English 09,73,3,24.3,23.0,25.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,English,HS English 10,74,3,24.7,24.0,26.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,English,HS English 11,44,2,22.0,19.0,25.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,English,HS English 12,44,2,22.0,19.0,25.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,47,2,23.5,23.0,24.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Math,HS Algebra II,73,3,24.3,23.0,25.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,72,3,24.0,22.0,25.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Science,HS Chemistry,62,2,31.0,29.0,33.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,69,3,23.0,21.0,25.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,41,2,20.5,18.0,23.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,153,6,25.5,17.0,33.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Social Studies,HS Government & Econ,26,1,26.0,26.0,26.0
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,52,2,26.0,26.0,26.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,English,HS English 09,68,3,22.7,17.0,26.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,English,HS English 10,47,2,23.5,23.0,24.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,English,HS English Other,148,8,18.5,<15,>34
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,44,3,14.7,<15,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Math,HS Geometry,62,3,20.7,<15,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Math,HS Math Other,33,2,16.5,<15,22.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Math,HS Pre-calculus,60,3,20.0,17.0,24.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,49,2,24.5,23.0,26.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,25,1,25.0,25.0,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,61,3,20.3,<15,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Science,HS Other Science,34,2,17.0,<15,23.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Science,HS Physics,19,1,19.0,19.0,19.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,72,3,24.0,23.0,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Social Studies,HS Government & Econ,43,2,21.5,18.0,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,50,2,25.0,25.0,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,English,HS English 09,124,5,24.8,24.0,26.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,English,HS English 10,49,2,24.5,24.0,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,English,HS English 12,25,1,25.0,25.0,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,English,HS English Other,168,4,42.0,24.0,>34
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Math,HS Algebra I,90,4,22.5,20.0,24.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Math,HS Algebra II,65,3,21.7,18.0,24.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Math,HS Geometry,49,2,24.5,24.0,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Science,HS Chemistry,48,2,24.0,22.0,26.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Science,HS Living Environment,71,3,23.7,20.0,26.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Science,HS Other Life Science,50,2,25.0,25.0,25.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Social Studies,HS Global History,126,5,25.2,24.0,26.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Social Studies,HS Government & Econ,49,2,24.5,22.0,27.0
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Social Studies,HS US History,48,2,24.0,24.0,24.0
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Accelerated,Math,MS Integrated Algebra,12,1,12.0,<15,<15
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,English,MS English Core,86,4,21.5,20.0,23.0
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,Math,MS Math Core,97,5,19.4,<15,23.0
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,Math,MS Math Other,102,2,51.0,<15,>34
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,Science,MS Science Core,87,4,21.8,20.0,24.0
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,Science,MS Science Other,93,1,93.0,>34,>34
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,85,4,21.3,20.0,22.0
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Other,93,1,93.0,>34,>34
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,ICT,English,MS English Core,210,9,23.3,22.0,24.0
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,ICT,Math,MS Math Core,199,9,22.1,<15,24.0
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,ICT,Science,MS Science Core,210,9,23.3,22.0,24.0
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,ICT,Social Studies,MS Social Studies Core,211,9,23.4,22.0,25.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,English,HS English 09,52,2,26.0,25.0,27.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Math,HS Algebra I,18,1,18.0,18.0,18.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Math,HS Geometry,16,1,16.0,16.0,16.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Science,HS Earth Science,15,1,15.0,15.0,15.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Science,HS Other Life Science,25,1,25.0,25.0,25.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Science,HS Other Science,16,1,16.0,16.0,16.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Social Studies,HS Global History,22,1,22.0,22.0,22.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Social Studies,HS Government & Econ,44,2,22.0,22.0,22.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Social Studies,HS US History,18,1,18.0,18.0,18.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,English,HS English 09,25,1,25.0,25.0,25.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,English,HS English 12,29,1,29.0,29.0,29.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,Math,HS Algebra I,12,1,12.0,<15,<15
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,Math,HS Geometry,20,1,20.0,20.0,20.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,Science,HS Earth Science,25,1,25.0,25.0,25.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,Science,HS Other Life Science,16,1,16.0,16.0,16.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,Social Studies,HS Global History,25,1,25.0,25.0,25.0
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,Social Studies,HS US History,24,1,24.0,24.0,24.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,125,5,25.0,<15,34.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,162,6,27.0,21.0,31.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,190,10,19.0,<15,33.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,150,9,16.7,<15,32.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,401,20,20.1,<15,32.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,183,9,20.3,<15,34.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,43,3,14.3,<15,18.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,117,9,13.0,<15,25.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,93,7,13.3,<15,26.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Technology,17,1,17.0,17.0,17.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,194,8,24.3,<15,34.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,85,4,21.3,<15,26.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,28,2,14.0,<15,20.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,131,7,18.7,<15,34.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,137,9,15.2,<15,34.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government & Econ,105,5,21.0,<15,31.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,159,7,22.7,<15,30.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,ICT,English,HS English 09,18,1,18.0,18.0,18.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,23,1,23.0,23.0,23.0
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,8,1,8.0,<15,<15
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,English,HS English 09,50,2,25.0,22.0,28.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,English,HS English 10,46,2,23.0,21.0,25.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,English,HS English 11,96,3,32.0,29.0,34.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,English,HS English 12,127,4,31.8,26.0,34.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,English,HS English Other,68,2,34.0,34.0,34.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Math,HS Algebra II,86,3,28.7,28.0,29.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Math,HS Geometry,20,1,20.0,20.0,20.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Math,HS Math Other,153,5,30.6,23.0,34.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Math,HS Pre-calculus,65,2,32.5,32.0,33.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Math,HS Statistics,69,2,34.5,34.0,>34
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Math,HS Technology,126,5,25.2,19.0,33.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Science,HS Chemistry,102,4,25.5,16.0,31.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Science,HS Other Life Science,196,6,32.7,31.0,34.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Science,HS Other Science,101,3,33.7,33.0,34.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Science,HS Physics,99,4,24.8,<15,31.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Social Studies,HS Global History,133,5,26.6,25.0,29.0
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Social Studies,HS Government & Econ,115,4,28.8,19.0,33.0
