DBN,School Name,Regents Exam,Exam,Year,Mean Score,Total Tested,Black_Percent,Hispanic_Percent,Asian_Percent,White_Percent,Teacher_Count,School Type,CTE,Transfer,ELL_Percent,EconDisadvantaged_Pct,SpecialEd_Pct,Homeless_Pct,NeedsIndex,ATTENDANCE_RATE,ClassSize_Algebra,ClassSize_Biology,ClassSize,NYSED_School_Name,INSTITUTION_ID,latitude,longitude,ZIP Code,Neighborhood
73K611,Origins High School,Living Environment,Living_Env,2022,61.22,56,26.79,0.0,23.21,50.0,38,General Academic,0.0,0.0,24.0,78.0,16.0,9.0,1.0,80.0,23.0,29.0,29.0,ORIGINS HIGH SCHOOL,800000077837.0,40.593157,-73.936635,11235,Coney Island - Sheepshead Bay 
73K616,Brooklyn High School for Leadership and Community,Common Core Algebra,Algebra_I,2022,59.96,18,55.56,44.44,0.0,0.0,13,Transfer School,0.0,1.0,5.0,90.0,37.0,14.0,1.0,32.0,13.0,19.0,13.0,BROOKLYN HS-LEADERSHIP & COMMUNITY,800000062326.0,40.692015,-73.95818,11205,Downtown - Heights - Park Slope
73K616,Brooklyn High School for Leadership and Community,Common Core English,ELA,2022,55.94,21,57.14,42.86,0.0,0.0,13,Transfer School,0.0,1.0,5.0,90.0,37.0,14.0,1.0,32.0,13.0,19.0,16.0,BROOKLYN HS-LEADERSHIP & COMMUNITY,800000062326.0,40.692015,-73.95818,11205,Downtown - Heights - Park Slope
73K617,High School for Innovation in Advertising and Media,Common Core English,ELA,2022,54.1,52,100.0,0.0,0.0,0.0,28,Career Technical,1.0,0.0,6.0,78.0,30.0,8.0,1.0,86.0,14.0,13.0,13.5,HS FOR INNOVATION -ADVERTISING/MEDIA,800000062327.0,40.640543,-73.898601,11236,Canarsie - Flatlands
73K617,High School for Innovation in Advertising and Media,Living Environment,Living_Env,2022,57.2,52,100.0,0.0,0.0,0.0,28,Career Technical,1.0,0.0,6.0,78.0,30.0,8.0,1.0,86.0,14.0,13.0,13.0,HS FOR INNOVATION -ADVERTISING/MEDIA,800000062327.0,40.640543,-73.898601,11236,Canarsie - Flatlands
73K617,High School for Innovation in Advertising and Media,Common Core Algebra,Algebra_I,2022,59.71,70,88.57,0.0,0.0,11.43,28,Career Technical,1.0,0.0,6.0,78.0,30.0,8.0,1.0,86.0,14.0,13.0,14.0,HS FOR INNOVATION -ADVERTISING/MEDIA,800000062327.0,40.640543,-73.898601,11236,Canarsie - Flatlands
73K618,Academy of Innovative Technology,Living Environment,Living_Env,2022,66.32,67,35.82,44.78,19.4,0.0,35,Career Technical,1.0,0.0,8.0,84.0,21.0,7.0,1.0,84.0,11.0,12.0,12.0,ACADEMY OF INNOVATIVE TECHNOLOGY,800000062328.0,40.693002,-73.869305,11208,East New York
73K618,Academy of Innovative Technology,Common Core Algebra,Algebra_I,2022,60.65,146,34.93,53.42,7.53,4.11,35,Career Technical,1.0,0.0,8.0,84.0,21.0,7.0,1.0,84.0,11.0,12.0,11.0,ACADEMY OF INNOVATIVE TECHNOLOGY,800000062328.0,40.693002,-73.869305,11208,East New York
73K618,Academy of Innovative Technology,Common Core English,ELA,2022,71.47,204,32.84,61.27,5.88,0.0,35,Career Technical,1.0,0.0,8.0,84.0,21.0,7.0,1.0,84.0,11.0,12.0,11.5,ACADEMY OF INNOVATIVE TECHNOLOGY,800000062328.0,40.693002,-73.869305,11208,East New York
73K629,Cultural Academy for the Arts and Sciences,Living Environment,Living_Env,2022,61.4,45,100.0,0.0,0.0,0.0,22,General Academic,0.0,0.0,6.0,84.0,30.0,9.0,1.0,82.0,23.0,22.0,22.0,CULTURAL ACADEMY-ARTS AND SCIENCES,800000062331.0,40.647728,-73.922212,11203,East Flatbush - Flatbush
73K629,Cultural Academy for the Arts and Sciences,Common Core Algebra,Algebra_I,2022,61.14,61,88.52,11.48,0.0,0.0,22,General Academic,0.0,0.0,6.0,84.0,30.0,9.0,1.0,82.0,23.0,22.0,23.0,CULTURAL ACADEMY-ARTS AND SCIENCES,800000062331.0,40.647728,-73.922212,11203,East Flatbush - Flatbush
73K630,Professional Pathways High School,Living Environment,Living_Env,2022,66.17,14,42.86,57.14,0.0,0.0,17,Transfer School,0.0,1.0,8.0,94.0,32.0,3.0,1.0,53.0,4.0,3.0,3.0,PROFESSIONAL PATHWAYS HIGH SCHOOL,800000077838.0,40.593157,-73.936635,11235,Coney Island - Sheepshead Bay 
73K630,Professional Pathways High School,Common Core Algebra,Algebra_I,2022,57.32,20,40.0,60.0,0.0,0.0,17,Transfer School,0.0,1.0,8.0,94.0,32.0,3.0,1.0,53.0,4.0,3.0,4.0,PROFESSIONAL PATHWAYS HIGH SCHOOL,800000077838.0,40.593157,-73.936635,11235,Coney Island - Sheepshead Bay 
73K630,Professional Pathways High School,Common Core English,ELA,2022,57.28,27,40.74,59.26,0.0,0.0,17,Transfer School,0.0,1.0,8.0,94.0,32.0,3.0,1.0,53.0,4.0,3.0,3.5,PROFESSIONAL PATHWAYS HIGH SCHOOL,800000077838.0,40.593157,-73.936635,11235,Coney Island - Sheepshead Bay 
73K633,High School for Medical Professions,Living Environment,Living_Env,2022,62.14,70,80.0,20.0,0.0,0.0,30,General Academic,0.0,0.0,10.0,83.0,16.0,9.0,1.0,83.0,21.0,25.0,25.0,HIGH SCHOOL FOR MEDICAL PROFESSIONS,800000062334.0,40.640543,-73.898601,11236,Canarsie - Flatlands
73K633,High School for Medical Professions,Common Core Algebra,Algebra_I,2022,58.89,80,88.75,11.25,0.0,0.0,30,General Academic,0.0,0.0,10.0,83.0,16.0,9.0,1.0,83.0,21.0,25.0,21.0,HIGH SCHOOL FOR MEDICAL PROFESSIONS,800000062334.0,40.640543,-73.898601,11236,Canarsie - Flatlands
73K633,High School for Medical Professions,Common Core English,ELA,2022,67.74,99,76.77,23.23,0.0,0.0,30,General Academic,0.0,0.0,10.0,83.0,16.0,9.0,1.0,83.0,21.0,25.0,23.0,HIGH SCHOOL FOR MEDICAL PROFESSIONS,800000062334.0,40.640543,-73.898601,11236,Canarsie - Flatlands
73K635,Olympus Academy,Common Core English,ELA,2022,57.7,21,100.0,0.0,0.0,0.0,16,Transfer School,0.0,1.0,3.0,91.0,38.0,6.0,1.0,45.0,8.0,14.0,11.0,OLYMPUS ACADEMY,800000062336.0,40.645965,-73.898607,11236,Canarsie - Flatlands
73K637,Academy for Conservation and the Environment,Living Environment,Living_Env,2022,68.25,80,71.25,16.25,0.0,12.5,30,General Academic,0.0,0.0,9.0,82.0,19.0,12.0,1.0,82.0,20.0,21.0,21.0,ACAD FOR CONSERVATION & ENVIRONMENT,800000062338.0,40.634451,-73.916927,11236,Canarsie - Flatlands
73K637,Academy for Conservation and the Environment,Common Core English,ELA,2022,71.6,92,84.78,8.7,0.0,6.52,30,General Academic,0.0,0.0,9.0,82.0,19.0,12.0,1.0,82.0,20.0,21.0,20.5,ACAD FOR CONSERVATION & ENVIRONMENT,800000062338.0,40.634451,-73.916927,11236,Canarsie - Flatlands
73K637,Academy for Conservation and the Environment,Common Core Algebra,Algebra_I,2022,61.58,106,75.47,14.15,10.38,0.0,30,General Academic,0.0,0.0,9.0,82.0,19.0,12.0,1.0,82.0,20.0,21.0,20.0,ACAD FOR CONSERVATION & ENVIRONMENT,800000062338.0,40.634451,-73.916927,11236,Canarsie - Flatlands
73K642,Urban Action Academy,Common Core Algebra,Algebra_I,2022,49.3,14,100.0,0.0,0.0,0.0,10,General Academic,0.0,0.0,16.0,93.0,26.0,13.0,1.0,76.0,3.0,4.0,3.0,URBAN ACTION ACADEMY,800000062340.0,40.640543,-73.898601,11236,Canarsie - Flatlands
73K642,Urban Action Academy,Common Core English,ELA,2022,67.3,30,100.0,0.0,0.0,0.0,10,General Academic,0.0,0.0,16.0,93.0,26.0,13.0,1.0,76.0,3.0,4.0,3.5,URBAN ACTION ACADEMY,800000062340.0,40.640543,-73.898601,11236,Canarsie - Flatlands
73K643,Brooklyn Democracy Academy,Common Core English,ELA,2022,67.4,14,100.0,0.0,0.0,0.0,14,Transfer School,0.0,1.0,7.0,87.0,36.0,14.0,1.0,63.0,6.0,12.0,9.0,BROOKLYN DEMOCRACY ACADEMY,800000062341.0,40.655644,-73.906662,11212,Bedford Stuyvesant - Crown Heights
73K643,Brooklyn Democracy Academy,Common Core Algebra,Algebra_I,2022,43.38,17,64.71,35.29,0.0,0.0,14,Transfer School,0.0,1.0,7.0,87.0,36.0,14.0,1.0,63.0,6.0,12.0,6.0,BROOKLYN DEMOCRACY ACADEMY,800000062341.0,40.655644,-73.906662,11212,Bedford Stuyvesant - Crown Heights
73K646,Aspirations Diploma Plus High School,Common Core Algebra,Algebra_I,2022,59.4,22,100.0,0.0,0.0,0.0,14,Transfer School,0.0,1.0,4.0,82.0,37.0,13.0,1.0,50.0,7.0,7.0,7.0,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,800000062343.0,40.669561,-73.955188,11225,East Flatbush - Flatbush
73K646,Aspirations Diploma Plus High School,Common Core English,ELA,2022,59.3,40,100.0,0.0,0.0,0.0,14,Transfer School,0.0,1.0,4.0,82.0,37.0,13.0,1.0,50.0,7.0,7.0,7.0,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,800000062343.0,40.669561,-73.955188,11225,East Flatbush - Flatbush
73K659,Cypress Hills Collegiate Preparatory School,Living Environment,Living_Env,2022,64.37,71,16.9,83.1,0.0,0.0,29,General Academic,0.0,0.0,21.0,92.0,21.0,9.0,1.0,82.0,19.0,18.0,18.0,CYPRESS HILLS COLLEGIATE PREP SCHOOL,800000062345.0,40.693002,-73.869305,11208,East New York
73K659,Cypress Hills Collegiate Preparatory School,Common Core Algebra,Algebra_I,2022,59.28,149,10.07,77.18,12.75,0.0,29,General Academic,0.0,0.0,21.0,92.0,21.0,9.0,1.0,82.0,19.0,18.0,19.0,CYPRESS HILLS COLLEGIATE PREP SCHOOL,800000062345.0,40.693002,-73.869305,11208,East New York
73K659,Cypress Hills Collegiate Preparatory School,Common Core English,ELA,2022,64.21,172,13.37,76.16,10.47,0.0,29,General Academic,0.0,0.0,21.0,92.0,21.0,9.0,1.0,82.0,19.0,18.0,18.5,CYPRESS HILLS COLLEGIATE PREP SCHOOL,800000062345.0,40.693002,-73.869305,11208,East New York
73K660,W. H. Maxwell Career and Technical Education High School,Common Core English,ELA,2022,61.36,49,65.31,34.69,0.0,0.0,46,Career Technical,1.0,0.0,14.0,87.0,37.0,14.0,1.0,72.0,20.0,23.0,21.5,W H MAXWELL CAREER AND TECH HS,800000043443.0,40.673766,-73.895976,11207,East New York
73K660,W. H. Maxwell Career and Technical Education High School,Common Core Algebra,Algebra_I,2022,56.19,117,46.15,47.86,0.0,5.98,46,Career Technical,1.0,0.0,14.0,87.0,37.0,14.0,1.0,72.0,20.0,23.0,20.0,W H MAXWELL CAREER AND TECH HS,800000043443.0,40.673766,-73.895976,11207,East New York
73K660,W. H. Maxwell Career and Technical Education High School,Living Environment,Living_Env,2022,52.54,129,49.61,45.74,0.0,4.65,46,Career Technical,1.0,0.0,14.0,87.0,37.0,14.0,1.0,72.0,20.0,23.0,23.0,W H MAXWELL CAREER AND TECH HS,800000043443.0,40.673766,-73.895976,11207,East New York
73K667,Sunset Park High School,Common Core English,ELA,2022,57.4,29,0.0,100.0,0.0,0.0,112,General Academic,0.0,0.0,23.0,84.0,21.0,7.0,1.0,78.0,8.0,26.0,17.0,SUNSET PARK HIGH SCHOOL,800000065481.0,40.655583,-74.004342,11232,Sunset Park
73K667,Sunset Park High School,Living Environment,Living_Env,2022,64.28,240,0.0,70.83,19.17,10.0,112,General Academic,0.0,0.0,23.0,84.0,21.0,7.0,1.0,78.0,8.0,26.0,26.0,SUNSET PARK HIGH SCHOOL,800000065481.0,40.655583,-74.004342,11232,Sunset Park
73K667,Sunset Park High School,Common Core Algebra,Algebra_I,2022,61.04,478,6.9,67.99,17.15,7.95,112,General Academic,0.0,0.0,23.0,84.0,21.0,7.0,1.0,78.0,8.0,26.0,8.0,SUNSET PARK HIGH SCHOOL,800000065481.0,40.655583,-74.004342,11232,Sunset Park
73K670,Benjamin Banneker Academy,Common Core Algebra,Algebra_I,2022,69.83,85,78.82,21.18,0.0,0.0,48,General Academic,0.0,0.0,2.0,74.0,17.0,9.0,1.0,82.0,27.0,27.0,27.0,BENJAMIN BANNEKER ACADEMY,800000045542.0,40.695389,-73.968759,11205,Downtown - Heights - Park Slope
73K670,Benjamin Banneker Academy,Living Environment,Living_Env,2022,72.31,102,74.51,25.49,0.0,0.0,48,General Academic,0.0,0.0,2.0,74.0,17.0,9.0,1.0,82.0,27.0,27.0,27.0,BENJAMIN BANNEKER ACADEMY,800000045542.0,40.695389,-73.968759,11205,Downtown - Heights - Park Slope
73K670,Benjamin Banneker Academy,Common Core English,ELA,2022,71.05,215,79.53,20.47,0.0,0.0,48,General Academic,0.0,0.0,2.0,74.0,17.0,9.0,1.0,82.0,27.0,27.0,27.0,BENJAMIN BANNEKER ACADEMY,800000045542.0,40.695389,-73.968759,11205,Downtown - Heights - Park Slope
73K683,School for Classics High School,Living Environment,Living_Env,2022,52.45,55,49.09,40.0,10.91,0.0,22,General Academic,0.0,0.0,32.0,93.0,26.0,10.0,1.0,80.0,13.0,27.0,27.0,SCHOOL FOR CLASSICS HIGH SCHOOL,800000065489.0,40.67002,-73.874537,11208,East New York
73K683,School for Classics High School,Common Core Algebra,Algebra_I,2022,49.57,68,44.12,39.71,16.18,0.0,22,General Academic,0.0,0.0,32.0,93.0,26.0,10.0,1.0,80.0,13.0,27.0,13.0,SCHOOL FOR CLASSICS HIGH SCHOOL,800000065489.0,40.67002,-73.874537,11208,East New York
73K683,School for Classics High School,Common Core English,ELA,2022,51.86,85,41.18,36.47,22.35,0.0,22,General Academic,0.0,0.0,32.0,93.0,26.0,10.0,1.0,80.0,13.0,27.0,20.0,SCHOOL FOR CLASSICS HIGH SCHOOL,800000065489.0,40.67002,-73.874537,11208,East New York
73K697,Teachers Preparatory High School,Common Core English,ELA,2022,59.6,16,100.0,0.0,0.0,0.0,18,General Academic,0.0,0.0,9.0,95.0,41.0,26.0,1.0,70.0,8.0,13.0,10.5,TEACHERS PREPARATORY HIGH SCHOOL,800000056056.0,40.665568,-73.912102,11212,Bedford Stuyvesant - Crown Heights
73K697,Teachers Preparatory High School,Common Core Algebra,Algebra_I,2022,44.5,20,100.0,0.0,0.0,0.0,18,General Academic,0.0,0.0,9.0,95.0,41.0,26.0,1.0,70.0,8.0,13.0,8.0,TEACHERS PREPARATORY HIGH SCHOOL,800000056056.0,40.665568,-73.912102,11212,Bedford Stuyvesant - Crown Heights
73K697,Teachers Preparatory High School,Living Environment,Living_Env,2022,56.83,40,67.5,32.5,0.0,0.0,18,General Academic,0.0,0.0,9.0,95.0,41.0,26.0,1.0,70.0,8.0,13.0,13.0,TEACHERS PREPARATORY HIGH SCHOOL,800000056056.0,40.665568,-73.912102,11212,Bedford Stuyvesant - Crown Heights
73K745,Brooklyn Institute for Liberal Arts,Living Environment,Living_Env,2022,66.91,116,75.86,24.14,0.0,0.0,37,General Academic,0.0,0.0,5.0,86.0,23.0,10.0,1.0,86.0,29.0,25.0,25.0,BROOKLYN INSTITUTE FOR LIBERAL ARTS,800000075036.0,40.658671,-73.943839,11203,East Flatbush - Flatbush
73K745,Brooklyn Institute for Liberal Arts,Common Core Algebra,Algebra_I,2022,65.35,130,88.46,11.54,0.0,0.0,37,General Academic,0.0,0.0,5.0,86.0,23.0,10.0,1.0,86.0,29.0,25.0,29.0,BROOKLYN INSTITUTE FOR LIBERAL ARTS,800000075036.0,40.658671,-73.943839,11203,East Flatbush - Flatbush
73K745,Brooklyn Institute for Liberal Arts,Common Core English,ELA,2022,76.26,138,78.26,21.74,0.0,0.0,37,General Academic,0.0,0.0,5.0,86.0,23.0,10.0,1.0,86.0,29.0,25.0,27.0,BROOKLYN INSTITUTE FOR LIBERAL ARTS,800000075036.0,40.658671,-73.943839,11203,East Flatbush - Flatbush
73K751,Academy for Health Careers,Common Core Algebra,Algebra_I,2022,59.4,31,74.19,25.81,0.0,0.0,18,Career Technical,1.0,0.0,6.0,83.0,16.0,13.0,1.0,76.0,17.0,15.0,17.0,ACADEMY FOR HEALTH CAREERS,800000069172.0,40.675905,-73.939282,11213,Bedford Stuyvesant - Crown Heights
73K751,Academy for Health Careers,Living Environment,Living_Env,2022,64.5,31,64.52,35.48,0.0,0.0,18,Career Technical,1.0,0.0,6.0,83.0,16.0,13.0,1.0,76.0,17.0,15.0,15.0,ACADEMY FOR HEALTH CAREERS,800000069172.0,40.675905,-73.939282,11213,Bedford Stuyvesant - Crown Heights
73K751,Academy for Health Careers,Common Core English,ELA,2022,71.2,58,79.31,20.69,0.0,0.0,18,Career Technical,1.0,0.0,6.0,83.0,16.0,13.0,1.0,76.0,17.0,15.0,16.0,ACADEMY FOR HEALTH CAREERS,800000069172.0,40.675905,-73.939282,11213,Bedford Stuyvesant - Crown Heights
73K764,The Urban Assembly School for Collaborative Health,Living Environment,Living_Env,2022,67.97,86,29.07,59.3,11.63,0.0,26,Career Technical,1.0,0.0,13.0,80.0,15.0,7.0,1.0,85.0,21.0,12.0,12.0,URBAN ASSEMBLY-COLLABORATIVE HEALTHC,800000083462.0,40.693002,-73.869305,11208,East New York
73K764,The Urban Assembly School for Collaborative Health,Common Core English,ELA,2022,64.47,120,25.0,60.83,14.17,0.0,26,Career Technical,1.0,0.0,13.0,80.0,15.0,7.0,1.0,85.0,21.0,12.0,16.5,URBAN ASSEMBLY-COLLABORATIVE HEALTHC,800000083462.0,40.693002,-73.869305,11208,East New York
73K764,The Urban Assembly School for Collaborative Health,Common Core Algebra,Algebra_I,2022,61.06,141,24.82,65.25,9.93,0.0,26,Career Technical,1.0,0.0,13.0,80.0,15.0,7.0,1.0,85.0,21.0,12.0,21.0,URBAN ASSEMBLY-COLLABORATIVE HEALTHC,800000083462.0,40.693002,-73.869305,11208,East New York
73K765,Nelson Mandela High School,Common Core English,ELA,2022,54.4,17,100.0,0.0,0.0,0.0,17,General Academic,0.0,0.0,5.0,89.0,39.0,10.0,1.0,77.0,14.0,14.0,14.0,NELSON MANDELA HIGH SCHOOL,800000083724.0,40.678478,-73.931604,11213,Bedford Stuyvesant - Crown Heights
73K765,Nelson Mandela High School,Common Core Algebra,Algebra_I,2022,54.31,27,77.78,22.22,0.0,0.0,17,General Academic,0.0,0.0,5.0,89.0,39.0,10.0,1.0,77.0,14.0,14.0,14.0,NELSON MANDELA HIGH SCHOOL,800000083724.0,40.678478,-73.931604,11213,Bedford Stuyvesant - Crown Heights
76K344,Rachel Carson High School for Coastal Studies,Living Environment,Living_Env,2022,67.41,100,14.0,26.0,0.0,60.0,38,General Academic,0.0,0.0,19.0,73.0,17.0,3.0,1.0,84.0,27.0,27.0,27.0,RACHEL CARSON HS FOR COASTAL STUDIES,800000059098.0,40.582518,-73.972009,11224,Coney Island - Sheepshead Bay 
76K344,Rachel Carson High School for Coastal Studies,Common Core English,ELA,2022,63.55,115,0.0,23.48,19.13,57.39,38,General Academic,0.0,0.0,19.0,73.0,17.0,3.0,1.0,84.0,27.0,27.0,27.0,RACHEL CARSON HS FOR COASTAL STUDIES,800000059098.0,40.582518,-73.972009,11224,Coney Island - Sheepshead Bay 
76K344,Rachel Carson High School for Coastal Studies,Common Core Algebra,Algebra_I,2022,61.0,116,14.66,25.0,0.0,60.34,38,General Academic,0.0,0.0,19.0,73.0,17.0,3.0,1.0,84.0,27.0,27.0,27.0,RACHEL CARSON HS FOR COASTAL STUDIES,800000059098.0,40.582518,-73.972009,11224,Coney Island - Sheepshead Bay 
76K410,Abraham Lincoln High School,Common Core English,ELA,2022,62.98,37,43.24,56.76,0.0,0.0,121,General Academic,0.0,0.0,13.0,81.0,19.0,9.0,1.0,82.0,24.0,24.0,24.0,ABRAHAM LINCOLN HIGH SCHOOL,800000043504.0,40.582627,-73.968733,11235,Coney Island - Sheepshead Bay 
76K410,Abraham Lincoln High School,Living Environment,Living_Env,2022,65.11,447,34.9,32.89,18.79,13.42,121,General Academic,0.0,0.0,13.0,81.0,19.0,9.0,1.0,82.0,24.0,24.0,24.0,ABRAHAM LINCOLN HIGH SCHOOL,800000043504.0,40.582627,-73.968733,11235,Coney Island - Sheepshead Bay 
76K410,Abraham Lincoln High School,Common Core Algebra,Algebra_I,2022,60.4,474,36.5,32.7,16.88,13.92,121,General Academic,0.0,0.0,13.0,81.0,19.0,9.0,1.0,82.0,24.0,24.0,24.0,ABRAHAM LINCOLN HIGH SCHOOL,800000043504.0,40.582627,-73.968733,11235,Coney Island - Sheepshead Bay 
76K423,Brooklyn Frontiers High School,Common Core English,ELA,2022,60.43,24,66.67,33.33,0.0,0.0,18,Transfer School,0.0,1.0,5.0,83.0,45.0,8.0,1.0,66.0,8.0,6.0,7.0,BROOKLYN FRONTIERS HIGH SCHOOL,800000070895.0,40.690007,-73.989369,11201,Downtown - Heights - Park Slope
76K429,Digital Arts and Cinema Technology High School,Common Core Algebra,Algebra_I,2022,72.83,44,56.82,43.18,0.0,0.0,27,General Academic,0.0,0.0,3.0,77.0,23.0,5.0,1.0,86.0,18.0,19.0,18.0,DIGITAL ARTS AND CINEMA TECH HS,800000043515.0,40.685006,-73.993293,11201,Downtown - Heights - Park Slope
76K429,Digital Arts and Cinema Technology High School,Living Environment,Living_Env,2022,73.17,50,58.0,42.0,0.0,0.0,27,General Academic,0.0,0.0,3.0,77.0,23.0,5.0,1.0,86.0,18.0,19.0,19.0,DIGITAL ARTS AND CINEMA TECH HS,800000043515.0,40.685006,-73.993293,11201,Downtown - Heights - Park Slope
76K429,Digital Arts and Cinema Technology High School,Common Core English,ELA,2022,78.68,89,29.21,60.67,0.0,10.11,27,General Academic,0.0,0.0,3.0,77.0,23.0,5.0,1.0,86.0,18.0,19.0,18.5,DIGITAL ARTS AND CINEMA TECH HS,800000043515.0,40.685006,-73.993293,11201,Downtown - Heights - Park Slope
76K430,Brooklyn Technical High School,Common Core English,ELA,2022,88.94,32,0.0,0.0,81.25,18.75,288,General Academic,0.0,0.0,0.0,60.0,2.0,2.0,1.0,89.0,,32.0,32.0,BROOKLYN TECHNICAL HIGH SCHOOL,800000043516.0,40.688896,-73.976435,11217,Downtown - Heights - Park Slope
76K430,Brooklyn Technical High School,Common Core Algebra,Algebra_I,2022,84.65,333,8.41,6.91,65.47,19.22,288,General Academic,0.0,0.0,0.0,60.0,2.0,2.0,1.0,89.0,,32.0,,BROOKLYN TECHNICAL HIGH SCHOOL,800000043516.0,40.688896,-73.976435,11217,Downtown - Heights - Park Slope
76K430,Brooklyn Technical High School,Living Environment,Living_Env,2022,88.57,659,5.77,6.07,63.43,24.73,288,General Academic,0.0,0.0,0.0,60.0,2.0,2.0,1.0,89.0,,32.0,32.0,BROOKLYN TECHNICAL HIGH SCHOOL,800000043516.0,40.688896,-73.976435,11217,Downtown - Heights - Park Slope
76K449,The Brooklyn Latin School,Common Core Algebra,Algebra_I,2022,83.31,32,0.0,0.0,78.12,21.88,46,General Academic,0.0,0.0,0.0,59.0,2.0,2.0,1.0,91.0,,,,BROOKLYN LATIN SCHOOL ,800000059612.0,40.709765,-73.944463,11206,Williamsburg - Bushwick
76K449,The Brooklyn Latin School,Living Environment,Living_Env,2022,84.9,86,13.95,11.63,53.49,20.93,46,General Academic,0.0,0.0,0.0,59.0,2.0,2.0,1.0,91.0,,,,BROOKLYN LATIN SCHOOL ,800000059612.0,40.709765,-73.944463,11206,Williamsburg - Bushwick
76K449,The Brooklyn Latin School,Common Core English,ELA,2022,92.88,170,12.35,12.35,59.41,15.88,46,General Academic,0.0,0.0,0.0,59.0,2.0,2.0,1.0,91.0,,,,BROOKLYN LATIN SCHOOL ,800000059612.0,40.709765,-73.944463,11206,Williamsburg - Bushwick
76K454,The Williamsburg High School of Art and Technology,Common Core Algebra,Algebra_I,2022,56.02,63,34.92,65.08,0.0,0.0,30,General Academic,0.0,0.0,13.0,83.0,25.0,9.0,1.0,86.0,28.0,44.0,28.0,WILLIAMSBURG HS-ART-TECH,800000059626.0,40.709765,-73.944463,11206,Williamsburg - Bushwick
76K454,The Williamsburg High School of Art and Technology,Living Environment,Living_Env,2022,70.7,75,33.33,66.67,0.0,0.0,30,General Academic,0.0,0.0,13.0,83.0,25.0,9.0,1.0,86.0,28.0,44.0,44.0,WILLIAMSBURG HS-ART-TECH,800000059626.0,40.709765,-73.944463,11206,Williamsburg - Bushwick
76K455,Boys and Girls High School,Living Environment,Living_Env,2022,53.37,61,85.25,14.75,0.0,0.0,42,General Academic,0.0,0.0,5.0,88.0,32.0,14.0,1.0,78.0,18.0,20.0,20.0,BOYS AND GIRLS HIGH SCHOOL,800000043520.0,40.678478,-73.931604,11213,Bedford Stuyvesant - Crown Heights
76K455,Boys and Girls High School,Common Core English,ELA,2022,63.87,66,80.3,19.7,0.0,0.0,42,General Academic,0.0,0.0,5.0,88.0,32.0,14.0,1.0,78.0,18.0,20.0,19.0,BOYS AND GIRLS HIGH SCHOOL,800000043520.0,40.678478,-73.931604,11213,Bedford Stuyvesant - Crown Heights
76K455,Boys and Girls High School,Common Core Algebra,Algebra_I,2022,51.33,76,80.26,19.74,0.0,0.0,42,General Academic,0.0,0.0,5.0,88.0,32.0,14.0,1.0,78.0,18.0,20.0,18.0,BOYS AND GIRLS HIGH SCHOOL,800000043520.0,40.678478,-73.931604,11213,Bedford Stuyvesant - Crown Heights
76K462,John Jay School for Law,Living Environment,Living_Env,2022,61.13,40,52.5,47.5,0.0,0.0,37,General Academic,0.0,0.0,6.0,80.0,25.0,9.0,1.0,86.0,23.0,30.0,30.0,JOHN JAY SCHOOL FOR LAW ,800000043495.0,40.669255,-73.97858,11215,Downtown - Heights - Park Slope
76K462,John Jay School for Law,Common Core Algebra,Algebra_I,2022,57.77,69,57.97,42.03,0.0,0.0,37,General Academic,0.0,0.0,6.0,80.0,25.0,9.0,1.0,86.0,23.0,30.0,23.0,JOHN JAY SCHOOL FOR LAW ,800000043495.0,40.669255,-73.97858,11215,Downtown - Heights - Park Slope
76K463,Cyberarts Studio Academy,Common Core English,ELA,2022,62.08,44,45.45,38.64,15.91,0.0,24,General Academic,0.0,0.0,23.0,73.0,26.0,9.0,1.0,76.0,19.0,21.0,20.0,CYBERARTS STUDIO ACADEMY,800000057169.0,40.669255,-73.97858,11215,Downtown - Heights - Park Slope
76K463,Cyberarts Studio Academy,Living Environment,Living_Env,2022,54.95,48,18.75,66.67,14.58,0.0,24,General Academic,0.0,0.0,23.0,73.0,26.0,9.0,1.0,76.0,19.0,21.0,21.0,CYBERARTS STUDIO ACADEMY,800000057169.0,40.669255,-73.97858,11215,Downtown - Heights - Park Slope
76K463,Cyberarts Studio Academy,Common Core Algebra,Algebra_I,2022,61.97,55,21.82,60.0,18.18,0.0,24,General Academic,0.0,0.0,23.0,73.0,26.0,9.0,1.0,76.0,19.0,21.0,19.0,CYBERARTS STUDIO ACADEMY,800000057169.0,40.669255,-73.97858,11215,Downtown - Heights - Park Slope
76K474,PROGRESS High School for Professional Careers,Living Environment,Living_Env,2022,53.12,58,22.41,77.59,0.0,0.0,31,General Academic,0.0,0.0,14.0,88.0,30.0,12.0,1.0,79.0,12.0,19.0,19.0,PROGRESS HS-PROFESSIONAL CAREERS,800000043501.0,40.711134,-73.938921,11211,Greenpoint
76K474,PROGRESS High School for Professional Careers,Common Core Algebra,Algebra_I,2022,52.4,60,20.0,80.0,0.0,0.0,31,General Academic,0.0,0.0,14.0,88.0,30.0,12.0,1.0,79.0,12.0,19.0,12.0,PROGRESS HS-PROFESSIONAL CAREERS,800000043501.0,40.711134,-73.938921,11211,Greenpoint
