Year,School Name,DBN,Pupil Teacher Ratio
2019,PS 124 YUNG WING,02M124,15.2
2019,PS 126 JACOB AUGUST RIIS,02M126,13.3
2019,PS 130 HERNANDO DE SOTO,02M130,15.7
2019,MS 131,02M131,12
2019,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,02M135,11.2
2019,STEPHEN T MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,02M139,9.8
2019,PS 150,02M150,17.3
2019,YORKVILLE COMMUNITY SCHOOL,02M151,13
2019,PS 158 BAYARD TAYLOR,02M158,15.4
2019,JHS 167 ROBERT F WAGNER,02M167,16
2019,YORKVILLE EAST MIDDLE SCHOOL,02M177,12.4
2019,PS 183 ROBERT L STEVENSON,02M183,14.6
2019,PS 198 ISADOR E IDA STRAUS,02M198,14.4
2019,PS 212 MIDTOWN WEST,02M212,18
2019,PS/IS 217 ROOSEVELT ISLAND,02M217,15.1
2019,ELLA BAKER SCHOOL,02M225,13
2019,PS 234 INDEPENDENCE SCHOOL,02M234,14.4
2019,MS 255 SALK SCHOOL OF SCIENCE,02M255,15.8
2019,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,02M260,15.3
2019,"EAST SIDE ELEMENTARY SCHOOL, PS 267",02M267,14.8
2019,BATTERY PARK CITY SCHOOL,02M276,13.9
2019,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,02M280,11.6
2019,THE RIVER SCHOOL,02M281,13.4
2019,URBAN ASSEMBLY MAKER ACADEMY,02M282,13.6
2019,FOOD AND FINANCE HIGH SCHOOL,02M288,12.7
2019,IS 289,02M289,15
2019,PS 290 MANHATTAN NEW SCHOOL,02M290,15.3
2019,ESSEX STREET ACADEMY,02M294,12.6
2019,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,02M296,13.4
2019,MS 297,02M297,15.3
2019,PACE HIGH SCHOOL,02M298,15.1
2019,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",02M300,12.5
2019,"FACING HISTORY SCHOOL, THE",02M303,12.8
2019,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",02M305,13.3
2019,LOWER MANHATTAN ARTS ACADEMY,02M308,11.1
2019,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,02M312,16.7
2019,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",02M313,11.6
2019,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",02M316,11.3
2019,SIXTH AVENUE ELEMENTARY SCHOOL,02M340,12
2019,THE PECK SLIP SCHOOL,02M343,13.5
2019,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,02M347,4
2019,GRAMERCY ARTS HIGH SCHOOL,02M374,13.7
2019,NYC ISCHOOL,02M376,14.4
2019,MANHATTAN BUSINESS ACADEMY,02M392,12.8
2019,BUSINESS OF SPORTS SCHOOL,02M393,11.8
2019,EMMA LAZARUS HIGH SCHOOL,02M394,16.3
2019,SPRUCE STREET SCHOOL,02M397,13.9
2019,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,02M399,16.8
2019,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,02M400,15.1
2019,INSTITUTE FOR COLLABORATIVE EDUCATION,02M407,17.6
2019,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,02M408,19.3
2019,BARUCH COLLEGE CAMPUS HIGH SCHOOL,02M411,18
2019,NYC LAB SCHOOL FOR COLLABORATIVE STUDIES,02M412,11.7
2019,SCHOOL OF THE FUTURE HIGH SCHOOL,02M413,14.7
2019,NYC MUSEUM SCHOOL,02M414,15.8
2019,ELEANOR ROOSEVELT HIGH SCHOOL,02M416,16.2
2019,MILLENNIUM HIGH SCHOOL,02M418,17.4
2019,LANDMARK HIGH SCHOOL,02M419,12.7
2019,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,02M420,19.1
2019,QUEST TO LEARN,02M422,11.5
2019,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,02M425,15.5
2019,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,02M427,11.4
2019,MURRAY HILL ACADEMY,02M432,11.9
2019,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,02M437,13.8
2019,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,02M438,13
2019,MANHATTAN VILLAGE ACADEMY,02M439,15.7
2019,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",02M442,13.8
2019,VANGUARD HIGH SCHOOL,02M449,11.9
2019,MANHATTAN INTERNATIONAL HIGH SCHOOL,02M459,14
2019,STUYVESANT HIGH SCHOOL,02M475,20.6
2019,HIGH SCHOOL OF ECONOMICS AND FINANCE,02M489,17.4
2019,UNITY CENTER FOR URBAN TECHNOLOGIES,02M500,16.6
2019,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,02M507,12.8
2019,TALENT UNLIMITED HIGH SCHOOL,02M519,15
2019,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,02M520,10.6
2019,PS 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,02M527,14.6
2019,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,02M529,12.2
2019,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,02M531,15.2
2019,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,02M533,13.6
2019,HARVEST COLLEGIATE HIGH SCHOOL,02M534,11.9
2019,MANHATTAN BRIDGES HIGH SCHOOL,02M542,17.6
2019,NEW DESIGN HIGH SCHOOL,02M543,11
2019,INDEPENDENCE HIGH SCHOOL,02M544,14.8
2019,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,02M545,16.2
2019,ACADEMY FOR SOFTWARE ENGINEERING,02M546,12.9
2019,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,02M550,15.4
2019,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,02M551,13.4
2019,HIGH SCHOOL M560 - CITY AS SCHOOL,02M560,13.5
2019,URBAN ACADEMY LABORATORY HIGH SCHOOL,02M565,10.3
2019,SATELLITE ACADEMY HIGH SCHOOL,02M570,16.4
2019,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,02M575,15.5
2019,RICHARD R GREEN HIGH SCHOOL OF TEACHING,02M580,15.1
2019,HARVEY MILK HIGH SCHOOL,02M586,7.5
2019,THE HIGH SCHOOL OF FASHION INDUSTRIES,02M600,15.9
2019,HUMANITIES PREPARATORY ACADEMY,02M605,13.2
2019,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,02M615,13.3
2019,ART AND DESIGN HIGH SCHOOL,02M630,15.7
2019,LIFE SCIENCES SECONDARY SCHOOL,02M655,12.6
2019,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,02M896,12.6
2019,CITY KNOLL MIDDLE SCHOOL,02M933,9.9
2019,PS 009 SARAH ANDERSON,03M009,15.4
2019,JHS 054 BOOKER T WASHINGTON,03M054,17.6
2019,PS 075 EMILY DICKINSON,03M075,7.5
2019,PS 076 A PHILIP RANDOLPH,03M076,14.8
2019,PS 084 LILLIAN WEBER,03M084,14.2
2019,PS 087 WILLIAM SHERMAN,03M087,14.8
2019,"PS 145, THE BLOOMINGDALE SCHOOL",03M145,11.3
2019,PS 149 SOJOURNER TRUTH,03M149,9.9
2019,PS 163 ALFRED E SMITH,03M163,13.4
2019,PS 165 ROBERT E SIMON,03M165,11.1
2019,PS 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,03M166,16.9
2019,PS 180 HUGO NEWMAN,03M180,12.1
2019,PS 185 - THE EARLY CHILDHOOD DISCOVERY AND DESIGN MAGNET SCHOOL,03M185,11.5
2019,PS 191 AMSTERDAM,03M191,10.3
2019,PS 199 JESSIE ISADOR STRAUS,03M199,17
2019,STEM INSTITUTE OF MANHATTAN,03M241,8
2019,PS 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,03M242,7.1
2019,MS 243 CENTER SCHOOL,03M243,16.1
2019,MS M245 THE COMPUTER SCHOOL,03M245,15.6
2019,MS M247 DUAL LANGUAGE MIDDLE SCHOOL,03M247,10
2019,MS 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,03M250,10.2
2019,MS 256 ACADEMIC & ATHLETIC EXCELLENCE,03M256,9
2019,COMMUNITY ACTION SCHOOL - MS 258,03M258,12.4
2019,WEST END SECONDARY SCHOOL OF URBAN STUDIES,03M291,14
2019,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",03M299,13.8
2019,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",03M307,14.7
2019,PS 333 MANHATTAN SCHOOL FOR CHILDREN,03M333,16.6
2019,THE ANDERSON SCHOOL,03M334,19.8
2019,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,03M402,11.4
2019,THE GLOBAL LEARNING COLLABORATIVE,03M403,12.1
2019,INNOVATION DIPLOMA PLUS,03M404,12.3
2019,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,03M415,10.4
2019,FRANK MCCOURT HIGH SCHOOL,03M417,15.5
2019,WEST PREP ACADEMY,03M421,11.4
2019,PS 452,03M452,13.3
2019,BEACON HIGH SCHOOL,03M479,21
2019,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,03M485,18.7
2019,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",03M492,12.9
2019,HIGH SCHOOL OF ARTS AND TECHNOLOGY,03M494,13
2019,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,03M505,10.4
2019,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,03M541,17.3
2019,SPECIAL MUSIC SCHOOL,03M859,12.8
2019,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,03M860,11.5
2019,MOTT HALL II,03M862,18.7
2019,PS 007 SAMUEL STERN,04M007,9.4
2019,TAG YOUNG SCHOLARS,04M012,24.9
2019,RIVER EAST ELEMENTARY,04M037,12.1
2019,PS 38 ROBERTO CLEMENTE,04M038,10.6
2019,JAMES WELDON JOHNSON,04M057,12.1
2019,THE LEXINGTON ACADEMY,04M072,11.8
2019,PS 083 LUIS MUNOZ RIVERA,04M083,13.5
2019,PS 096 JOSEPH LANZETTA,04M096,10
2019,PS 102 JACQUES CARTIER,04M102,8.9
2019,PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,04M108,10.4
2019,PS 112 JOSE CELSO BARBOSA,04M112,4.9
2019,PS 146 ANN M SHORT,04M146,10.8
2019,PS 155 WILLIAM PACA,04M155,9.7
2019,PS 171 PATRICK HENRY,04M171,15.2
2019,THE BILINGUAL BICULTURAL SCHOOL,04M182,9.8
2019,PS 206 JOSE CELSO BARBOSA,04M206,5.7
2019,MS 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,04M224,12.7
2019,THE JUDITH S KAYE HIGH SCHOOL,04M310,11.1
2019,ESPERANZA PREPARATORY ACADEMY,04M372,11.4
2019,MOSAIC PREPARATORY ACADEMY,04M375,11.3
2019,RENAISSANCE SCHOOL OF THE ARTS,04M377,9.9
2019,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,04M435,19
2019,PARK EAST HIGH SCHOOL,04M495,12
2019,CENTRAL PARK EAST I,04M497,10.6
2019,CENTRAL PARK EAST HIGH SCHOOL,04M555,15.7
2019,YOUNG WOMEN'S LEADERSHIP SCHOOL,04M610,15.6
2019,"HERITAGE SCHOOL, THE",04M680,13.8
2019,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,04M825,13.2
2019,CENTRAL PARK EAST II,04M964,11.6
2019,PS 030 HERNANDEZ/HUGHES,05M030,7.3
2019,PS 036 MARGARET DOUGLAS,05M036,9.7
2019,PS 046 ARTHUR TAPPAN,05M046,12.9
2019,PS 092 MARY MCLEOD BETHUNE,05M092,9.9
2019,PS 123 MAHALIA JACKSON,05M123,10.3
2019,PS 125 RALPH BUNCHE,05M125,16.2
2019,PS 129 JOHN H FINLEY,05M129,12.1
2019,PS 133 FRED R MOORE,05M133,6.4
2019,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,05M148,10.5
2019,PS 154 HARRIET TUBMAN,05M154,10.2
2019,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,05M157,10.7
2019,PS 161 PEDRO ALBIZU CAMPOS,05M161,11
2019,PS 175 HENRY H GARNET,05M175,13.3
2019,PS 194 COUNTEE CULLEN,05M194,8.2
2019,PS 197 JOHN B RUSSWURM,05M197,10.5
2019,PS 200- THE JAMES MCCUNE SMITH SCHOOL,05M200,10.2
2019,HARLEM RENAISSANCE HIGH SCHOOL,05M285,11.7
2019,IS M286 RENAISSANCE LEADERSHIP ACADEMY,05M286,8.2
2019,MOTT HALL HIGH SCHOOL,05M304,15.5
2019,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,05M318,13.6
2019,COLUMBIA SECONDARY SCHOOL,05M362,16
2019,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,05M369,14.1
2019,FREDERICK DOUGLASS ACADEMY,05M499,15.4
2019,NEW DESIGN MIDDLE SCHOOL,05M514,7.9
2019,TEACHERS COLLEGE COMMUNITY SCHOOL,05M517,12.8
2019,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,05M670,13.4
2019,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",05M692,16.6
2019,PS 004 DUKE ELLINGTON,06M004,12.9
2019,PS 005 ELLEN LURIE,06M005,11.7
2019,PS 008 LUIS BELLIARD,06M008,12.8
2019,PS 018 PARK TERRACE,06M018,13.3
2019,PS 028 WRIGHT BROTHERS,06M028,11.1
2019,PS 048 PO MICHAEL J BUCZEK,06M048,9.6
2019,JHS 052 INWOOD,06M052,11.4
2019,PS 098 SHORAC KAPPOCK,06M098,12.2
2019,DOS PUENTES ELEMENTARY SCHOOL,06M103,13.2
2019,PS 115 ALEXANDER HUMBOLDT,06M115,12.1
2019,PS 128 AUDUBON,06M128,12.6
2019,PS 132 JUAN PABLO DUARTE,06M132,8.6
2019,JHS 143 ELEANOR ROOSEVELT,06M143,9.8
2019,PS 152 DYCKMAN VALLEY,06M152,13.8
2019,PS 153 ADAM CLAYTON POWELL,06M153,15.7
2019,PS 173,06M173,13.1
2019,PROFESSOR JUAN BOSCH PUBLIC SCHOOL,06M178,9.9
2019,PS/IS 187 HUDSON CLIFFS,06M187,15.1
2019,PS 189,06M189,13.4
2019,PS 192 JACOB H SCHIFF,06M192,12.6
2019,HAMILTON GRANGE MIDDLE SCHOOL,06M209,11.8
2019,PS/IS 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,06M210,11.7
2019,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,06M211,12.7
2019,THE MOTT HALL SCHOOL,06M223,13.1
2019,PAULA HEDBAVNY SCHOOL,06M278,15.4
2019,CITY COLLEGE ACADEMY OF THE ARTS,06M293,15.8
2019,AMISTAD DUAL LANGUAGE SCHOOL,06M311,13.8
2019,MUSCOTA,06M314,14.9
2019,MS 319 - MARIA TERESA,06M319,12.7
2019,MIDDLE SCHOOL 322,06M322,9.9
2019,MS 324 - PATRIA MIRABAL,06M324,10.1
2019,MS 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,06M328,8.7
2019,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,06M346,13.6
2019,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,06M348,13.4
2019,HARBOR HEIGHTS,06M349,13
2019,WASHINGTON HEIGHTS ACADEMY,06M366,17.3
2019,HAMILTON HEIGHTS SCHOOL,06M368,9.8
2019,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,06M423,8.8
2019,THE COLLEGE ACADEMY,06M462,13.6
2019,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,06M463,15
2019,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,06M467,15.1
2019,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,06M468,10.6
2019,CASTLE BRIDGE SCHOOL,06M513,9.3
2019,IS 528 BEA FULLER RODGERS SCHOOL,06M528,13.8
2019,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,06M540,17.2
2019,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,06M552,17.5
2019,PS 001 COURTLANDT SCHOOL,07X001,11.1
2019,PS 5 PORT MORRIS,07X005,11.6
2019,PS 018 JOHN PETER ZENGER,07X018,11.3
2019,PS 025 BILINGUAL SCHOOL,07X025,9.6
2019,PS/MS 029 MELROSE SCHOOL,07X029,12.4
2019,PS 030 WILTON,07X030,12.4
2019,PS/MS 031 THE WILLIAM LLOYD GARRISON,07X031,12.6
2019,PS 043 JONAS BRONCK,07X043,11
2019,PS 049 WILLIS AVENUE,07X049,10.3
2019,PS 065 MOTHER HALE ACADEMY,07X065,10.9
2019,JHS 151 LOU GEHRIG,07X151,10.2
2019,PS 154 JONATHAN D HYATT,07X154,9.3
2019,PS 157 GROVE HILL,07X157,12.6
2019,PS 161 PONCE DE LEON,07X161,11.6
2019,PS 179,07X179,11.7
2019,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,07X221,13.1
2019,MS 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,07X223,11.8
2019,PS / IS 224,07X224,10.9
2019,"HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HIGH SCHOOL)",07X259,12.4
2019,PS 277,07X277,11.8
2019,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,07X296,11
2019,ACADEMY OF PUBLIC RELATIONS,07X298,9.9
2019,INTERNATIONAL COMMUNITY HIGH SCHOOL,07X334,14.6
2019,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,07X343,14.7
2019,CONCOURSE VILLAGE ELEMENTARY SCHOOL,07X359,12
2019,YOUNG LEADERS ELEMENTARY SCHOOL,07X369,9.7
2019,JILL CHAIFETZ TRANSFER HIGH SCHOOL,07X379,11
2019,BRONX HAVEN HIGH SCHOOL,07X381,9.6
2019,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,07X427,12.8
2019,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,07X473,10.8
2019,UNIVERSITY HEIGHTS SECONDARY SCHOOL,07X495,22
2019,HOSTOS-LINCOLN ACADEMY OF SCIENCE,07X500,15.4
2019,BRONX DESIGN AND CONSTRUCTION ACADEMY,07X522,9.8
2019,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,07X527,12.2
2019,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,07X548,14.2
2019,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,07X551,9
2019,MOTT HAVEN COMMUNITY HIGH SCHOOL,07X557,10.6
2019,IS 584,07X584,9.9
2019,ALFRED E SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,07X600,12.3
2019,HEALTH OPPORTUNITIES HIGH SCHOOL,07X670,14.7
2019,PS X014 SENATOR JOHN CALANDRA,08X014,16
2019,PS 036 UNIONPORT,08X036,14.8
2019,PS 048 JOSEPH R DRAKE,08X048,13.5
2019,PS 062 INOCENSIO CASANOVA,08X062,12.9
2019,PS 069 JOURNEY PREP SCHOOL,08X069,15.3
2019,PS 071 ROSE E SCALA,08X071,13.9
2019,PS 072 DR WILLIAM DORNEY,08X072,13.4
2019,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,08X075,13.9
2019,PS 093 ALBERT G OLIVER,08X093,10.6
2019,PS 100 ISAAC CLASON,08X100,11.9
2019,MS X101 EDWARD R BYRNE,08X101,13.8
2019,PS 107,08X107,13.8
2019,PS 119,08X119,14.6
2019,JHS 123 JAMES M KIERAN,08X123,11.6
2019,PS 130 ABRAM STEVENS HEWITT,08X130,10.8
2019,JHS 131 ALBERT EINSTEIN,08X131,14
2019,PS 138 SAMUEL RANDALL,08X138,13.5
2019,PS X140 THE EAGLE SCHOOL,08X140,13.5
2019,PS 146 EDWARD COLLINS,08X146,12.5
2019,PS 152 EVERGREEN,08X152,13.3
2019,PS 182,08X182,14.6
2019,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,08X269,12.1
2019,WOMEN'S ACADEMY OF EXCELLENCE,08X282,12.2
2019,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY,08X293,14.5
2019,MS 301 PAUL L DUNBAR,08X301,10.5
2019,MS 302 LUISA DESSUS CRUZ,08X302,13.2
2019,PS 304 EARLY CHILDHOOD SCHOOL,08X304,16.9
2019,MILLENNIUM ART ACADEMY,08X312,12.3
2019,PELHAM LAB HIGH SCHOOL,08X320,11.2
2019,PS 333 - THE MUSEUM SCHOOL,08X333,11.7
2019,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,08X337,13.2
2019,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,08X348,12.9
2019,BRONX RIVER HIGH SCHOOL,08X349,11.5
2019,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",08X367,14
2019,URBAN INSTITUTE OF MATHEMATICS,08X371,15.8
2019,THE BRONX MATHEMATICS PREPARATORY SCHOOL,08X375,8.7
2019,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,08X376,13
2019,BRONX COMMUNITY HIGH SCHOOL,08X377,9.7
2019,BRONX DELTA SCHOOL,08X392,11.1
2019,HERBERT H LEHMAN HIGH SCHOOL,08X405,12.6
2019,THE HUNTS POINT SCHOOL,08X424,11.6
2019,BRONX BRIDGES HIGH SCHOOL,08X432,11.3
2019,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,08X448,12.7
2019,BRONX GUILD,08X452,10.3
2019,MOTT HALL COMMUNITY SCHOOL,08X467,13.4
2019,BANANA KELLY HIGH SCHOOL,08X530,9.7
2019,BRONX ARENA HIGH SCHOOL,08X537,9.8
2019,WESTCHESTER SQUARE ACADEMY,08X558,13.2
2019,SCHOOL FOR TOURISM AND HOSPITALITY,08X559,10.9
2019,BRONX COMPASS HIGH SCHOOL,08X561,11
2019,BLUEPRINT MIDDLE SCHOOL,08X562,12.3
2019,PS 583,08X583,16.1
2019,PS/MS 004 CROTONA PARK WEST,09X004,12.9
2019,PS 011 HIGHBRIDGE,09X011,12
2019,JHS 022 JORDAN L MOTT,09X022,8.1
2019,PS 028 MOUNT HOPE,09X028,10.7
2019,PS 035 FRANZ SIEGEL,09X035,11
2019,PS 042 CLAREMONT,09X042,10.2
2019,PS 053 BASHEER QUISIM,09X053,12.4
2019,PS 055 BENJAMIN FRANKLIN,09X055,12
2019,PS 058,09X058,12
2019,PS 063 AUTHOR'S ACADEMY,09X063,12.2
2019,PS 070 MAX SCHOENFELD,09X070,13.3
2019,PS 073 BRONX,09X073,12.4
2019,PS X088 - S SILVERSTEIN LITTLE SPARROW SCHOOL,09X088,14.2
2019,PS 109 SEDGWICK,09X109,12.3
2019,PS 110 THEODORE SCHOENFELD,09X110,14.1
2019,PS X114 - LUIS LLORENS TORRES SCHOOLS,09X114,13.3
2019,IS 117 JOSEPH H WADE,09X117,10.5
2019,PS 126 DR MARJORIE H DUNBAR,09X126,12.2
2019,MOTT HALL III,09X128,18.4
2019,PS 132 GARRET A MORGAN,09X132,11.2
2019,PS 163 ARTHUR A SCHOMBURG,09X163,11
2019,PS 170,09X170,11.1
2019,PS 199X - THE SHAKESPEARE SCHOOL,09X199,14.5
2019,PS 204 MORRIS HEIGHTS,09X204,15.3
2019,KAPPA,09X215,11.8
2019,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,09X218,15.2
2019,IS 219 NEW VENTURE SCHOOL,09X219,10.2
2019,BRONX COLLEGIATE ACADEMY,09X227,13.5
2019,IS 229 ROLAND PATTERSON,09X229,8.3
2019,EAGLE ACADEMY FOR YOUNG MEN,09X231,15
2019,IS 232,09X232,13.6
2019,PS 236 LANGSTON HUGHES,09X236,11.9
2019,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",09X241,10.3
2019,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,09X250,14.1
2019,MOTT HALL BRONX HIGH SCHOOL,09X252,12.6
