School Information,,,,Active Staff,,,Teachers,,,,,
DBN,Location Code,Location Name,Location Category,Leadership,Teachers,Other Staff,Male,,,Female,,
,,,,,,,Count,Average Years in Title,Average Years at School,Count,Average Years in Title,Average Years at School
72X684,X684,WINGS ACADEMY,HIGH SCHOOL,3,26,9,11,14.8,10.9,15,12.8,9.4
72X696,X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,HIGH SCHOOL,2,28,3,11,19.0,13.2,17,18.2,7.8
73K122,K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (,HIGH SCHOOL,5,31,11,17,13.2,6.6,14,12.1,4.3
73K168,K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HIGH SCHOOL,3,27,7,11,6.0,4.4,16,4.8,2.4
73K337,K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,HIGH SCHOOL,3,23,5,5,13.8,7.7,18,10.1,6.6
73K348,K348,HIGH SCHOOL OF SPORTS MANAGEMENT,HIGH SCHOOL,3,21,5,11,9.7,4.4,10,6.8,4.8
73K350,K350,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART,HIGH SCHOOL,3,12,3,5,11.3,8.5,7,3.9,1.8
73K382,K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,SECONDARY SCHOOL,4,23,8,12,10.2,3.9,11,11.1,6.4
73K403,K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,HIGH SCHOOL,2,24,13,10,4.3,4.4,14,7.0,4.7
73K404,K404,ACADEMY FOR YOUNG WRITERS,SECONDARY SCHOOL,3,51,13,13,13.5,4.9,38,6.3,3.9
73K405,K405,MIDWOOD HIGH SCHOOL,HIGH SCHOOL,12,215,47,88,13.7,10.9,127,9.9,7.0
73K408,K408,ACADEMY OF HOSPITALITY AND TOURISM,HIGH SCHOOL,2,20,4,6,6.4,3.9,14,7.3,2.3
73K409,K409,EAST NEW YORK FAMILY ACADEMY,SECONDARY SCHOOL,3,52,16,15,11.8,7.3,37,11.3,7.0
73K412,K412,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM),HIGH SCHOOL,2,50,10,19,10.5,5.2,31,11.6,5.4
73K419,K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE  TEC,HIGH SCHOOL,3,37,12,18,9.7,7.9,19,10.1,4.9
73K425,K425,JAMES MADISON HIGH SCHOOL,HIGH SCHOOL,10,214,64,86,11.8,8.0,128,13.5,9.8
73K439,K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,HIGH SCHOOL,2,24,4,12,13.6,10.2,12,9.0,8.1
73K445,K445,NEW UTRECHT HIGH SCHOOL,HIGH SCHOOL,12,210,55,75,12.9,10.4,135,11.4,9.0
73K448,K448,BROOKLYN COLLABORATIVE STUDIES,SECONDARY SCHOOL,2,61,22,19,12.6,8.4,42,10.3,7.3
73K488,K488,BROOKLYN PREPARATORY HIGH SCHOOL,HIGH SCHOOL,4,39,7,15,10.9,5.7,24,8.9,5.8
73K493,K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,HIGH SCHOOL,3,30,13,18,7.3,4.0,12,8.4,4.4
73K502,K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR F,HIGH SCHOOL,2,23,7,6,8.5,5.2,17,8.5,5.1
73K504,K504,HIGH SCHOOL FOR CIVIL RIGHTS,HIGH SCHOOL,3,21,4,9,14.3,6.6,12,12.4,5.6
73K505,K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,HIGH SCHOOL,11,214,61,96,13.1,10.4,118,9.9,7.6
73K507,K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,HIGH SCHOOL,3,30,5,13,7.5,5.1,17,8.3,5.8
73K510,K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO,HIGH SCHOOL,2,15,4,5,16.6,7.7,10,9.2,5.3
73K514,K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,HIGH SCHOOL,2,15,7,7,11.2,6.0,8,10.1,5.2
73K524,K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,HIGH SCHOOL,3,25,6,9,10.9,8.6,16,10.4,6.9
73K525,K525,EDWARD R. MURROW HIGH SCHOOL,HIGH SCHOOL,14,219,56,90,13.8,10.3,129,13.9,10.2
73K528,K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,HIGH SCHOOL,1,14,6,6,10.0,7.4,8,7.1,3.5
73K531,K531,SCHOOL FOR HUMAN RIGHTS  THE,HIGH SCHOOL,2,20,11,8,9.6,2.7,12,12.8,3.9
73K535,K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,HIGH SCHOOL,3,60,24,31,15.2,9.0,29,12.5,7.8
73K537,K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT,HIGH SCHOOL,4,22,15,14,9.5,5.3,8,12.2,5.7
73K539,K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,HIGH SCHOOL,3,17,5,9,11.4,6.3,8,6.8,6.4
73K540,K540,JOHN DEWEY HIGH SCHOOL,HIGH SCHOOL,12,148,32,90,11.1,6.9,58,10.3,7.7
73K543,K543,SCIENCE  TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG,SECONDARY SCHOOL,5,38,9,15,9.5,7.4,23,11.0,7.2
73K545,K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HIGH SCHOOL,3,37,13,19,10.2,9.4,18,8.3,7.3
73K546,K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,HIGH SCHOOL,3,33,9,15,15.5,7.5,18,9.8,5.7
73K547,K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,HIGH SCHOOL,2,19,8,8,14.3,11.2,11,13.9,9.1
73K548,K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,HIGH SCHOOL,3,18,8,8,8.3,6.6,10,11.7,3.5
73K549,K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,HIGH SCHOOL,2,30,10,13,9.5,6.1,17,7.9,5.9
73K552,K552,THE ACADEMY OF URBAN PLANNING AND ENGINEERING,HIGH SCHOOL,3,34,8,11,10.3,6.8,23,7.9,4.8
73K553,K553,BROOKLYN ACADEMY HIGH SCHOOL,HIGH SCHOOL,2,11,4,*,,,*,,
73K554,K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,SECONDARY SCHOOL,3,20,8,5,6.9,6.3,15,12.5,9.6
73K555,K555,BROOKLYN COLLEGE ACADEMY,HIGH SCHOOL,4,33,7,13,10.5,6.8,20,10.1,8.3
73K556,K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLEN,HIGH SCHOOL,3,34,16,23,7.1,4.2,11,6.6,3.4
73K563,K563,IT TAKES A VILLAGE ACADEMY,HIGH SCHOOL,3,32,15,13,11.3,8.3,19,15.6,7.2
73K564,K564,BUSHWICK COMMUNITY HIGH SCHOOL,HIGH SCHOOL,3,13,5,5,5.1,2.9,8,5.0,3.2
73K566,K566,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND,HIGH SCHOOL,2,15,12,6,13.2,7.1,9,10.3,8.2
73K567,K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HIGH SCHOOL,3,23,8,8,15.0,6.8,15,14.0,5.6
73K569,K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HIGH SCHOOL,3,20,9,7,7.7,3.2,13,8.9,3.2
73K576,K576,VICTORY COLLEGIATE HIGH SCHOOL,HIGH SCHOOL,2,20,7,6,12.1,5.4,14,12.0,5.3
73K578,K578,BROOKLYN BRIDGE ACADEMY,HIGH SCHOOL,2,14,4,*,,,*,,
73K583,K583,MULTICULTURAL HIGH SCHOOL,HIGH SCHOOL,3,24,6,11,8.8,6.2,13,3.6,3.7
73K586,K586,LYONS COMMUNITY SCHOOL,SECONDARY SCHOOL,2,46,9,23,11.0,7.9,23,8.6,5.0
73K590,K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,SECONDARY SCHOOL,6,75,13,35,15.5,9.7,40,9.4,5.8
73K592,K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,HIGH SCHOOL,2,18,5,5,7.2,4.9,13,9.6,6.7
73K594,K594,GOTHAM PROFESSIONAL ARTS ACADEMY,HIGH SCHOOL,1,17,5,7,10.6,8.0,10,9.7,3.5
73K595,K595,BEDFORD ACADEMY HIGH SCHOOL,HIGH SCHOOL,2,24,8,9,14.1,6.8,15,15.4,6.7
73K600,K600,CLARA BARTON HIGH SCHOOL,HIGH SCHOOL,8,86,42,36,12.7,8.5,50,12.6,7.7
73K611,K611,ORIGINS HIGH SCHOOL,HIGH SCHOOL,3,36,9,18,7.6,4.8,18,4.9,3.2
73K614,K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,SECONDARY SCHOOL,3,30,6,6,7.4,6.5,24,5.8,3.3
73K615,K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,HIGH SCHOOL,5,73,22,42,15.5,8.2,31,11.2,5.8
73K616,K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,HIGH SCHOOL,3,15,4,8,12.3,6.2,7,9.3,6.5
73K617,K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,HIGH SCHOOL,3,25,7,9,7.2,5.2,16,6.1,2.6
73K618,K618,ACADEMY OF INNOVATIVE TECHNOLOGY,HIGH SCHOOL,3,36,10,19,7.3,6.8,17,7.3,4.7
73K629,K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,HIGH SCHOOL,3,19,6,7,17.2,7.8,12,8.3,2.9
73K630,K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,HIGH SCHOOL,3,18,4,10,10.1,5.3,8,10.3,5.0
73K633,K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,HIGH SCHOOL,3,30,6,11,11.2,6.4,19,12.6,6.6
73K635,K635,OLYMPUS ACADEMY,HIGH SCHOOL,2,17,5,5,9.2,8.7,12,8.5,5.9
73K637,K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,HIGH SCHOOL,3,29,10,12,6.6,4.7,17,5.4,3.5
73K639,K639,BROOKLYN LAB SCHOOL,HIGH SCHOOL,5,30,12,9,14.2,4.5,21,11.9,5.0
73K642,K642,URBAN ACTION ACADEMY,HIGH SCHOOL,3,15,6,8,15.0,3.6,7,12.3,3.2
73K643,K643,BROOKLYN DEMOCRACY ACADEMY,HIGH SCHOOL,1,15,6,7,8.4,5.5,8,13.6,1.7
73K644,K644,EAGLE ACADEMY FOR YOUNG MEN II,SECONDARY SCHOOL,6,45,14,27,6.5,6.1,18,7.1,6.3
73K646,K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,HIGH SCHOOL,4,17,6,8,10.8,6.7,9,20.7,5.8
73K659,K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,HIGH SCHOOL,3,27,6,8,8.6,6.3,19,6.7,4.5
73K660,K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH,HIGH SCHOOL,4,43,20,11,17.3,9.8,32,15.1,11.1
73K661,K661,VISTA ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,37,9,7,5.2,4.5,30,4.1,2.8
73K667,K667,SUNSET PARK HIGH SCHOOL,HIGH SCHOOL,6,108,15,43,7.6,5.7,65,8.0,5.8
73K670,K670,BENJAMIN BANNEKER ACADEMY,HIGH SCHOOL,5,51,16,16,10.5,7.4,35,13.7,7.6
73K683,K683,SCHOOL FOR CLASSICS HIGH SCHOOL,HIGH SCHOOL,2,23,6,8,11.5,4.5,15,9.2,5.4
73K684,K684,MILLENNIUM BROOKLYN HS,HIGH SCHOOL,4,65,10,23,9.4,6.2,42,9.1,5.4
73K690,K690,BROOKLYN STUDIO SECONDARY SCHOOL,SECONDARY SCHOOL,6,65,25,27,12.0,8.5,38,13.0,10.4
73K697,K697,TEACHERS PREPARATORY HIGH SCHOOL,HIGH SCHOOL,2,19,8,6,16.9,9.5,13,16.4,10.7
73K745,K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HIGH SCHOOL,4,37,10,18,2.7,2.7,19,3.7,2.3
73K751,K751,ACADEMY FOR HEALTH CAREERS,HIGH SCHOOL,2,21,3,9,7.1,5.4,12,14.1,5.4
73K764,K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTH,HIGH SCHOOL,2,27,6,8,9.7,4.9,19,4.2,2.9
73K765,K765,NELSON MANDELA HIGH SCHOOL,HIGH SCHOOL,2,18,4,7,13.2,4.7,11,10.9,3.1
76K344,K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,HIGH SCHOOL,4,39,18,15,11.2,7.7,24,6.6,4.1
76K410,K410,ABRAHAM LINCOLN HIGH SCHOOL,HIGH SCHOOL,9,128,33,48,10.4,7.5,80,11.2,9.2
76K423,K423,BROOKLYN FRONTIERS HIGH SCHOOL,HIGH SCHOOL,3,23,3,12,11.2,7.1,11,5.3,4.1
76K429,K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,HIGH SCHOOL,2,28,6,8,9.1,6.6,20,6.3,5.1
76K430,K430,BROOKLYN TECHNICAL HIGH SCHOOL,HIGH SCHOOL,13,276,43,146,14.6,9.7,130,13.7,8.2
76K449,K449,BROOKLYN LATIN SCHOOL  THE,HIGH SCHOOL,4,41,9,19,7.3,5.3,22,7.6,5.0
76K454,K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,HIGH SCHOOL,3,30,11,12,9.8,7.3,18,7.8,3.8
76K455,K455,BOYS AND GIRLS HIGH SCHOOL,HIGH SCHOOL,3,43,16,16,14.6,5.9,27,9.8,7.1
76K462,K462,JOHN JAY SCHOOL FOR LAW,HIGH SCHOOL,4,39,7,15,5.5,3.3,24,6.2,3.5
76K463,K463,CYBERARTS STUDIO ACADEMY,HIGH SCHOOL,2,18,6,8,11.3,2.8,10,16.5,7.1
76K464,K464,PARK SLOPE COLLEGIATE,SECONDARY SCHOOL,3,59,17,17,10.0,7.1,42,10.3,6.2
76K468,K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,SECONDARY SCHOOL,4,45,10,24,9.6,5.8,21,7.5,5.3
76K474,K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,HIGH SCHOOL,4,39,14,22,12.8,9.3,17,9.1,6.5
76K477,K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,HIGH SCHOOL,3,30,5,13,12.8,5.6,17,14.9,8.1
76K478,K478,THE HIGH SCHOOL FOR ENTERPRISE  BUSINESS AND TECHN,HIGH SCHOOL,5,46,9,24,13.6,10.4,22,10.5,8.0
76K483,K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,HIGH SCHOOL,3,28,6,12,6.9,3.7,16,11.3,5.6
76K485,K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLO,HIGH SCHOOL,6,90,23,38,7.5,7.2,52,7.5,6.7
76K490,K490,FORT HAMILTON HIGH SCHOOL,HIGH SCHOOL,16,240,73,101,12.5,10.8,139,11.3,9.1
76K497,K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,SECONDARY SCHOOL,4,65,12,19,6.1,4.6,46,8.2,4.7
76K498,K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,HIGH SCHOOL,3,38,7,23,8.7,6.4,15,12.8,8.0
76K519,K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,HIGH SCHOOL,3,27,10,14,14.0,5.2,13,11.1,5.8
76K527,K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,SECONDARY SCHOOL,2,38,10,6,7.4,7.3,32,7.4,4.0
76K529,K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,HIGH SCHOOL,2,17,4,8,15.1,8.6,9,8.7,6.3
76K558,K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,HIGH SCHOOL,4,34,10,13,12.0,9.0,21,10.5,8.2
76K559,K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,HIGH SCHOOL,3,17,6,9,18.6,9.2,8,12.3,6.2
76K561,K561,WILLIAMSBURG PREPARATORY SCHOOL,HIGH SCHOOL,3,50,10,19,10.6,6.8,31,9.5,4.8
76K568,K568,BROWNSVILLE ACADEMY HIGH SCHOOL,HIGH SCHOOL,2,8,4,*,,,*,,
76K572,K572,LEADERS HIGH SCHOOL,HIGH SCHOOL,3,30,12,10,9.5,6.0,20,6.8,3.9
76K605,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,HIGH SCHOOL,5,54,17,28,7.2,5.4,26,9.2,7.0
76K609,K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,SECONDARY SCHOOL,4,45,8,9,7.3,4.4,36,8.5,4.4
76K610,K610,A-TECH HIGH SCHOOL,HIGH SCHOOL,3,33,11,16,9.8,5.2,17,9.0,3.7
76K620,K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HI,HIGH SCHOOL,5,47,19,18,14.0,11.8,29,9.7,7.5
76K647,K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,HIGH SCHOOL,2,17,5,*,,,*,,
76K656,K656,BROOKLYN HIGH SCHOOL OF THE ARTS,HIGH SCHOOL,5,66,11,26,11.0,7.3,40,10.1,7.2
76K669,K669,RESEARCH AND SERVICE HIGH SCHOOL,HIGH SCHOOL,3,19,4,8,10.2,3.9,11,12.3,4.0
76K673,K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,HIGH SCHOOL,2,20,3,7,12.3,6.5,13,8.9,5.7
76K674,K674,CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING  ARCHI,HIGH SCHOOL,3,33,12,14,9.0,5.5,19,7.7,2.7
76K685,K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,HIGH SCHOOL,2,18,6,5,10.9,12.1,13,14.7,7.7
76K688,K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,HIGH SCHOOL,2,15,4,*,,,*,,
76K698,K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,HIGH SCHOOL,3,13,7,*,,,*,,
76K728,K728,LIBERATION DIPLOMA PLUS,HIGH SCHOOL,2,14,6,6,16.7,5.4,8,14.6,7.1
76R047,R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,HIGH SCHOOL,2,28,12,8,12.6,9.5,20,14.3,10.5
76R064,R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,HIGH SCHOOL,3,33,16,12,11.1,8.1,21,10.7,8.2
76R440,R440,NEW DORP HIGH SCHOOL,HIGH SCHOOL,11,206,93,87,11.0,9.1,119,9.8,8.8
76R445,R445,PORT RICHMOND HIGH SCHOOL,HIGH SCHOOL,9,115,46,43,13.1,9.3,72,10.6,7.8
76R450,R450,CURTIS HIGH SCHOOL,HIGH SCHOOL,12,148,34,51,16.1,13.5,97,12.3,10.4
76R455,R455,TOTTENVILLE HIGH SCHOOL,HIGH SCHOOL,13,227,116,79,14.3,11.8,148,11.2,8.8
76R460,R460,SUSAN E. WAGNER HIGH SCHOOL,HIGH SCHOOL,14,189,144,73,14.2,11.3,116,11.4,9.3
76R470,R470,CONCORD HIGH SCHOOL,HIGH SCHOOL,2,19,4,9,18.4,6.6,10,17.7,7.1
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,HIGH SCHOOL,6,67,37,32,10.9,8.1,35,7.4,5.4
76R605,R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,HIGH SCHOOL,6,65,17,26,12.1,9.4,39,13.8,10.2
77Q236,Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,HIGH SCHOOL,2,23,5,8,9.2,5.5,15,9.9,4.4
77Q240,Q240,VERITAS ACADEMY,HIGH SCHOOL,4,45,9,17,11.0,5.2,28,10.0,4.4
77Q241,Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,HIGH SCHOOL,3,30,5,9,6.7,3.9,21,8.9,4.5
77Q243,Q243,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT,HIGH SCHOOL,3,37,5,9,7.3,4.9,28,8.6,4.6
77Q248,Q248,QUEENS PREPARATORY ACADEMY,HIGH SCHOOL,3,16,3,6,20.5,7.8,10,9.8,6.2
77Q258,Q258,ENERGY TECH HIGH SCHOOL,HIGH SCHOOL,3,42,10,13,7.1,4.6,29,6.6,3.0
77Q259,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,SECONDARY SCHOOL,3,47,10,19,9.3,4.7,28,11.4,6.8
77Q260,Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,HIGH SCHOOL,2,26,5,10,14.9,7.8,16,10.4,4.1
77Q261,Q261,VOYAGES PREP - SOUTH QUEENS,HIGH SCHOOL,3,19,6,9,17.7,5.7,10,13.4,5.9
77Q262,Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,SECONDARY SCHOOL,5,99,22,31,10.2,5.8,68,8.5,5.8
77Q263,Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,HIGH SCHOOL,3,32,5,12,11.5,6.3,20,10.7,8.3
77Q264,Q264,ACADEMY OF FINANCE AND ENTERPRISE,HIGH SCHOOL,4,43,6,17,10.6,7.1,26,10.4,6.0
77Q265,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HIGH SCHOOL,2,26,4,7,13.1,10.2,19,12.7,9.5
77Q267,Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,HIGH SCHOOL,3,26,5,14,7.7,4.1,12,10.4,7.2
77Q272,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,HIGH SCHOOL,2,25,8,9,19.3,10.5,16,17.4,7.1
77Q281,Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,SECONDARY SCHOOL,4,62,11,20,7.5,5.3,42,9.1,6.0
77Q284,Q284,YORK EARLY COLLEGE ACADEMY,SECONDARY SCHOOL,4,33,8,8,11.7,8.1,25,11.2,7.4
77Q293,Q293,CIVIC LEADERSHIP ACADEMY,HIGH SCHOOL,3,43,12,17,6.7,5.2,26,10.1,6.0
77Q296,Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,HIGH SCHOOL,3,30,6,13,9.6,6.4,17,6.6,3.9
77Q299,Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,HIGH SCHOOL,3,49,7,22,9.1,7.2,27,6.8,5.3
77Q301,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,HIGH SCHOOL,3,44,10,23,7.7,6.2,21,6.3,5.6
77Q302,Q302,QUEENS HIGH SCHOOL FOR INFORMATION  RESEARCH  AND,HIGH SCHOOL,4,31,6,18,11.2,4.8,13,15.9,5.3
77Q308,Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,HIGH SCHOOL,3,41,9,15,12.4,7.5,26,13.4,7.9
77Q309,Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,SECONDARY SCHOOL,4,53,7,16,10.1,8.0,37,10.4,6.5
77Q310,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,SECONDARY SCHOOL,4,47,6,8,11.9,8.2,39,8.5,5.8
77Q313,Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM,HIGH SCHOOL,3,33,3,13,11.8,3.3,20,9.8,4.0
77Q314,Q314,EPIC HIGH SCHOOL - SOUTH,HIGH SCHOOL,3,28,7,13,10.3,2.5,15,4.9,2.3
77Q315,Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,HIGH SCHOOL,2,35,7,15,8.1,4.3,20,9.1,4.3
77Q324,Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,HIGH SCHOOL,3,26,6,10,12.4,5.7,16,11.7,7.1
77Q325,Q325,HILLSIDE ARTS & LETTERS ACADEMY,HIGH SCHOOL,3,30,4,6,14.3,4.1,24,8.6,5.6
77Q326,Q326,CAMBRIA HEIGHTS ACADEMY,HIGH SCHOOL,2,27,4,14,7.1,4.2,13,10.1,4.7
77Q327,Q327,EAGLE ACADEMY FOR YOUNG MEN III,SECONDARY SCHOOL,3,29,11,13,12.3,4.8,16,14.3,4.8
77Q328,Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,HIGH SCHOOL,3,28,7,11,7.4,5.1,17,10.1,6.3
77Q334,Q334,EPIC HIGH SCHOOL - NORTH,HIGH SCHOOL,2,32,5,13,5.3,2.7,19,6.4,3.0
77Q338,Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,HIGH SCHOOL,2,14,4,*,,,*,,
77Q350,Q350,JAMAICA GATEWAY TO THE SCIENCES,HIGH SCHOOL,3,32,6,15,9.1,4.6,17,7.5,5.2
77Q351,Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL,HIGH SCHOOL,2,25,7,9,4.7,2.4,16,8.9,4.3
77Q400,Q400,AUGUST MARTIN HIGH SCHOOL,HIGH SCHOOL,4,37,7,13,8.4,4.0,24,8.2,3.0
77Q415,Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,HIGH SCHOOL,10,192,37,76,14.6,12.7,116,13.8,10.2
77Q425,Q425,JOHN BOWNE HIGH SCHOOL,HIGH SCHOOL,15,197,55,75,13.9,10.8,122,11.6,9.1
77Q430,Q430,FRANCIS LEWIS HIGH SCHOOL,HIGH SCHOOL,11,240,69,83,13.3,9.9,157,12.4,10.1
77Q435,Q435,MARTIN VAN BUREN HIGH SCHOOL,HIGH SCHOOL,9,73,18,28,19.0,13.8,45,15.4,11.7
77Q440,Q440,FOREST HILLS HIGH SCHOOL,HIGH SCHOOL,11,229,37,84,12.7,9.9,145,11.7,8.9
77Q445,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,HIGH SCHOOL,13,151,31,62,7.7,6.2,89,9.2,7.9
77Q450,Q450,LONG ISLAND CITY HIGH SCHOOL,HIGH SCHOOL,12,139,35,55,12.3,9.7,84,11.8,9.6
77Q455,Q455,NEWTOWN HIGH SCHOOL,HIGH SCHOOL,13,102,26,37,14.8,12.0,65,13.0,11.1
77Q460,Q460,FLUSHING HIGH SCHOOL,HIGH SCHOOL,9,93,21,36,9.6,7.7,57,9.5,6.9
77Q475,Q475,RICHMOND HILL HIGH SCHOOL,HIGH SCHOOL,11,112,29,46,13.9,11.6,66,12.5,10.1
77Q480,Q480,JOHN ADAMS HIGH SCHOOL,HIGH SCHOOL,9,179,44,64,10.7,7.9,115,8.7,6.0
77Q485,Q485,GROVER CLEVELAND HIGH SCHOOL,HIGH SCHOOL,9,108,30,48,15.1,13.2,60,11.8,10.3
77Q492,Q492,MATHEMATICS  SCIENCE RESEARCH AND TECHNOLOGY MAGNE,HIGH SCHOOL,3,26,6,10,6.0,2.0,16,10.8,3.0
77Q495,Q495,BAYSIDE HIGH SCHOOL,HIGH SCHOOL,13,162,52,64,15.8,12.2,98,13.0,10.4
77Q498,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,HIGH SCHOOL,3,29,5,9,10.9,7.4,20,10.1,2.6
