Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other (U/O) Count,U/O Average Years in Title,U/O Average Years at School
2022,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE,71M211,M211,HIGH SCHOOL,3,37,13,*,,,*,,,8,10.8,2.8,*,,,8,5.6,3.4,20,9.5,4,*,,,*,,
2022,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,71M280,M280,HIGH SCHOOL,3,37,5,*,,,*,,,10,7.6,3.3,*,,,*,,,22,5.1,3,*,,,*,,
2022,URBAN ASSEMBLY MAKER ACADEMY,71M282,M282,HIGH SCHOOL,4,41,7,*,,,5,5.4,1.1,7,10.1,1.4,*,,,7,6.8,4,19,4.8,2,*,,,*,,
2022,HARLEM RENAISSANCE HIGH SCHOOL,71M285,M285,HIGH SCHOOL,1,15,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
2022,FOOD AND FINANCE HIGH SCHOOL,71M288,M288,HIGH SCHOOL,2,33,5,*,,,*,,,6,11.4,6.1,*,,,7,9.6,3.9,15,12.7,9.4,*,,,*,,
2022,ORCHARD COLLEGIATE ACADEMY,71M292,M292,HIGH SCHOOL,2,26,6,*,,,6,5.8,4.3,*,,,*,,,*,,,12,9.9,5.8,*,,,*,,
2022,ESSEX STREET ACADEMY,71M294,M294,HIGH SCHOOL,2,24,6,*,,,*,,,*,,,*,,,*,,,16,12.9,9.2,*,,,*,,
2022,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,71M296,M296,HIGH SCHOOL,2,23,6,*,,,*,,,*,,,*,,,*,,,14,14.9,10.7,*,,,*,,
2022,PACE HIGH SCHOOL,71M298,M298,HIGH SCHOOL,4,42,7,*,,,*,,,10,11.4,4,*,,,9,8.8,4.6,18,12.9,8.7,*,,,*,,
2022,THE MAXINE GREENE HS FOR IMAGINATIVE INQUIRY,71M299,M299,HIGH SCHOOL,2,16,3,*,,,*,,,5,12.1,4.9,*,,,*,,,7,15.1,6.6,*,,,*,,
2022,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,71M300,M300,HIGH SCHOOL,2,26,7,*,,,*,,,10,6.6,3.6,*,,,6,8.3,5.6,6,8.2,5.9,*,,,*,,
2022,FACING HISTORY SCHOOL  THE,71M303,M303,HIGH SCHOOL,2,31,8,*,,,*,,,10,9.7,5.2,*,,,8,5.7,4.2,13,8.3,6.1,*,,,*,,
2022,MOTT HALL HIGH SCHOOL,71M304,M304,HIGH SCHOOL,2,18,3,*,,,*,,,5,10.1,1.8,*,,,5,8.5,1.5,7,3.2,2.8,*,,,*,,
2022,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW  THE,71M305,M305,HIGH SCHOOL,3,27,8,*,,,*,,,6,8.9,4.9,*,,,5,6,4.3,16,6.1,3,*,,,*,,
2022,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE,71M307,M307,HIGH SCHOOL,2,28,10,*,,,*,,,*,,,*,,,5,6.3,3.2,17,6.2,4.9,*,,,*,,
2022,LOWER MANHATTAN ARTS ACADEMY,71M308,M308,HIGH SCHOOL,2,32,7,*,,,5,5.5,2,*,,,*,,,6,4.8,3.1,17,7.8,4.1,*,,,*,,
2022,THE JUDITH S. KAYE SCHOOL,71M310,M310,HIGH SCHOOL,3,11,2,*,,,*,,,5,15.3,3.5,*,,,*,,,5,18.1,2.9,*,,,*,,
2022,JAMES BALDWIN SCHOOL  THE: A SCHOOL FOR EXPEDITION,71M313,M313,HIGH SCHOOL,2,20,5,*,,,*,,,6,9.9,8.8,*,,,5,5.7,3.9,9,12.8,7.5,*,,,*,,
2022,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,71M316,M316,HIGH SCHOOL,1,12,4,*,,,*,,,*,,,*,,,*,,,10,6.7,5,*,,,*,,
2022,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,71M369,M369,HIGH SCHOOL,2,28,10,*,,,*,,,11,9,3.7,*,,,*,,,10,8,4,*,,,*,,
2022,GRAMERCY ARTS HIGH SCHOOL,71M374,M374,HIGH SCHOOL,3,36,9,*,,,6,4.6,1.7,5,10.5,1.9,*,,,5,8.1,2.7,18,7,4.3,*,,,*,,
2022,NYC ISCHOOL,71M376,M376,HIGH SCHOOL,3,36,7,*,,,*,,,*,,,*,,,7,4.8,3.1,22,11.5,6.7,*,,,*,,
2022,MANHATTAN BUSINESS ACADEMY,71M392,M392,HIGH SCHOOL,3,33,3,*,,,*,,,6,9.5,3.2,*,,,*,,,19,8.2,4.8,*,,,*,,
2022,BUSINESS OF SPORTS SCHOOL,71M393,M393,HIGH SCHOOL,3,35,9,*,,,*,,,12,10.5,5.2,*,,,9,7.7,4.5,12,10,4.5,*,,,*,,
2022,EMMA LAZARUS HIGH SCHOOL,71M394,M394,HIGH SCHOOL,3,16,5,*,,,*,,,*,,,*,,,*,,,10,7,4.6,*,,,*,,
2022,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,71M399,M399,HIGH SCHOOL,3,17,4,*,,,*,,,*,,,*,,,*,,,9,8.4,4.9,*,,,*,,
2022,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,71M400,M400,HIGH SCHOOL,7,74,13,*,,,11,12.6,10.4,7,10.7,5,*,,,8,11,7.5,44,9.5,5.5,*,,,*,,
2022,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,71M402,M402,HIGH SCHOOL,2,29,7,*,,,*,,,*,,,*,,,6,9.8,3.4,19,5.5,3.3,*,,,*,,
2022,THE GLOBAL LEARNING COLLABORATIVE,71M403,M403,HIGH SCHOOL,3,34,8,*,,,*,,,*,,,*,,,5,14.1,1.3,20,13.9,6.1,*,,,*,,
2022,INNOVATION DIPLOMA PLUS,71M404,M404,HIGH SCHOOL,2,16,3,*,,,*,,,*,,,*,,,*,,,12,9.5,6.6,*,,,*,,
2022,BARUCH COLLEGE CAMPUS HIGH SCHOOL,71M411,M411,HIGH SCHOOL,2,29,7,*,,,*,,,*,,,*,,,5,10.1,1.1,21,8.3,7,*,,,*,,
2022,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,71M412,M412,HIGH SCHOOL,3,46,16,*,,,*,,,*,,,*,,,5,4.6,1.6,35,10.6,6.6,*,,,*,,
2022,N.Y.C. MUSEUM SCHOOL,71M414,M414,HIGH SCHOOL,3,33,8,*,,,*,,,*,,,*,,,6,10.3,2.5,19,11.5,5.8,*,,,*,,
2022,ELEANOR ROOSEVELT HIGH SCHOOL,71M416,M416,HIGH SCHOOL,3,34,4,*,,,5,11.5,5.9,*,,,*,,,*,,,25,12.6,9.3,*,,,*,,
2022,FRANK MCCOURT HIGH SCHOOL,71M417,M417,HIGH SCHOOL,2,26,6,*,,,*,,,*,,,*,,,5,5.9,2.7,15,9.1,6,*,,,*,,
2022,MILLENNIUM HIGH SCHOOL,71M418,M418,HIGH SCHOOL,3,42,6,*,,,9,8.9,7,*,,,*,,,*,,,32,10.5,7.3,*,,,*,,
2022,LANDMARK HIGH SCHOOL,71M419,M419,HIGH SCHOOL,3,31,9,*,,,5,9.1,7.1,*,,,*,,,*,,,19,7.3,4.4,*,,,*,,
2022,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,71M420,M420,HIGH SCHOOL,9,98,17,*,,,17,11.2,9.6,10,13.7,12.2,*,,,11,12,7,58,11.1,8.6,*,,,*,,
2022,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,71M423,M423,HIGH SCHOOL,2,18,3,*,,,*,,,*,,,*,,,*,,,8,8.8,4.1,*,,,*,,
2022,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,71M425,M425,HIGH SCHOOL,3,17,7,*,,,*,,,*,,,*,,,6,15.2,9.4,7,9.7,5,*,,,*,,
2022,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,71M427,M427,HIGH SCHOOL,3,16,5,*,,,*,,,*,,,*,,,6,12.4,6,6,6.3,5.3,*,,,*,,
2022,MURRAY HILL ACADEMY,71M432,M432,HIGH SCHOOL,2,23,6,*,,,*,,,*,,,*,,,*,,,12,13.4,5.5,*,,,*,,
2022,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,71M435,M435,HIGH SCHOOL,8,88,15,*,,,13,8,5.7,5,5.4,4.2,*,,,31,6.5,5.7,39,11.7,7.4,*,,,*,,
2022,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,71M437,M437,HIGH SCHOOL,3,22,10,*,,,5,4.7,0.9,*,,,*,,,*,,,10,9.7,3.1,*,,,*,,
2022,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,71M438,M438,HIGH SCHOOL,2,24,6,*,,,*,,,*,,,*,,,5,5.9,5.9,16,14.1,8.4,*,,,*,,
2022,MANHATTAN VILLAGE ACADEMY,71M439,M439,HIGH SCHOOL,2,29,4,*,,,*,,,*,,,*,,,*,,,20,8.2,7.6,*,,,*,,
2022,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,71M448,M448,HIGH SCHOOL,3,39,12,*,,,7,11.1,6.4,*,,,*,,,8,9.4,3.9,21,8.1,4.3,*,,,*,,
2022,VANGUARD HIGH SCHOOL,71M449,M449,HIGH SCHOOL,2,32,5,*,,,6,13.8,10.7,6,6.9,3.4,*,,,6,10.7,9.7,14,14.1,10.2,*,,,*,,
2022,FORSYTH SATELLITE ACADEMY,71M458,M458,HIGH SCHOOL,1,15,4,*,,,*,,,*,,,*,,,*,,,8,9.6,5,*,,,*,,
2022,MANHATTAN INTERNATIONAL HIGH SCHOOL,71M459,M459,HIGH SCHOOL,2,21,6,*,,,6,13,8.9,*,,,*,,,*,,,7,9.9,8.4,*,,,*,,
2022,THE COLLEGE ACADEMY,71M462,M462,HIGH SCHOOL,4,29,16,*,,,*,,,*,,,*,,,17,8.8,6.8,8,15.1,10.1,*,,,*,,
2022,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,71M463,M463,HIGH SCHOOL,3,30,6,*,,,*,,,*,,,*,,,16,8.6,4.6,6,12.6,12.1,*,,,*,,
2022,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,71M467,M467,HIGH SCHOOL,4,36,13,*,,,*,,,*,,,*,,,14,9.6,6.5,16,13.1,9.9,*,,,*,,
2022,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,71M468,M468,HIGH SCHOOL,4,31,10,*,,,*,,,*,,,*,,,11,12.1,7.6,13,14.3,9.2,*,,,*,,
2022,STUYVESANT HIGH SCHOOL,71M475,M475,HIGH SCHOOL,11,155,31,*,,,30,10.2,6.3,6,16.6,8.7,*,,,12,20.4,13.2,103,16.4,12.4,*,,,*,,
2022,BEACON HIGH SCHOOL,71M479,M479,HIGH SCHOOL,4,80,17,*,,,7,14.7,10,9,17.1,10,*,,,10,11,1.8,52,12,6.4,*,,,*,,
2022,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART A,71M485,M485,HIGH SCHOOL,13,152,25,*,,,20,14.6,8.6,17,12.4,8.1,*,,,9,10,3.3,98,13.3,9.9,*,,,5,10.5,7.3
2022,HIGH SCHOOL OF ECONOMICS AND FINANCE,71M489,M489,HIGH SCHOOL,3,47,7,*,,,5,10.3,8.2,*,,,*,,,*,,,32,8,4.8,*,,,*,,
2022,HIGH SCHOOL FOR LAW  ADVOCACY AND COMMUNITY JUSTIC,71M492,M492,HIGH SCHOOL,4,25,7,*,,,6,13.3,7.4,*,,,*,,,*,,,14,13.9,11.6,*,,,*,,
2022,HIGH SCHOOL OF ARTS AND TECHNOLOGY,71M494,M494,HIGH SCHOOL,4,38,9,*,,,*,,,8,9.6,2.8,*,,,6,16,5,19,8.7,3.6,*,,,*,,
2022,PARK EAST HIGH SCHOOL,71M495,M495,HIGH SCHOOL,3,36,7,*,,,*,,,*,,,*,,,6,11.3,5.9,26,12.3,7.8,*,,,*,,
2022,UNITY CENTER FOR URBAN TECHNOLOGIES,71M500,M500,HIGH SCHOOL,3,15,5,*,,,*,,,*,,,*,,,9,5.8,4.9,*,,,*,,,*,,
2022,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,71M505,M505,HIGH SCHOOL,3,29,8,*,,,*,,,6,16.2,8.4,*,,,6,9.2,6.9,13,16.7,13.6,*,,,*,,
2022,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,71M507,M507,HIGH SCHOOL,2,37,7,*,,,8,7.9,4.7,7,7,5.2,*,,,5,4,2.9,17,8.5,5.9,*,,,*,,
2022,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,71M515,M515,HIGH SCHOOL,3,32,8,*,,,13,11.6,11,*,,,*,,,6,8.2,4.1,10,14.4,12.7,*,,,*,,
2022,TALENT UNLIMITED HIGH SCHOOL,71M519,M519,HIGH SCHOOL,2,36,7,*,,,6,6.3,3.6,*,,,*,,,*,,,22,11.5,7.4,*,,,*,,
2022,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,71M520,M520,HIGH SCHOOL,1,17,6,*,,,*,,,*,,,*,,,5,10.3,6.8,6,23.1,13.2,*,,,*,,
2022,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,71M529,M529,HIGH SCHOOL,2,20,4,*,,,*,,,*,,,*,,,5,12.9,8.3,9,13.4,8,*,,,*,,
2022,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,71M531,M531,HIGH SCHOOL,3,15,4,*,,,*,,,*,,,*,,,*,,,10,7.3,3.8,*,,,*,,
2022,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,71M533,M533,HIGH SCHOOL,3,31,7,*,,,6,7.2,4.4,*,,,*,,,9,5.4,4.4,14,9.3,5.1,*,,,*,,
2022,HARVEST COLLEGIATE HIGH SCHOOL,71M534,M534,HIGH SCHOOL,3,38,6,*,,,*,,,6,11.7,1.3,*,,,7,6.6,4.3,20,9.1,4.1,*,,,*,,
2022,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,71M540,M540,HIGH SCHOOL,7,93,23,*,,,8,11.8,5.2,14,12.7,5.9,*,,,36,9.7,5.2,30,12.5,6.7,*,,,*,,
2022,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,71M541,M541,HIGH SCHOOL,3,25,5,*,,,6,12,8.6,*,,,*,,,*,,,13,9.7,8,*,,,*,,
2022,MANHATTAN BRIDGES HIGH SCHOOL,71M542,M542,HIGH SCHOOL,3,33,7,*,,,*,,,*,,,*,,,20,10.5,6.1,8,9.8,6.9,*,,,*,,
2022,NEW DESIGN HIGH SCHOOL,71M543,M543,HIGH SCHOOL,3,49,9,*,,,*,,,*,,,*,,,5,6.8,1.6,36,10.3,5.9,*,,,*,,
2022,INDEPENDENCE HIGH SCHOOL,71M544,M544,HIGH SCHOOL,3,20,4,*,,,*,,,6,12.3,6.3,*,,,*,,,10,9.2,5.4,*,,,*,,
2022,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,71M545,M545,HIGH SCHOOL,2,23,5,*,,,11,10.9,7.5,*,,,*,,,*,,,10,9.2,8.7,*,,,*,,
2022,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,71M550,M550,HIGH SCHOOL,3,26,6,*,,,*,,,*,,,*,,,10,13.3,7.4,9,11.7,5.8,*,,,*,,
2022,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,71M551,M551,HIGH SCHOOL,4,39,11,*,,,*,,,*,,,*,,,5,9.6,3.6,26,10.9,6.2,*,,,*,,
2022,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE,71M552,M552,HIGH SCHOOL,5,33,8,*,,,*,,,*,,,*,,,23,11.7,6.9,*,,,*,,,*,,
2022,CENTRAL PARK EAST HIGH SCHOOL,71M555,M555,HIGH SCHOOL,3,34,8,*,,,*,,,*,,,*,,,*,,,24,11.8,9.6,*,,,*,,
2022,HIGH SCHOOL M560 - CITY AS SCHOOL,71M560,M560,HIGH SCHOOL,3,36,10,*,,,*,,,9,13.4,5.2,*,,,7,11.7,5.2,15,16.1,8.3,*,,,*,,
2022,URBAN ACADEMY LABORATORY HIGH SCHOOL,71M565,M565,HIGH SCHOOL,1,15,4,*,,,*,,,5,18.3,15.2,*,,,*,,,7,25,21.2,*,,,*,,
2022,SATELLITE ACADEMY HIGH SCHOOL,71M570,M570,HIGH SCHOOL,2,12,4,*,,,*,,,*,,,*,,,*,,,5,15.8,8.1,*,,,*,,
2022,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,71M575,M575,HIGH SCHOOL,6,41,13,*,,,7,12.2,9.2,*,,,*,,,*,,,25,11.8,8.2,*,,,*,,
2022,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,71M580,M580,HIGH SCHOOL,2,22,5,*,,,*,,,*,,,*,,,*,,,18,19,15.2,*,,,*,,
2022,HARVEY MILK HIGH SCHOOL,71M586,M586,HIGH SCHOOL,2,11,3,*,,,*,,,*,,,*,,,*,,,7,7.1,4.7,*,,,*,,
2022,THE HIGH SCHOOL OF FASHION INDUSTRIES,71M600,M600,HIGH SCHOOL,11,114,25,*,,,10,11,9.4,10,8.4,4.5,*,,,21,9.6,8.1,72,9.2,6.5,*,,,*,,
2022,HUMANITIES PREPARATORY ACADEMY,71M605,M605,HIGH SCHOOL,2,22,4,*,,,*,,,*,,,*,,,*,,,11,9.8,3.4,*,,,*,,
2022,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,71M615,M615,HIGH SCHOOL,3,36,12,*,,,5,10.1,5.7,11,14.2,5.3,*,,,5,3.8,2.7,15,18,12.2,*,,,*,,
2022,ART AND DESIGN HIGH SCHOOL,71M630,M630,HIGH SCHOOL,8,99,21,*,,,11,7.9,5.5,14,9.9,6.5,*,,,10,7.2,4.9,62,8.7,6.9,*,,,*,,
2022,CASCADES HIGH SCHOOL,71M650,M650,HIGH SCHOOL,2,14,4,*,,,*,,,*,,,*,,,*,,,5,6.5,2.6,*,,,*,,
2022,THE HIGH SCHOOL FOR CLIMATE JUSTICE,71M655,M655,HIGH SCHOOL,2,28,8,*,,,5,12.7,12.5,*,,,*,,,*,,,17,9.5,6.8,*,,,*,,
2022,HERITAGE SCHOOL  THE,71M680,M680,HIGH SCHOOL,3,23,6,*,,,*,,,*,,,*,,,*,,,10,6.8,5.5,*,,,*,,
2022,HIGH SCHOOL FOR MATHEMATICS  SCIENCE AND ENGINEERI,71M692,M692,HIGH SCHOOL,2,30,6,*,,,6,12.6,4.6,*,,,*,,,*,,,20,15.9,11.9,*,,,*,,
2022,BARD HIGH SCHOOL EARLY COLLEGE,71M696,M696,HIGH SCHOOL,3,46,9,*,,,8,10.2,8.1,6,10.9,4.4,*,,,5,11.2,6.4,27,12.1,7.5,*,,,*,,
2022,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,72X213,X213,HIGH SCHOOL,3,29,9,*,,,*,,,14,13.8,6.3,*,,,5,17.3,10.6,7,16.3,7,*,,,*,,
2022,BRONX COLLEGIATE ACADEMY,72X227,X227,HIGH SCHOOL,4,27,10,*,,,*,,,7,13.8,7,*,,,7,9,6.8,10,10.2,8.5,*,,,*,,
2022,THE MARIE CURIE SCHOOL FOR MEDICINE  NURSING  AND,72X237,X237,HIGH SCHOOL,2,27,9,*,,,*,,,5,18.9,6.2,*,,,*,,,19,10.6,6.9,*,,,*,,
2022,METROPOLITAN HIGH SCHOOL  THE,72X248,X248,HIGH SCHOOL,3,20,5,*,,,*,,,9,9.9,2.9,*,,,*,,,6,12.1,4.4,*,,,*,,
2022,BRONX HEALTH SCIENCES HIGH SCHOOL,72X249,X249,HIGH SCHOOL,2,22,6,*,,,*,,,6,18.8,11.9,*,,,*,,,14,8.4,3.5,*,,,*,,
2022,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,72X250,X250,HIGH SCHOOL,3,30,10,*,,,*,,,6,12.7,4.9,*,,,8,6.4,3.2,13,11.9,7.2,*,,,*,,
2022,EXPLORATIONS ACADEMY H.S.,72X251,X251,HIGH SCHOOL,2,29,11,*,,,*,,,8,10.5,2.4,*,,,13,6.5,4.8,8,11.5,7.8,*,,,*,,
2022,MOTT HALL BRONX HIGH SCHOOL,72X252,X252,HIGH SCHOOL,2,29,6,*,,,*,,,7,4.5,2.5,*,,,6,1.6,1.4,14,8.5,4.6,*,,,*,,
2022,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,72X253,X253,HIGH SCHOOL,2,18,9,*,,,*,,,8,15.6,8.3,*,,,*,,,7,15.1,7.8,*,,,*,,
2022,H.E.R.O. HIGH (HEALTH  EDUCATION  AND RESEARCH OCC,72X259,X259,HIGH SCHOOL,4,63,10,*,,,*,,,15,9.9,2.9,*,,,14,8.3,2.3,29,7.5,3.2,*,,,*,,
2022,BRONX CENTER FOR SCIENCE AND MATHEMATICS,72X260,X260,HIGH SCHOOL,4,30,4,*,,,*,,,*,,,*,,,6,7.7,5.8,15,9.5,6.8,*,,,*,,
2022,VALIDUS PREPARATORY ACADEMY,72X263,X263,HIGH SCHOOL,3,28,9,*,,,*,,,13,8.8,4.6,*,,,5,9,6.7,8,9.4,6.1,*,,,*,,
2022,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),72X264,X264,HIGH SCHOOL,3,40,10,*,,,*,,,8,11.4,4.3,*,,,11,9.6,3.7,17,7.4,4.9,*,,,*,,
2022,BRONX LAB SCHOOL,72X265,X265,HIGH SCHOOL,3,25,7,*,,,*,,,6,15.2,9.8,*,,,*,,,15,11.3,6.4,*,,,*,,
2022,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,72X268,X268,HIGH SCHOOL,3,26,9,*,,,*,,,*,,,*,,,11,13,6.6,9,13.7,7,*,,,*,,
2022,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,72X270,X270,HIGH SCHOOL,3,28,10,*,,,*,,,14,11.3,7.5,*,,,*,,,7,15.2,5.6,*,,,*,,
2022,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,72X275,X275,HIGH SCHOOL,4,35,12,*,,,*,,,9,10.7,6.6,*,,,5,8.7,6.6,15,18.5,8.9,*,,,*,,
2022,WOMEN'S ACADEMY OF EXCELLENCE,72X282,X282,HIGH SCHOOL,2,17,6,*,,,5,17.5,5.3,5,16.6,9.4,*,,,*,,,6,11.1,3.9,*,,,*,,
2022,BRONX SCHOOL OF LAW AND FINANCE,72X284,X284,HIGH SCHOOL,3,25,10,*,,,*,,,*,,,*,,,8,10,8.1,11,14,7.9,*,,,*,,
2022,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,72X288,X288,HIGH SCHOOL,4,35,8,*,,,*,,,14,13.5,3.6,*,,,9,15.5,3.7,9,10.1,6,*,,,*,,
2022,BRONX ACADEMY OF HEALTH CAREERS,72X290,X290,HIGH SCHOOL,3,26,7,*,,,*,,,15,12.6,8.9,*,,,5,5.4,1.4,*,,,*,,,*,,
2022,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TH,72X293,X293,HIGH SCHOOL,3,33,8,*,,,*,,,6,11.8,6.9,*,,,11,10,3.7,13,6.4,5.4,*,,,*,,
2022,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,72X297,X297,HIGH SCHOOL,4,38,10,*,,,*,,,8,9.5,8,*,,,9,5.7,3.7,16,7.9,5.8,*,,,*,,
2022,ASTOR COLLEGIATE ACADEMY,72X299,X299,HIGH SCHOOL,3,33,9,*,,,*,,,11,11.3,3.7,*,,,*,,,17,13.2,9.1,*,,,*,,
2022,MILLENNIUM ART ACADEMY,72X312,X312,HIGH SCHOOL,3,36,7,*,,,*,,,5,14,8.6,*,,,11,13.1,5.3,18,13.1,7.6,*,,,*,,
2022,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,72X319,X319,HIGH SCHOOL,2,13,5,*,,,*,,,*,,,*,,,*,,,9,17.9,10.5,*,,,*,,
2022,PELHAM LAB HIGH SCHOOL,72X320,X320,HIGH SCHOOL,3,37,12,*,,,5,7.5,4.1,10,6.2,3.7,*,,,8,6.7,3.7,13,10.8,4.5,*,,,*,,
2022,DREAMYARD PREPARATORY SCHOOL,72X329,X329,HIGH SCHOOL,3,25,7,*,,,*,,,8,4.2,1.2,*,,,8,5,3.7,7,9.6,6.4,*,,,*,,
2022,INTERNATIONAL COMMUNITY HIGH SCHOOL,72X334,X334,HIGH SCHOOL,2,29,16,*,,,6,12,9.1,*,,,*,,,9,10.6,6.7,11,10.5,6.4,*,,,*,,
2022,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,72X348,X348,HIGH SCHOOL,3,27,6,*,,,*,,,5,10.4,5.3,*,,,8,12.7,4.6,10,9.6,3.5,*,,,*,,
2022,BRONX RIVER HIGH SCHOOL,72X349,X349,HIGH SCHOOL,3,35,11,*,,,*,,,5,1.4,1.4,*,,,10,8.4,3.1,17,10.6,4.9,*,,,*,,
2022,NEW DIRECTIONS SECONDARY SCHOOL,72X350,X350,HIGH SCHOOL,2,16,6,*,,,*,,,*,,,*,,,5,9.7,3.5,6,8.2,4.4,*,,,*,,
2022,BRONX COLLABORATIVE HIGH SCHOOL,72X351,X351,HIGH SCHOOL,2,46,9,*,,,*,,,5,8.5,2.5,*,,,11,7.1,3.8,24,8.4,3,*,,,*,,
2022,WORLD VIEW HIGH SCHOOL,72X353,X353,HIGH SCHOOL,4,50,11,*,,,*,,,*,,,*,,,18,3.7,2.6,24,5.2,3.8,*,,,*,,
2022,ACADEMY FOR LANGUAGE AND TECHNOLOGY,72X365,X365,HIGH SCHOOL,2,24,5,*,,,*,,,*,,,*,,,14,5.9,4.1,9,5.7,5.7,*,,,*,,
2022,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,72X374,X374,HIGH SCHOOL,3,31,8,*,,,*,,,*,,,*,,,8,7.6,3.5,16,6.4,5.3,*,,,*,,
2022,BRONX COMMUNITY HIGH SCHOOL,72X377,X377,HIGH SCHOOL,2,12,2,*,,,*,,,5,15.6,8.3,*,,,*,,,*,,,*,,,*,,
2022,JILL CHAIFETZ TRANSFER HIGH SCHOOL,72X379,X379,HIGH SCHOOL,2,18,6,*,,,*,,,*,,,*,,,*,,,9,14.5,7.4,*,,,*,,
2022,BRONX HAVEN HIGH SCHOOL,72X381,X381,HIGH SCHOOL,2,13,3,*,,,*,,,*,,,*,,,*,,,5,13.8,5.8,*,,,*,,
2022,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,72X388,X388,HIGH SCHOOL,3,32,5,*,,,*,,,*,,,*,,,15,7.7,6.2,13,8.4,4.6,*,,,*,,
2022,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,72X397,X397,HIGH SCHOOL,3,25,9,*,,,*,,,*,,,*,,,8,13.7,4.6,15,10.1,5.6,*,,,*,,
2022,BRONX INTERNATIONAL HIGH SCHOOL,72X403,X403,HIGH SCHOOL,4,28,9,*,,,9,14.5,6.8,*,,,*,,,5,8.7,3.6,10,7.8,3.6,*,,,*,,
