Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School
2023,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,77Q308,Q308,HIGH SCHOOL,3,40,11,14,13.6,8.6,26,13.7,8.4
2023,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM,77Q313,Q313,HIGH SCHOOL,3,28,4,14,10.3,3.1,14,9.7,4.3
2023,EPIC HIGH SCHOOL - SOUTH,77Q314,Q314,HIGH SCHOOL,3,30,7,18,8.2,1.9,12,5.3,2
2023,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,77Q315,Q315,HIGH SCHOOL,4,35,9,15,7.7,4.5,20,9.6,4.9
2023,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,77Q324,Q324,HIGH SCHOOL,3,23,6,9,14.2,6.8,14,12.7,7.6
2023,HILLSIDE ARTS & LETTERS ACADEMY,77Q325,Q325,HIGH SCHOOL,3,29,5,5,12.6,5.2,24,9.2,6
2023,CAMBRIA HEIGHTS ACADEMY,77Q326,Q326,HIGH SCHOOL,3,26,5,14,6.9,4.6,12,9,4.2
2023,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,77Q328,Q328,HIGH SCHOOL,3,29,7,12,7.2,5,17,11.1,7.3
2023,EPIC HIGH SCHOOL - NORTH,77Q334,Q334,HIGH SCHOOL,1,27,5,12,4.3,2.9,15,7.4,3.8
2023,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,77Q338,Q338,HIGH SCHOOL,2,8,5,*,,,*,,
2023,JAMAICA GATEWAY TO THE SCIENCES,77Q350,Q350,HIGH SCHOOL,3,31,7,13,9.1,6.2,18,5.7,3.5
2023,ROCKAWAY COLLEGIATE HIGH SCHOOL,77Q351,Q351,HIGH SCHOOL,3,25,6,10,6.1,3.1,15,10.1,5.5
2023,AUGUST MARTIN HIGH SCHOOL,77Q400,Q400,HIGH SCHOOL,3,41,8,11,8.9,5.2,30,8.5,2.8
2023,BENJAMIN N. CARDOZO HIGH SCHOOL,77Q415,Q415,HIGH SCHOOL,10,193,37,78,14.3,12.2,115,14.1,10.4
2023,JOHN BOWNE HIGH SCHOOL,77Q425,Q425,HIGH SCHOOL,13,196,61,75,13.2,10.2,121,11.3,8.7
2023,FRANCIS LEWIS HIGH SCHOOL,77Q430,Q430,HIGH SCHOOL,11,241,72,81,13.5,9.6,160,12.9,10.3
2023,MARTIN VAN BUREN HIGH SCHOOL,77Q435,Q435,HIGH SCHOOL,9,71,18,25,19.7,14.7,46,14,10.3
2023,FOREST HILLS HIGH SCHOOL,77Q440,Q440,HIGH SCHOOL,11,219,37,84,12.5,9.9,135,11.8,9.3
2023,WILLIAM CULLEN BRYANT HIGH SCHOOL,77Q445,Q445,HIGH SCHOOL,12,145,32,61,7.4,6.2,84,9.1,7.6
2023,LONG ISLAND CITY HIGH SCHOOL,77Q450,Q450,HIGH SCHOOL,12,135,37,55,12.8,9.6,80,11.9,9.8
2023,NEWTOWN HIGH SCHOOL,77Q455,Q455,HIGH SCHOOL,12,107,29,40,14.1,11.6,67,11.9,10.2
2023,FLUSHING HIGH SCHOOL,77Q460,Q460,HIGH SCHOOL,9,88,21,35,9.6,8.1,53,9.5,7.4
2023,RICHMOND HILL HIGH SCHOOL,77Q475,Q475,HIGH SCHOOL,12,117,26,45,12.7,11.1,72,12.7,10.2
2023,JOHN ADAMS HIGH SCHOOL,77Q480,Q480,HIGH SCHOOL,10,171,52,65,10.4,8.1,106,9.8,6.8
2023,GROVER CLEVELAND HIGH SCHOOL,77Q485,Q485,HIGH SCHOOL,9,101,33,43,15.6,14.4,58,12.8,11.2
2023,MATHEMATICS  SCIENCE RESEARCH AND TECHNOLOGY MAGNE,77Q492,Q492,HIGH SCHOOL,3,28,7,11,7,2.8,17,9.4,3.1
2023,BAYSIDE HIGH SCHOOL,77Q495,Q495,HIGH SCHOOL,13,170,51,66,15.1,12,104,12.9,10
2023,HEALTH  ARTS  ROBOTICS  AND TECHNOLOGY HIGH SCHOOL,77Q498,Q498,HIGH SCHOOL,2,34,6,12,10.4,6.4,22,9.5,2.8
2023,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,77Q501,Q501,HIGH SCHOOL,5,56,12,32,14.3,8.3,24,12.5,6.7
2023,INFORMATION TECHNOLOGY HIGH SCHOOL,77Q502,Q502,HIGH SCHOOL,4,56,17,30,13.3,9.8,26,14.3,9.1
2023,HILLCREST HIGH SCHOOL,77Q505,Q505,HIGH SCHOOL,13,151,42,57,15.6,12.5,94,14,10.8
2023,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,77Q520,Q520,HIGH SCHOOL,3,27,8,14,15.9,13.6,13,13.4,9.9
2023,TOWNSEND HARRIS HIGH SCHOOL,77Q525,Q525,HIGH SCHOOL,6,86,19,38,14.5,8.9,48,12.2,8.2
2023,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,77Q530,Q530,HIGH SCHOOL,3,29,6,13,10.8,8.2,16,13.2,10.4
2023,QUEENS ACADEMY HIGH SCHOOL,77Q540,Q540,HIGH SCHOOL,3,22,7,11,8.6,6.2,11,7.3,4.4
2023,HIGH SCHOOL FOR ARTS AND BUSINESS,77Q550,Q550,HIGH SCHOOL,5,49,15,28,14.5,10.8,21,14.3,10.4
2023,NEWCOMERS HIGH SCHOOL,77Q555,Q555,HIGH SCHOOL,6,71,12,24,11,7.7,47,10.7,7.5
2023,QUEENS HIGH SCHOOL OF TEACHING  LIBERAL ARTS AND T,77Q566,Q566,HIGH SCHOOL,5,70,14,18,11.7,7.9,52,13.3,9.8
2023,ACADEMY OF AMERICAN STUDIES,77Q575,Q575,HIGH SCHOOL,7,74,17,21,13.5,8.7,53,10.5,5.9
2023,MASPETH HIGH SCHOOL,77Q585,Q585,HIGH SCHOOL,4,75,16,34,8.5,4.9,41,5.3,3.7
2023,QUEENS TECHNICAL HIGH SCHOOL,77Q600,Q600,HIGH SCHOOL,8,103,22,46,13.4,11.6,57,10.6,9.1
2023,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,77Q610,Q610,HIGH SCHOOL,8,129,25,70,14.3,14,59,13.6,11.7
2023,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,77Q620,Q620,HIGH SCHOOL,11,126,35,57,13.4,9.9,69,10.5,8.2
2023,HIGH SCHOOL FOR CONSTRUCTION TRADES  ENGINEERING A,77Q650,Q650,HIGH SCHOOL,3,67,16,32,12.8,7.6,35,9.5,5.5
2023,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,77Q670,Q670,HIGH SCHOOL,3,37,8,20,17.7,13.3,17,14.1,8.9
2023,QUEENS METROPOLITAN HIGH SCHOOL,77Q686,Q686,HIGH SCHOOL,5,63,14,30,14.4,8.2,33,11.9,8.2
2023,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,77Q687,Q687,HIGH SCHOOL,3,28,7,13,9,6,15,11.4,6.1
2023,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,77Q690,Q690,HIGH SCHOOL,3,30,7,8,13.5,11.2,22,12,6.9
2023,VOYAGES PREPARATORY,77Q744,Q744,HIGH SCHOOL,2,17,4,9,13.7,10.4,8,12.8,6.6
2023,NORTH QUEENS COMMUNITY HIGH SCHOOL,77Q792,Q792,HIGH SCHOOL,2,9,2,*,,,*,,
2023,P.S. 371 - LILLIAN L. RASHKIS,97K371,K371,HIGH SCHOOL,3,44,66,18,13.1,11.2,26,10.1,8.6
2023,P.S. 373 - BROOKLYN TRANSITION CENTER,97K373,K373,HIGH SCHOOL,5,90,123,27,5.7,5.6,63,6.1,6
2023,P.S. K753 - SCHOOL FOR CAREER DEVELOPMENT,97K753,K753,HIGH SCHOOL,4,90,90,27,8.7,6.7,63,5.8,4.4
2023,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,97M751,M751,HIGH SCHOOL,2,41,59,16,5.5,4.5,25,4,3.1
2023,JOHN F. KENNEDY JR. SCHOOL,97Q721,Q721,HIGH SCHOOL,5,90,162,20,10.9,10.8,70,8.4,7.7
2023,QUEENS TRANSITION CENTER,97Q752,Q752,HIGH SCHOOL,4,84,115,22,10,8.4,62,9.9,8.1
2023,P.S. X721 - STEPHEN MCSWEENEY SCHOOL,97X721,X721,HIGH SCHOOL,6,106,184,31,9,7.7,75,8.4,7.1
2023,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,97X754,X754,HIGH SCHOOL,5,66,83,23,14,10.3,43,10.2,8.8
2023,SPECIAL MUSIC SCHOOL,03M859,M859,K-12 ALL GRADES,2,23,4,9,5.4,3.3,14,11.5,4.6
2023,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,06M348,M348,K-12 ALL GRADES,5,81,26,23,8.8,5.6,58,8.9,5
2023,NEW EXPLORATIONS INTO SCIENCE  TECHNOLOGY AND MATH,71M539,M539,K-12 ALL GRADES,6,97,19,36,9.3,6.2,61,9.1,6
2023,THE MICHAEL J. PETRIDES SCHOOL,81R080,R080,K-12 ALL GRADES,4,106,74,33,9.2,8.4,73,12.3,10.5
2023,P.S. 36,97K036,K036,K-12 ALL GRADES,5,113,158,25,10.6,10.2,88,7.5,6.6
2023,P.S. K053,97K053,K053,K-12 ALL GRADES,5,92,133,18,14.3,13.6,74,9,9
2023,P.S. K077,97K077,K077,K-12 ALL GRADES,4,84,94,14,7.7,5.9,70,7.5,7.4
2023,P.S. K141,97K141,K141,K-12 ALL GRADES,5,94,116,15,10.5,6.6,79,8.3,7.9
2023,P.S. 368,97K368,K368,K-12 ALL GRADES,4,66,83,17,10.8,10.5,49,8.8,8
2023,P.S. K369 - COY L. COX SCHOOL,97K369,K369,K-12 ALL GRADES,6,125,171,32,12.6,12,93,9.2,9.5
2023,P.S. 370,97K370,K370,K-12 ALL GRADES,4,62,84,12,11.8,11.3,50,9,8.3
2023,P.S. K721 - BROOKLYN OCCUPATIONAL TRAINING CENTER,97K721,K721,K-12 ALL GRADES,5,94,130,21,11.1,10.3,73,8.6,8.6
2023,P.S. K771,97K771,K771,K-12 ALL GRADES,5,139,206,25,10.9,9.4,114,10.4,10.3
2023,P.S. 035,97M035,M035,K-12 ALL GRADES,3,62,40,28,11.2,8.5,34,10.6,6.7
2023,P.S. M094,97M094,M094,K-12 ALL GRADES,5,111,158,22,9.3,6.1,89,8.8,7.6
2023,P.S. 138,97M138,M138,K-12 ALL GRADES,6,162,282,27,7.6,7.9,135,8,6.4
2023,P.S. M169 - ROBERT F. KENNEDY,97M169,M169,K-12 ALL GRADES,4,75,88,20,13.8,10.6,55,8.2,6.6
2023,P.S. M226,97M226,M226,K-12 ALL GRADES,4,73,97,10,11,10.9,63,8.5,7.5
2023,HOSPITAL SCHOOLS,97M401,M401,K-12 ALL GRADES,3,78,21,13,10.8,7.7,65,14,8.4
2023,HOME INSTRUCTION,97M501,M501,K-12 ALL GRADES,13,308,13,107,18.8,8.5,201,15.6,6.3
2023,P.S. Q023 @ QUEENS CHILDREN CENTER,97Q023,Q023,K-12 ALL GRADES,4,60,65,18,13.8,11.3,42,12.2,10.7
2023,P.S. Q177,97Q177,Q177,K-12 ALL GRADES,6,122,186,23,14,15,99,13.6,13
2023,P.S. Q233,97Q233,Q233,K-12 ALL GRADES,6,123,195,17,6.7,7.2,106,10,8.2
2023,P.S. Q255,97Q255,Q255,K-12 ALL GRADES,6,164,188,18,10.4,10.9,146,8.6,8
2023,P.S. Q256,97Q256,Q256,K-12 ALL GRADES,6,131,146,28,12.4,9.9,103,11,9.3
2023,THE RIVERVIEW SCHOOL,97Q277,Q277,K-12 ALL GRADES,5,149,190,27,5.5,3.8,122,5.5,4.6
2023,P.S. Q811,97Q811,Q811,K-12 ALL GRADES,5,107,179,16,9.9,7.7,91,10,7.2
2023,P.S. Q993,97Q993,Q993,K-12 ALL GRADES,5,139,291,23,11.6,9.5,116,11.8,10.3
2023,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,97R025,R025,K-12 ALL GRADES,5,128,214,42,12,9.1,86,10.3,7.2
2023,THE DAVID MARQUIS SCHOOL OF THE ARTS,97R037,R037,K-12 ALL GRADES,6,154,282,25,8.4,7.8,129,8.1,7.2
2023,P.S. X010,97X010,X010,K-12 ALL GRADES,8,174,219,22,9,9.7,152,7.4,7.1
2023,P.S. X017,97X017,X017,K-12 ALL GRADES,6,146,156,27,6.8,6.6,119,6.9,6.4
2023,P.S. 168,97X168,X168,K-12 ALL GRADES,6,147,164,25,11,11.5,122,8.5,7.4
2023,P.S. X188,97X188,X188,K-12 ALL GRADES,6,124,131,38,12.2,11.1,86,10.3,9.5
2023,THE BRONX SCHOOL FOR CONTINUOUS LEARNERS,97X469,X469,K-12 ALL GRADES,7,127,100,26,6.4,3.7,101,6.2,4.4
2023,P.S. 723,97X723,X723,K-12 ALL GRADES,5,103,136,27,7.6,7.6,76,8.5,7
2023,THE CLINTON SCHOOL,02M260,M260,SECONDARY SCHOOL,3,56,11,13,9,6.2,43,8.6,4.1
2023,SCHOOL OF THE FUTURE HIGH SCHOOL,02M413,M413,SECONDARY SCHOOL,4,51,17,22,12,8.6,29,9.4,7.3
2023,QUEST TO LEARN,02M422,M422,SECONDARY SCHOOL,3,51,16,18,11,6.1,33,8.4,4.2
2023,WEST END SECONDARY SCHOOL,03M291,M291,SECONDARY SCHOOL,3,51,7,19,8.5,2.3,32,6.4,2.7
2023,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,03M860,M860,SECONDARY SCHOOL,3,38,11,15,6.6,2.1,23,4.9,3
2023,ESPERANZA PREPARATORY ACADEMY,04M372,M372,SECONDARY SCHOOL,3,55,22,20,5.5,3.8,35,7.8,3.7
2023,COLUMBIA SECONDARY SCHOOL,05M362,M362,SECONDARY SCHOOL,2,47,12,18,9.2,6.4,29,9.8,5
2023,CITY COLLEGE ACADEMY OF THE ARTS,06M293,M293,SECONDARY SCHOOL,2,40,14,14,11,7.3,26,10.2,7.9
2023,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,06M346,M346,SECONDARY SCHOOL,4,50,10,16,12.9,8.7,34,9.4,8
2023,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,07X223,X223,SECONDARY SCHOOL,4,53,11,19,5.9,4,34,7.5,5.7
2023,ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOG,08X367,X367,SECONDARY SCHOOL,4,52,21,18,11.1,6.9,34,7.8,5.7
2023,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,09X324,X324,SECONDARY SCHOOL,3,31,9,6,11,7.7,25,6.6,3.9
2023,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,09X327,X327,SECONDARY SCHOOL,4,57,21,15,9.3,6.8,42,8.4,5.1
2023,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,09X568,X568,SECONDARY SCHOOL,3,45,7,11,9.1,5.4,34,6.7,4.4
2023,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,10X141,X141,SECONDARY SCHOOL,5,100,18,39,12.2,9,61,12,8.2
2023,THEATRE ARTS PRODUCTION COMPANY SCHOOL,10X225,X225,SECONDARY SCHOOL,4,53,16,21,11,6.3,32,9.6,4.7
2023,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),10X368,X368,SECONDARY SCHOOL,5,75,17,28,10.9,8.2,47,13.9,8.8
2023,MOTT HALL V,12X242,X242,SECONDARY SCHOOL,3,58,18,18,9,6.6,40,8.8,6.2
2023,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,13K265,K265,SECONDARY SCHOOL,2,29,6,13,13.2,8.7,16,15.1,10.5
2023,JUAN MOREL CAMPOS SECONDARY SCHOOL,14K071,K071,SECONDARY SCHOOL,4,62,22,20,12.9,11.7,42,9.2,6.8
2023,SPRING CREEK COMMUNITY SCHOOL,19K422,K422,SECONDARY SCHOOL,4,44,8,14,10.9,4.2,30,6.5,2.3
2023,QUEENS SCHOOL OF INQUIRY  THE,25Q252,Q252,SECONDARY SCHOOL,3,50,8,20,10.6,6.9,30,10.6,7.1
2023,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,25Q285,Q285,SECONDARY SCHOOL,3,45,17,17,12,9,28,11.1,7.3
2023,SCHOLARS' ACADEMY,27Q323,Q323,SECONDARY SCHOOL,5,73,24,16,11.4,8,57,10.6,7.4
2023,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28Q167,Q167,SECONDARY SCHOOL,3,70,17,24,7,4.6,46,7.6,5.5
2023,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,29Q283,Q283,SECONDARY SCHOOL,3,36,8,14,14.3,8.5,22,10.9,7.6
2023,YOUNG WOMEN'S LEADERSHIP SCHOOL  ASTORIA,30Q286,Q286,SECONDARY SCHOOL,3,42,10,12,7.2,5.7,30,9,5.5
2023,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31R028,R028,SECONDARY SCHOOL,1,45,7,17,8.3,3.4,28,8.5,4
2023,THE YOUNG WOMENS LEADERSHIP SCHOOL OF STATEN ISLA,31R085,R085,SECONDARY SCHOOL,1,5,2,*,,,*,,
2023,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,71M148,M148,SECONDARY SCHOOL,3,26,9,15,7,2.9,11,9.1,3.5
2023,INSTITUTE FOR COLLABORATIVE EDUCATION,71M407,M407,SECONDARY SCHOOL,2,32,7,13,9.9,7.8,19,7.6,5.1
2023,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,71M408,M408,SECONDARY SCHOOL,2,32,4,12,15.1,11,20,10,6.3
2023,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,71M415,M415,SECONDARY SCHOOL,3,38,6,11,12.3,3.6,27,9.6,5.1
2023,EAST SIDE COMMUNITY SCHOOL,71M450,M450,SECONDARY SCHOOL,4,64,16,15,11.1,7.6,49,10.7,7.6
2023,FREDERICK DOUGLASS ACADEMY,71M499,M499,SECONDARY SCHOOL,4,64,18,32,15.1,9.8,32,13.6,8.2
2023,YOUNG WOMEN'S LEADERSHIP SCHOOL,71M610,M610,SECONDARY SCHOOL,3,34,4,5,13.5,10.4,29,7.3,6.1
2023,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,71M670,M670,SECONDARY SCHOOL,3,46,11,18,15.8,7.2,28,15.9,8.5
2023,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,72X221,X221,SECONDARY SCHOOL,5,51,14,24,9,7.3,27,8.2,6.3
2023,EAGLE ACADEMY FOR YOUNG MEN,72X231,X231,SECONDARY SCHOOL,4,37,15,17,10.6,6.1,20,9.1,5.7
2023,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,72X241,X241,SECONDARY SCHOOL,4,65,9,30,7.2,6,35,4.8,3.9
2023,WEST BRONX ACADEMY FOR THE FUTURE,72X243,X243,SECONDARY SCHOOL,4,55,15,19,9.5,7.7,36,8.7,6.5
2023,BRONX LATIN,72X267,X267,SECONDARY SCHOOL,3,48,13,19,10,4.6,29,7.8,5.5
2023,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,72X269,X269,SECONDARY SCHOOL,4,57,16,21,10.9,4.2,36,8.4,4.9
2023,EAST BRONX ACADEMY FOR THE FUTURE,72X271,X271,SECONDARY SCHOOL,3,56,16,22,12.8,8.4,34,9.3,8.2
2023,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,72X342,X342,SECONDARY SCHOOL,3,44,7,15,14.2,8.7,29,9.9,5.5
2023,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOA,72X376,X376,SECONDARY SCHOOL,3,36,12,15,10.7,7.6,21,16.2,7.4
2023,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,72X413,X413,SECONDARY SCHOOL,3,42,17,18,11.1,8.7,24,10.1,5.5
2023,HOSTOS-LINCOLN ACADEMY OF SCIENCE,72X500,X500,SECONDARY SCHOOL,2,39,10,19,13,10.2,20,13.4,10.2
2023,BRONX SCHOOL FOR LAW  GOVERNMENT AND JUSTICE,72X505,X505,SECONDARY SCHOOL,3,57,12,26,8.4,6.4,31,8,4.8
2023,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,72X551,X551,SECONDARY SCHOOL,4,51,21,25,8.4,5.7,26,6.7,3.9
2023,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,73K382,K382,SECONDARY SCHOOL,5,26,6,14,11,3.9,12,7.5,4.6
2023,ACADEMY FOR YOUNG WRITERS,73K404,K404,SECONDARY SCHOOL,2,51,11,14,12.7,4.3,37,7.3,5
2023,EAST NEW YORK FAMILY ACADEMY,73K409,K409,SECONDARY SCHOOL,3,53,16,15,11.7,7.9,38,11.8,7.6
2023,BROOKLYN COLLABORATIVE STUDIES,73K448,K448,SECONDARY SCHOOL,2,59,18,19,12.6,8.4,40,10.8,7.6
2023,SCIENCE  TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG,73K543,K543,SECONDARY SCHOOL,5,41,14,17,9.7,7.5,24,11.6,7.8
2023,ALL CITY LEADERSHIP SECONDARY SCHOOL,73K554,K554,SECONDARY SCHOOL,3,22,7,5,6.9,6.3,17,11.6,8.7
2023,LYONS COMMUNITY SCHOOL,73K586,K586,SECONDARY SCHOOL,2,45,7,19,10.4,7.8,26,8.1,4.8
2023,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,73K590,K590,SECONDARY SCHOOL,7,65,13,33,15.6,9.9,32,11.5,7.4
2023,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,73K614,K614,SECONDARY SCHOOL,3,27,4,5,9.8,8.8,22,5.3,3.6
2023,EAGLE ACADEMY FOR YOUNG MEN II,73K644,K644,SECONDARY SCHOOL,6,45,20,27,7.6,6.6,18,8.1,7.4
2023,BROOKLYN STUDIO SECONDARY SCHOOL,73K690,K690,SECONDARY SCHOOL,6,66,27,24,13.3,9.9,42,10.6,8.9
2023,PARK SLOPE COLLEGIATE,76K464,K464,SECONDARY SCHOOL,3,54,13,18,9.3,7.2,36,10.1,6.7
2023,KINGSBOROUGH EARLY COLLEGE SCHOOL,76K468,K468,SECONDARY SCHOOL,4,46,13,23,9.7,6.1,23,7.8,5.8
2023,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,76K497,K497,SECONDARY SCHOOL,3,68,12,15,5.9,4.8,53,7.7,4.8
2023,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,76K527,K527,SECONDARY SCHOOL,2,37,13,6,4.1,4,31,7,3.6
2023,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,76K609,K609,SECONDARY SCHOOL,3,48,9,12,6.8,4.1,36,9.4,5
2023,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,77Q259,Q259,SECONDARY SCHOOL,4,49,11,18,10.4,5.8,31,11.3,6.3
2023,CHANNEL VIEW SCHOOL FOR RESEARCH,77Q262,Q262,SECONDARY SCHOOL,4,97,25,29,10.3,7.2,68,9,6.3
2023,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,77Q281,Q281,SECONDARY SCHOOL,4,62,12,18,7.1,5.5,44,8.6,5.7
2023,YORK EARLY COLLEGE ACADEMY,77Q284,Q284,SECONDARY SCHOOL,4,33,7,8,12.7,9.1,25,11.9,8
2023,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,77Q309,Q309,SECONDARY SCHOOL,4,50,8,17,10.5,8.5,33,12.2,7.4
2023,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,77Q310,Q310,SECONDARY SCHOOL,4,41,9,8,11.6,7.9,33,9.8,7.1
2023,EAGLE ACADEMY FOR YOUNG MEN III,77Q327,Q327,SECONDARY SCHOOL,3,32,12,12,12.3,5.8,20,12.7,4.7
2023,ROBERT F. WAGNER  JR. SECONDARY SCHOOL FOR ARTS AN,77Q560,Q560,SECONDARY SCHOOL,3,42,11,20,10.9,8,22,10.9,8.5
2023,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,77Q580,Q580,SECONDARY SCHOOL,3,32,5,16,14.7,11.6,16,14.7,7.5
2023,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,77Q680,Q680,SECONDARY SCHOOL,3,45,10,17,15.2,9.9,28,9.5,5.6
2023,YOUNG WOMEN'S LEADERSHIP SCHOOL  QUEENS,77Q896,Q896,SECONDARY SCHOOL,3,35,5,7,11.4,7,28,13.5,8.5
2023,P.S. K811 CONNIE LEKAS SCHOOL,97K811,K811,SECONDARY SCHOOL,4,61,138,16,13.2,10.8,45,10.5,9.2
2023,P.S. M079 - HORAN SCHOOL,97M079,M079,SECONDARY SCHOOL,5,53,73,18,8,4.2,35,6.8,6.1
2023,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,97M721,M721,SECONDARY SCHOOL,2,45,80,9,8.9,10.4,36,10.7,7.9
2023,THE RICHARD H. HUNGERFORD SCHOOL,97R721,R721,SECONDARY SCHOOL,5,98,228,21,9.4,10.2,77,10.4,9.8
2023,P.S. X012 LEWIS AND CLARK SCHOOL,97X012,X012,SECONDARY SCHOOL,3,71,86,24,8.8,6.2,47,8.3,6
2023,P.S. X176,97X176,X176,SECONDARY SCHOOL,6,134,194,36,9.6,9.2,98,8.5,8
2023,P.S. X811,97X811,X811,SECONDARY SCHOOL,7,131,221,39,10.1,10.7,92,11.5,10.6
